id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
50000,PostSelectionWithAST causes IllegalArgumentException,RESOLVED FIXED,None,JDT,UI,3.0,P3 normal,3.0 M7,Martin Aeschlimann,,,,,,,2004-01-14 12:01 EST by Dani Megert,2004-01-14 12:12 EST,0 users
50001,[DCR] Allow user to ignore errors in specific lines classes or packages,RESOLVED WONTFIX,None,JDT,Core,3.0,P3 enhancement,---,JDT-Core-Inbox,,,,,,,2004-01-14 12:01 EST by Robin Rosenberg,2009-08-30 02:39 EDT,0 users
50002,update the state when a bundle is deleted/changed,RESOLVED FIXED,None,Equinox,Incubator,unspecified,P3 normal,3.0 M7,Pascal Rapicault,,,,,,,2004-01-14 12:08 EST by Jeff McAffer,2005-09-27 09:12 EDT,0 users
50003,[navigation] Improve Go To Next/Previous Annotation dropdown,RESOLVED WONTFIX,None,JDT,Text,3.0,P3 enhancement,---,JDT-Text-Inbox,,,,,,,2004-01-14 12:45 EST by Markus Keller,2011-01-24 02:50 EST,2 users
50004,Moving branch tags does not work with CVS 1.11.2,RESOLVED FIXED,None,Platform,CVS,2.1.2,P3 normal,3.0 M9,platform-cvs-inbox,,,,,,,2004-01-14 12:59 EST by Stefan Jagieniak,2004-04-30 22:10 EDT,0 users
50005,code formatter should support XDoclet style tags,RESOLVED DUPLICATE of bug 45465,None,JDT,Text,3.0,P3 normal,---,JDT-Text-Inbox,,,,,,,2004-01-14 13:15 EST by Andrew Freeman,2004-01-15 04:45 EST,0 users
50006,run without a workspace,RESOLVED FIXED,None,Equinox,Incubator,unspecified,P2 normal,3.0 M8,Pascal Rapicault,,,,,51762,22220 32147 50797,2004-01-14 13:15 EST by Jeff McAffer,2005-09-27 09:12 EDT,10 users
50007,Solaris: JVM core dumps when profiling standalone,CLOSED FIXED,None,z_Archived,Hyades,unspecified,P3 normal,---,Robert Danek,,,closed460,,,,2004-01-14 13:20 EST by Samson Wai,2012-02-15 13:42 EST,0 users
50008,Hide Application Doesn't work,RESOLVED WONTFIX,None,Platform,SWT,3.0,P3 minor with 1 vote,---,Silenio Quarti,,,,,,,2004-01-14 13:32 EST by hasan diwan,2012-06-20 14:02 EDT,5 users
50009,m6 - installing a Security Manager prevents rcp app starting,RESOLVED FIXED,None,Equinox,Incubator,unspecified,P3 normal,3.0 M7,Thomas Watson,,,,,,,2004-01-14 13:45 EST by paul moore,2005-09-27 09:12 EDT,0 users
50010,PaletteCustomizerDialog has a println statement,RESOLVED FIXED,None,GEF,GEF-Legacy GEF,2.1.2,P3 normal,2.1.3,Pratik Shah,,,,,,,2004-01-14 13:48 EST by Pratik Shah,2004-01-27 15:38 EST,1 user
50011,Log View does not refresh its resources after an replace/append of an imported log file.,CLOSED FIXED,None,z_Archived,Hyades,unspecified,P3 normal,---,Alex Nan,,,,,,,2004-01-14 13:54 EST by Paul Slauenwhite,2012-02-14 16:39 EST,0 users
50012,[DCR] add new warning type for import on demand,RESOLVED WONTFIX,None,JDT,Core,3.0,P3 enhancement,---,JDT-Core-Inbox,,,,,,,2004-01-14 13:56 EST by David Pletcher,2009-08-30 02:13 EDT,0 users
50013,[Contributions] Tooltips truncated at edges of display.,RESOLVED INVALID,None,Platform,SWT,2.1.2,P3 normal,---,Platform-SWT-Inbox,,,,,,,2004-01-14 13:57 EST by Anthony Hunter,2004-02-12 10:59 EST,1 user
50014,[Contributions] adapters: Allow popup menu to be IAdaptable sensitive,RESOLVED FIXED,None,Platform,UI,3.0,P3 enhancement,3.3,Paul Webster,,,,,,,2004-01-14 13:59 EST by paul moore,2007-06-20 13:49 EDT,1 user
50015,Showsplash error when clicking on Sequence Diagram,RESOLVED WORKSFORME,None,Platform,SWT,3.0,P3 normal,---,Felipe Heidrich,,,,,,,2004-01-14 14:11 EST by Unknown User,2005-06-16 13:40 EDT,2 users
50016,AntEditorPreferencePage does not present all of the annotation prefs,VERIFIED FIXED,None,Platform,Ant,3.0,P3 normal,3.0 M7,Darin Wright,,,,,,50017,2004-01-14 14:14 EST by Darin Swanson,2004-01-14 21:47 EST,0 users
50017,Highlight in text annotation preference does not work for Ant Editor,RESOLVED DUPLICATE of bug 50016,None,Platform,Ant,3.0,P3 normal,3.0,Platform-Ant-Inbox,,,,,50016,,2004-01-14 14:23 EST by Darin Swanson,2004-01-14 14:38 EST,0 users
50018,update class path  should prompt to save the plugin.xml,RESOLVED FIXED,None,PDE,UI,3.0,P3 minor,3.1 RC1,Janek Lasocki-Biczysko,,,,,,,2004-01-14 14:26 EST by paul moore,2005-05-26 11:54 EDT,0 users
50019,No overview ruler for the AntEditor,VERIFIED FIXED,None,Platform,Ant,3.0,P3 normal,3.0 M7,Darin Wright,,,,,,,2004-01-14 14:27 EST by Darin Swanson,2004-01-14 21:36 EST,0 users
50020,KeyReleased not working correctly.,NEW,None,Platform,SWT,3.0,P5 normal with 4 votes,---,Steve Northover,,,stalebug,,,49195,2004-01-14 14:59 EST by Whitney Sorenson,2019-10-16 08:55 EDT,14 users
50021,Double-click and quick fix annotations,RESOLVED WORKSFORME,None,JDT,Text,3.0,P3 normal,---,JDT-Text-Inbox,,,,,,,2004-01-14 15:28 EST by John Arthorne,2004-01-15 04:51 EST,0 users
50022,[DND] NPE in DelegatingDragAdapter,RESOLVED FIXED,None,Platform,UI,3.0,P2 normal,---,Stefan Xenos,,,,,,,2004-01-14 15:36 EST by Whitney Sorenson,2004-04-05 11:21 EDT,4 users
50023,Problem switching between the Log and Log Interactions Views,CLOSED FIXED,None,z_Archived,Hyades,unspecified,P3 normal,---,Eugene Chan,,,,,,,2004-01-14 15:55 EST by Unknown User,2012-02-14 16:40 EST,0 users
50024,Cursor position malfunctions in 3.0 M6 with tab to space,RESOLVED WORKSFORME,None,JDT,Text,3.0,P3 normal,3.0 M7,JDT-Text-Inbox,,,,,,,2004-01-14 16:09 EST by Benjamin Walstrum,2004-01-15 04:38 EST,0 users
50025,uppercase ZIP and JAR classpath entries ignored,VERIFIED FIXED,None,JDT,Core,3.0,P2 normal,3.0 M7,Olivier Thomann,,,,,,45897,2004-01-14 16:22 EST by Wes Isberg,2004-02-12 15:50 EST,0 users
50026,Tooltips and Table Columns,RESOLVED DUPLICATE of bug 4572,None,Platform,SWT,2.1.2,P3 enhancement,---,Platform-SWT-Inbox,,,,,,,2004-01-14 16:23 EST by Chad Barnes,2004-01-15 08:47 EST,0 users
50027,Error importing a IHS Error Log,CLOSED INVALID,None,z_Archived,Hyades,unspecified,P3 normal,---,Paul Slauenwhite,,,closed460,,,,2004-01-14 16:49 EST by Unknown User,2012-02-14 16:41 EST,0 users
50028,[Font] Eclipse use of system fonts on Windows is inconsistent with windows applications.,NEW,None,Platform,SWT,3.0,P3 normal,---,Carolyn MacLeod,,,,,,,2004-01-14 16:59 EST by Ilya Rozenberg,2015-11-26 22:37 EST,5 users
50029,"Flashing ""Building workspace: 0% done""",RESOLVED DUPLICATE of bug 49979,None,Platform,UI,3.0,P3 normal,---,Platform-UI-Inbox,,,,,,,2004-01-14 17:04 EST by Douglas Pollock,2004-01-15 09:26 EST,0 users
50030,[generate delegate] grouping like override method [code generation],NEW,None,JDT,UI,3.0,P3 enhancement,---,JDT-UI-Inbox,,,,,,,2004-01-14 17:12 EST by Charles Fineman,2007-06-14 10:43 EDT,1 user
50031,The Hyades Apache Logging Example displays infinite number of readme.html,CLOSED INVALID,None,z_Archived,Hyades,unspecified,P3 normal,---,Curtis d'Entremont,,,,,,,2004-01-14 17:48 EST by Unknown User,2012-02-15 13:47 EST,1 user
50032,Replace with latest from head timesout/fails,RESOLVED WORKSFORME,None,Platform,CVS,3.0,P3 normal,---,platform-cvs-inbox,,,,,,,2004-01-14 18:09 EST by Lynne Kues,2004-01-19 14:51 EST,0 users
50033,[Contributions] Context change notifications not sent,CLOSED FIXED,None,Platform,UI,3.0,P2 critical,3.0 M7,Kim Horne,,,,,,,2004-01-14 18:12 EST by Jared Burns,2004-04-01 15:41 EST,1 user
50034,[interop] swing mouse events not received in RCP plugin,RESOLVED FIXED,None,Platform,SWT,3.0,P3 normal,---,Silenio Quarti,,,,,,,2004-01-14 18:14 EST by paul moore,2014-04-22 07:40 EDT,4 users
50035,[3.0 M6] Blanks are not allowed in the library pathname in the plugin/fragment manifest,RESOLVED FIXED,None,Equinox,Incubator,unspecified,P3 major,---,User Unknown,,,,,,,2004-01-14 18:20 EST by Cheng-Yee Lin,2005-09-27 09:12 EDT,0 users
50036,Validity of download,CLOSED FIXED,None,CDT,cdt-doc,2.0,P3 enhancement,---,Project Inbox,,,,,,,2004-01-14 18:35 EST by Guillaume de Bellegarde,2010-06-24 00:08 EDT,1 user
50037,Remove the importDB method from the generic ILogAnalyzer interface,CLOSED FIXED,None,z_Archived,Hyades,unspecified,P3 normal,---,Unknown User,,,,,,,2004-01-14 18:49 EST by Unknown User,2012-02-14 16:09 EST,0 users
