id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
1,Usability issue with external editors (1GE6IRL),CLOSED FIXED,None,Platform,Team,2.0,P3 normal,---,James Moody,,,,,,,2001-10-10 21:34 EDT by Andre Weinand,2017-10-25 14:04 EDT,10 users
2,Opening repository resources doesn't honor type (1GE6I1Q),RESOLVED FIXED,None,Platform,Team,2.0,P5 normal,2.0 M6,James Moody,,,,,5330,,2001-10-10 21:34 EDT by Andre Weinand,2018-04-16 11:12 EDT,3 users
3,Sync does not indicate deletion (1GIEN83),RESOLVED FIXED,None,Platform,Team,2.0,P5 normal,2.0 M6,James Moody,,,,,,309645,2001-10-10 21:34 EDT by Nick Edgar,2018-07-11 15:57 EDT,1 user
4,need better error message if catching up over read-only resource (1GF69TF),RESOLVED FIXED,None,Platform,Team,2.0,P5 normal,---,Michael Valenta,,,,,,,2001-10-10 21:34 EDT by Grant Gayed,2018-09-13 01:46 EDT,1 user
5,ISharingManager sharing API inconsistent (1GAUL8H),RESOLVED WONTFIX,None,Platform,Team,2.0,P3 normal,---,Jean-Michel Lemieux,,,,,,,2001-10-10 21:34 EDT by John Arthorne,2008-08-15 08:04 EDT,0 users
6,API - IResource.setLocal has problems (1G5TC8L),RESOLVED INVALID,None,Platform,Team,2.0,P5 normal,---,Kevin McGuire,,,,,,23,2001-10-10 21:34 EDT by Jim des Rivieres,2014-10-15 17:58 EDT,0 users
7,[Team API] move/copy semantics not preserved for VCM/targets (1G5RAC5),RESOLVED WONTFIX,None,Platform,Team,2.0,P5 normal with 1 vote,---,Platform-VCM-Inbox,,,,,,,2001-10-10 21:34 EDT by Jeff McAffer,2005-05-06 17:18 EDT,1 user
8,how can we support,RESOLVED WONTFIX,None,Platform,Team,2.0,P3 normal,---,Jean-Michel Lemieux,,,,,,,2001-10-10 21:34 EDT by Jean-Michel Lemieux,2014-10-15 17:59 EDT,1 user
9,VCM Implementation - disallow root resource to be passed (1G8436G),RESOLVED WONTFIX,None,Platform,Team,2.0,P3 normal,---,Jean-Michel Lemieux,,,,,,,2001-10-10 21:34 EDT by Jean-Michel Lemieux,2017-09-22 05:26 EDT,0 users
10,API - VCM event notification (1G8G6RR),VERIFIED FIXED,None,Platform,Team,2.0,P3 normal,---,Jean-Michel Lemieux,,,,,,,2001-10-10 21:34 EDT by Jean-Michel Lemieux,2018-04-03 01:31 EDT,1 user
11,API: ISharingManager::load mapping vcm projects to workspace projects (1G8U50U),RESOLVED WONTFIX,None,Platform,Team,2.0,P3 normal,---,Jean-Michel Lemieux,,,,,,,2001-10-10 21:34 EDT by Jean-Michel Lemieux,2018-06-08 04:16 EDT,0 users
12,Manage/unmanage support and policies (1GALAEG),RESOLVED WONTFIX,None,Platform,Team,2.0,P3 normal,---,Jean-Michel Lemieux,,,,,,,2001-10-10 21:34 EDT by Jean-Michel Lemieux,2019-03-06 04:18 EST,1 user
13,CC Discussion: local versioning (1GAT3PL),VERIFIED FIXED,None,Platform,Team,2.0,P3 normal,---,Jean-Michel Lemieux,,,,,,,2001-10-10 21:34 EDT by Kevin McGuire,2019-06-20 06:05 EDT,0 users
14,README - Cannot run CVS command line client in Eclipse generated workspace (1GB0CJU),RESOLVED WONTFIX,None,Platform,Team,2.0,P3 normal,---,Jean-Michel Lemieux,,,,,,,2001-10-10 21:34 EDT by Jean-Michel Lemieux,2019-09-30 04:47 EDT,0 users
15,SSH investigation (1GCEDG2),RESOLVED INVALID,None,Platform,Team,2.0,P3 normal,---,Kevin McGuire,,,,,,,2001-10-10 21:35 EDT by Jeff McAffer,2001-10-31 14:05 EST,0 users
16,auto-merge button (1GBBEBB),RESOLVED FIXED,None,Platform,Team,2.0,P5 normal,---,James Moody,,,,,,,2001-10-10 21:35 EDT by James Moody,2002-02-08 14:43 EST,0 users
17,look at gender change cases (1GBCX61),RESOLVED FIXED,None,Platform,Team,2.0,P5 normal,2.0 M6,Jean-Michel Lemieux,,,,,,,2001-10-10 21:35 EDT by Jean-Michel Lemieux,2002-05-23 21:20 EDT,0 users
18,implement life cycle management for merge managers (1GCHQMG),RESOLVED WONTFIX,None,Platform,Team,2.0,P3 normal,---,Jean-Michel Lemieux,,,,,,,2001-10-10 21:35 EDT by Jean-Michel Lemieux,2001-10-23 23:39 EDT,0 users
19,[CVS Repo View] Should be able to pick a branch and catchup to it,RESOLVED WONTFIX,None,Platform,Team,2.0,P4 normal,---,Platform-VCM-Inbox,,,,,,,2001-10-10 21:35 EDT by Kevin McGuire,2004-11-09 21:38 EST,0 users
20,Workspace files,RESOLVED FIXED,None,Platform,Team,2.0,P2 normal,2.0 M6,Kevin McGuire,,,,,,40 48,2001-10-10 21:35 EDT by Kevin McGuire,2002-04-26 12:36 EDT,2 users
