445,Merge pull request #1 from JetBrains/master
2016-09-14T10:47:39Z,discuss,Update to latest code
2016-08-23T16:59:56Z,commit,Merge pull request #1 from JetBrains/master,github.com/JetBrains/intellij-community/pull/445/commits/56d3caf1f0bafb0605e5cdba9a0589e5ec4cb089
