354,start of vjava design
2016-02-11T23:48:09Z,discuss,"
No description provided.
"
2016-02-11T23:50:09Z,discuss,This was an accident
2016-01-18T05:43:38Z,commit,Update README.md,github.com/JetBrains/intellij-community/pull/354/commits/2a90928636d9e2faefd872a52bfb72213c1bee4b
2016-01-19T23:57:42Z,commit,Initial Class Design,github.com/JetBrains/intellij-community/pull/354/commits/b4a1cf84f41b5a771b54abf1082fa3e200846f8e
2016-01-26T23:35:51Z,commit,updates to choices,github.com/JetBrains/intellij-community/pull/354/commits/fca9f26fc48c02bc8f889b46ba99c7fdbab387b2
