870,ExternalAnnotationsManager: added support for batch annotation
2018-09-24T13:09:16Z,discuss,"
No description provided.
"
2018-11-07T10:14:53Z,discuss,Merged into master
2018-09-24T13:06:08Z,commit,ExternalAnnotationsManager: added support for batch annotation,github.com/JetBrains/intellij-community/pull/870/commits/3c1ea91f4a8f2d174cf9196ff15179a8ba7e0cb9
2018-09-24T15:08:57Z,commit,ExternalAnnotationsManager: added try finally to release write lock,github.com/JetBrains/intellij-community/pull/870/commits/b146d468f92f213e12f1e7c16ac891829a010fcf
2018-09-25T04:48:46Z,commit, ExternalAnnotationsManager: fixed iteration in root sub tags,github.com/JetBrains/intellij-community/pull/870/commits/bb4ad91219a798abf8af36368036567658b4134d
2018-10-02T03:53:31Z,commit,ExternalAnnotationsManager: replaced compareTo with equals,github.com/JetBrains/intellij-community/pull/870/commits/558c034e38117f608c58c520d268e37333489fc1
