299,align chained methods with comments properly
2015-08-30T17:21:54Z,discuss,Fixes https://youtrack.jetbrains.com/issue/IDEA-122802: 'Comments between chained calls aren't indented properly' and https://youtrack.jetbrains.com/issue/IDEA-136980: 'Comments at end of the line during chained calls break allignment'
2015-08-30T19:16:19Z,discuss,"the last element may be a comment, so let's index from the beginning instead: [DOT, method name, expression list]"
2015-09-02T10:04:57Z,discuss,"I've merged your request, with minor change: I've separated tests, and in the case with block comment used doTextTest method instead to avoid confusion with shifted comment."
2015-08-30T17:12:38Z,commit,align chained methods with comments properly,github.com/JetBrains/intellij-community/pull/299/commits/0e096c971a583261367047fa7c3e7b0f36c1b16e
2015-08-31T20:06:14Z,commit,Changed testChainedMethodWithComments to be more descriptive,github.com/JetBrains/intellij-community/pull/299/commits/ee809c4b44972edf91977342610c1a98a1a2af6e
