555,Extracted abstract class from PydevConsoleExecuteActionHandler
2017-04-17T15:09:11Z,discuss,We have our own console implementation so we'd like to use abstract classes in certain places where concrete implementations are used. Also inputReceived moved for cleaner flow
2017-04-12T19:35:52Z,commit,Extracted abstract class from PydevConsoleExecuteActionHandler,github.com/JetBrains/intellij-community/pull/555/commits/8c9a382ab1f5c8cb036a55f67c0567da7cf150bd
