1004,Typo in highligHting corrected.
2018-12-05T17:03:17Z,discuss,Discovered this typo while was browsing repository.
2018-12-05T16:54:16Z,commit,Typo in highligHting corrected.,github.com/JetBrains/intellij-community/pull/1004/commits/c298f9103165b646c758ebc16fce4bb4c011d3c4
