723,Import correct version of XmlElement
2018-02-02T19:19:27Z,discuss,(cherry picked from commit b682e8e)
2018-02-05T16:12:22Z,discuss,"Merged manually, thanks a lot!"
2018-01-29T22:34:13Z,commit,Import correct version of XmlElement,github.com/JetBrains/intellij-community/pull/723/commits/4d97c3835bb8a78d2c9a3d1671bdef936d69b7f2
