490,Delete JAXB jars unused since commit 1179dbe
2016-12-08T03:56:53Z,discuss,"No, wait, commit 1179dbe just moves the reference to these files from one place to another."
2016-12-08T03:55:15Z,commit,Delete JAXB jars unused since commit,github.com/JetBrains/intellij-community/pull/490/commits/a1d60e8f50cc73c4e430203b8cd2ec44a9e17839
