1034,IDEA-189773 Action to copy about info to clipboard
2019-01-20T12:46:26Z,discuss,https://youtrack.jetbrains.net/issue/IDEA-189773
2019-01-20T12:41:25Z,commit,IDEA-189773 Action to copy about info to clipboard,github.com/JetBrains/intellij-community/pull/1034/commits/b7cd42709a05f4a1de47681bfcfb74a7667d58fb
