1095,Use a Swing combobox in the configuration import dialog
2019-03-22T15:59:25Z,discuss,This should fix https://youtrack.jetbrains.com/issue/IDEA-209415
2019-03-22T15:56:22Z,commit,IDEA-209415 Use a Swing combobox in the configuration import dialog,github.com/JetBrains/intellij-community/pull/1095/commits/a726d610ea1db8375cf4c43823764ad2c5185866
