470,Updated YouTrack icons for task plugin to match contemporary YouTrack presentatoin
2016-11-22T12:12:06Z,discuss,Changes from #458 applied against current master.
2016-10-27T12:10:30Z,commit,Updated YouTrack icons for task plugin to match contemporary YouTrack¡­,github.com/JetBrains/intellij-community/pull/470/commits/327c976c028030a076dad6bb428c491e110ad9a6
