257,[IDEA-138038] Added missing guards against dumb mode in JavaPsiFacadeImp...
2015-03-23T15:19:58Z,discuss,...l
2015-03-23T15:15:08Z,commit,[IDEA-138038] Added missing guards against dumb mode in JavaPsiFacade¡­,github.com/JetBrains/intellij-community/pull/257/commits/01037d2d64e66a2a66565d4f02df2337d39dd46d
