512,Rewrite fernflower README with markdown
2017-02-11T19:35:07Z,discuss,This PR rewrites the fernflower README file in markdown format. And that's all. :)
2017-02-11T19:32:41Z,commit,Fernflower readme markdown,github.com/JetBrains/intellij-community/pull/512/commits/a04928a02e2b52d7ada07111495963865501a64e
