1132,IDEA-201196 Change signature: Moving a new element downwards doesn't transfer focus correctly
2019-05-06T09:22:18Z,discuss,Fixes https://youtrack.jetbrains.com/issue/IDEA-201196
2019-05-06T09:20:17Z,commit,IDEA-201196 Change signature: Moving a new element downwards doesn't бн,github.com/JetBrains/intellij-community/pull/1132/commits/bb85adb4f211d93474a60e79eb545dba8eed92fe
2019-05-06T11:13:19Z,commit,IDEA-201196 Change signature: Moving a new element downwards doesn't бн,github.com/JetBrains/intellij-community/pull/1132/commits/e297a617f5ca2faa2f178649539c223ab3415bac
