60,IDEA-36388 & IDEA-25232
2013-03-29T09:57:43Z,discuss,"
No description provided.
"
2014-08-18T13:34:06Z,discuss,The fix was made. Thanks!
2013-03-28T21:49:09Z,commit,IDEA-36388 & IDEA-25232,github.com/JetBrains/intellij-community/pull/60/commits/01e046beb2089cacbb80119980bd577c4fccdc90
2013-03-29T09:53:48Z,commit,changed resource-bundle editor ui building(fixed bug with splitter cr¡­,github.com/JetBrains/intellij-community/pull/60/commits/aa140c0c8855f0e9c1c75bfea0f29e8249608dba
