54,method made public
2013-03-16T12:59:15Z,discuss,I need it for a plugin.
2013-03-16T12:56:28Z,commit, method made public,github.com/JetBrains/intellij-community/pull/54/commits/807501f2fd5a7541251392d79da489e2ec724de2
