1165,Event log whitelist storage
2019-07-04T09:56:16Z,discuss,"
No description provided.
"
2019-07-23T17:40:10Z,discuss,Thank you! I've merged it manually with minor changes.
2019-07-03T08:30:46Z,commit,move whitelist storage from SensitiveDataValidator to a separate class,github.com/JetBrains/intellij-community/pull/1165/commits/a20d66b31ccdad8f67ed74da8feee18c2b497af4
2019-07-03T08:36:49Z,commit,add MergedWhiteListStorage,github.com/JetBrains/intellij-community/pull/1165/commits/528373144d9dd339c810510cd66a189418430f89
2019-07-03T08:48:46Z,commit,move event log white list for testing to the separate file,github.com/JetBrains/intellij-community/pull/1165/commits/00b9d9b5984f0120c8f67319478ed20744ba73a5
2019-07-05T05:36:16Z,commit,add action for clean up local whitelist,github.com/JetBrains/intellij-community/pull/1165/commits/abbd88604ac38c2cda012ff8d9ddf77e07461a42
2019-07-05T05:39:12Z,commit,clean up event data whitelist storage API,github.com/JetBrains/intellij-community/pull/1165/commits/2cedf539c7de8c75db1bd743314948f38112abd7
2019-07-05T07:30:20Z,commit,event data whitelist storage API - review fixes,github.com/JetBrains/intellij-community/pull/1165/commits/32200610caf749af2c4e4eddca168b2890dc6392
