1055,IDEA-206930 Don't complain when renaming branch to itself
2019-02-08T11:12:59Z,discuss,Implements https://youtrack.jetbrains.net/issue/IDEA-206930
2019-02-08T10:54:41Z,commit,IDEA-206930 Don't complain when renaming branch to itself,github.com/JetBrains/intellij-community/pull/1055/commits/95b2ade512c5668b48618b34cd24231a596904c4
