274,added and marked as deprecated removed constructor ArchiveHandler.Ent¡­
2015-06-15T14:17:05Z,discuss,"¡­ryInfo
This is important in order to support Kotlin plugin"
2015-06-15T14:14:57Z,commit,added and marked as deprecated removed constructor ArchiveHandler.Ent¡­,github.com/JetBrains/intellij-community/pull/274/commits/d08894e237063ea68c9eb2930a5d2cfe386955fb
