416,Fix PY-19825
2016-06-18T04:08:37Z,discuss,"
No description provided.
"
2016-07-08T11:17:55Z,discuss,Thanks! Your changes have been applied :)
2016-06-18T04:05:07Z,commit,Fix subtuple destructuring,github.com/JetBrains/intellij-community/pull/416/commits/c5b4cfc882350f8d34876019953fd7edda884deb
2016-06-18T18:38:16Z,commit,--indirect destructuring test,github.com/JetBrains/intellij-community/pull/416/commits/8cc90d8c754caa5af42e9f772e963188c6aab214
