id,title,status,importance
220000,query builder support record constraint capabillities,CLOSED FIXED,P3 critical
220001,drag file task editor lock windows explorer,RESOLVED FIXED,P2 trivial
220002,add properties action nls key hover,VERIFIED FIXED,P2 enhancement
220003,cproject source location preference tab allow add project root source folder,RESOLVED FIXED,P3 normal
220004,bof table page,CLOSED FIXED,P3 enhancement
220005,incorrect prefix handle xsd xml generator,CLOSED FIXED,P3 normal
220006,keep newly open bug task list make easier return,RESOLVED FIXED,P3 enhancement
220007,incorrect syntax highlight scrapbook,VERIFIED FIXED,P3 normal
220008,throw error,VERIFIED FIXED,P3 normal
220009,add infobox project wiki,ASSIGNED,P3 enhancement
220010,need better exception info query failure,RESOLVED DUPLICATE of bug 209866,P3 major
220011,manged project path symbols ui inconsitencies,RESOLVED FIXED,P3 normal
220012,ejb bean interfaces create exist,CLOSED FIXED,P2 normal
220013,image javadoc hover,RESOLVED FIXED,P3 enhancement
220014,add ability select encryption algorithms secure properties,RESOLVED FIXED,P3 normal
220015,bundle launch filter nasty revert bug,VERIFIED FIXED,P3 normal
220016,error register examplemdr testfederatingcmdb,RESOLVED FIXED,P3 blocker
220017,ireference keep unresolved resolve target locations,VERIFIED FIXED,P3 normal
220018,unhandled loop exceptions remove conflict bind key preference page linux,RESOLVED DUPLICATE of bug 89610,P3 major
220019,multiple copy icons spread across pull single,RESOLVED FIXED,P3 normal
220020,systemfiletransfermodemapping internal,RESOLVED FIXED,P3 enhancement
220021,validate tag class,RESOLVED WONTFIX,P3 enhancement
220022,birt plugin version backlevelled,RESOLVED FIXED,P3 blocker
220023,support attach screenshots preferences modal dialogs,NEW,P5 enhancement
220024,shortcut accelerator key menus read,CLOSED WORKSFORME,P3 normal
220025,editor tabs read,VERIFIED FIXED,P3 normal
220026,view name read,RESOLVED DUPLICATE of bug 220025,P3 normal
220027,show annotations use quickdiff show author work,RESOLVED FIXED,P3 normal
220028,progress bar status line seem freeze,RESOLVED WORKSFORME,P3 normal
220029,request change visibility piece graph layout api,RESOLVED INVALID,P3 normal
220030,tree check items read check state,CLOSED DUPLICATE of bug 220031,P3 normal
220031,check items read check state,NEW,P3 normal
220032,jface text browserinformationcontrol empty,RESOLVED WONTFIX,P3 normal
220033,guard generate reverse,VERIFIED FIXED,P3 normal
220034,determine split repositorytaskdata abstracttask,RESOLVED FIXED,P2 normal
220035,radio button say press,CLOSED WORKSFORME,P3 normal
220036,root source folder action project,RESOLVED DUPLICATE of bug 223421,P3 normal
220037,could one sign,VERIFIED FIXED,P3 normal
220038,slider read current value,CLOSED WORKSFORME,P3 normal
220039,compiler incorrectly detect cycle type hierarhcy,VERIFIED WORKSFORME,P3 major
220040,improve password providers apis,RESOLVED FIXED,P3 normal
220041,get rid,RESOLVED FIXED,P3 enhancement
220042,character encode template set,RESOLVED FIXED,P2 normal
220043,documentation require publish,RESOLVED FIXED,P3 normal
220044,decorator image update use new flag,ASSIGNED,P3 enhancement
220045,debuger stop breakpoints file name,RESOLVED FIXED,P3 normal
220046,mw build generate new varargs compile warn,RESOLVED FIXED,P3 normal
220047,replace irole,RESOLVED FIXED,P3 normal
220048,proposals disappear incorrect letter,NEW,P3 normal
220049,add support google analytics,CLOSED WONTFIX,P3 normal with 2 votes
220050,babel message add filter display key particular type validation,RESOLVED FIXED,P3 enhancement
220051,proposals take second display,CLOSED DUPLICATE of bug 126698,P3 major
220052,improve icons service discovery view,RESOLVED FIXED,P3 normal
220053,javascript debugger stop breakpoint,CLOSED FIXED,P3 normal
220054,move keystore functionality sample bundle,RESOLVED FIXED,P3 normal
220055,project content show actual location,CLOSED DUPLICATE of bug 281794,P3 enhancement
220056,swt browser redraw problem tabbed property view os x,RESOLVED DUPLICATE of bug 70579,P3 normal
220057,dnd exception drag file within common navigator,RESOLVED FIXED,P3 normal
220058,,RESOLVED DUPLICATE of bug 187293,P3 normal
220059,improve icons filetransfersview,RESOLVED FIXED,P3 enhancement
220060,consider limit dependency jst,RESOLVED INVALID,P3 enhancement
220061,deprecate package,CLOSED FIXED,P3 normal
220062,database name show sql editor database use execute query ms sql,CLOSED FIXED,P3 major with 1 vote
220063,duplicate aliases hand properly,CLOSED FIXED,P1 major
220064,seven expert step photo restoration,RESOLVED INVALID,P3 normal
220065,concurrentmodificationexception unload resource,VERIFIED FIXED,P3 major
220066,aliases absolute sml instance,CLOSED FIXED,P1 critical
220067,resolution decision log yield,RESOLVED FIXED,P3 normal
220068,datetime must,NEW,P3 normal with 2 votes
220069,view content description,RESOLVED FIXED,P3 normal
220070,run alias validation schematron aliases rule bind,NEW,P3 normal
220071,showviewdialog description tooltips close,NEW,P3 normal
220072,printout heuristics cannot find objective,RESOLVED FIXED,P3 normal
220073,launch configuration list blank,RESOLVED DUPLICATE of bug 142965,P3 normal
220074,accelerator variable edit work mac,NEW,P3 normal
220075,improve file dialogs,RESOLVED FIXED,P3 normal
220076,update issue europa mac os x leopard,RESOLVED WONTFIX,P3 normal with 1 vote
220077,allow add search result task context,NEW,P5 enhancement with 1 vote
220078,task editor come editor may fully workbench start,RESOLVED DUPLICATE of bug 154396,P3 minor
220079,member member type top introduce compile error,RESOLVED DUPLICATE of bug 102020,P3 normal
220080,select category come check context menu,RESOLVED FIXED,P4 minor
220081,extension point schemas support elements without type attribute,RESOLVED WORKSFORME,P3 enhancement
220082,commandcontributionitem support toolbar display,RESOLVED DUPLICATE of bug 143162,P3 enhancement
220083,editor indentation bug,CLOSED FIXED,P1 normal with 3 votes
220084,remove node task context,NEW,P5 minor
220085,move something outside plugin project lead bad refactoring,RESOLVED WONTFIX,P3 normal
220086,confuse tooltip decoration day node schedule presentation,RESOLVED FIXED,P4 minor
220087,add new workspace bundle cause workspace bundle add launch,RESOLVED FIXED,P3 normal
220088,start,RESOLVED DUPLICATE of bug 181531,P3 major
220089,support email content assist search page,RESOLVED DUPLICATE of bug 192452,P3 enhancement
220090,top level elements work project explorer view,RESOLVED DUPLICATE of bug 212389,P3 normal
220091,replace wtp help please,RESOLVED FIXED,P3 normal
220092,keybinding conflict ganymede,RESOLVED WONTFIX,P3 normal
220093,feature configuration problems ganymede,RESOLVED FIXED,P3 normal
220094,cdt use update help feature,RESOLVED FIXED,P3 enhancement
220095,use model project feature,CLOSED FIXED,P3 minor
220096,password prompt block eclipse,RESOLVED FIXED,P1 normal
