id,title,status,importance
150000,quest,RESOLVED INVALID,P3 normal
150001,untranslated item context menu,CLOSED FIXED,P3 normal
150002,database explorer work postgres sql,RESOLVED WONTFIX,P3 normal
150003,expansion state maintain suspend target thread group,VERIFIED FIXED,P3 normal
150004,code completion home end key work anymore,RESOLVED DUPLICATE of bug 140550,P3 normal
150005,coolbar seem,NEW,P3 normal
150006,exception launch swt process via iac,CLOSED FIXED,P1 critical
150007,editor view titlebars disappear,RESOLVED DUPLICATE of bug 146291,P3 major
150008,show enablement,REOPENED,P3 enhancement with 1 vote
150009,allow select work set new java project,VERIFIED FIXED,P3 normal
150010,button accessible,RESOLVED FIXED,P3 normal
150011,get start guide agent controller windows need corrections,CLOSED FIXED,P1 normal
150012,runtime adapters load correctly,RESOLVED INVALID,P3 normal
150013,scope parse error inner class,CLOSED WORKSFORME,P3 normal
150014,accessibility html accessible,CLOSED FIXED,P1 normal
150015,invoke measureitem callback cause stackoverflow,RESOLVED FIXED,P3 normal
150016,console view keep open even open another window,RESOLVED DUPLICATE of bug 40356,P3 normal
150017,clipboard copy element derive view container,RESOLVED INVALID,P3 normal
150018,east north side border items cause infinite loop crash,RESOLVED FIXED,P3 normal
150019,refresh issue variability type change properties,CLOSED FIXED,P3 normal
150020,browser widget scrollbars appear linux,RESOLVED DUPLICATE of bug 199661,P3 normal
150021,remove windows sdk src,CLOSED FIXED,P1 normal
150022,symptom analysis result view provide alternate context menu action tool bar action,CLOSED FIXED,P3 normal
150023,file uris mark red cross,CLOSED FIXED,P3 normal
150024,group control border disappear tabbing,REOPENED,P3 normal
150025,add register trademark doc,CLOSED FIXED,P1 normal
150026,add self cc field available editor user already cc,RESOLVED FIXED,P3 normal
150027,search declarations return nothing,RESOLVED WORKSFORME,P3 normal
150028,test measurements result realistic,CLOSED FIXED,P3 normal
150029,spawner work configurations,RESOLVED FIXED,P3 normal
150030,outline view cause infinite loop create view run,RESOLVED FIXED,P3 normal
150031,warn message display inline schema wse,CLOSED FIXED,P2 major
150032,export epf auto switch lib path export,CLOSED FIXED,P3 normal
150033,subclasses abstractemfoperation check progress monitor null,VERIFIED FIXED,P3 normal
150034,import epf refesh correctly import,CLOSED DUPLICATE of bug 146737,P2 normal
150035,eclipse update link provide invalid,RESOLVED FIXED,P3 blocker
150036,cannot test run jaw eclipse,CLOSED FIXED,P3 normal
150037,text field label associate correctly manual test,CLOSED WORKSFORME,P1 normal
150038,inconsistent tabbing,CLOSED FIXED,P3 normal
150039,cannot delete ifile junit run,RESOLVED INVALID,P3 normal
150040,need set accessiblity directly find methods,NEW,P3 normal
150041,deactivate task delete local task,RESOLVED FIXED,P3 normal
150042,bean instantiate error give init string return,NEW,P3 normal
150043,usage inner inner class change cause complete recycle,NEW,P3 normal
150044,persistent crash,RESOLVED DUPLICATE of bug 155763,P3 major
150045,work project view,RESOLVED FIXED,P3 normal
150046,list extra tabs editor display,ASSIGNED,P3 normal
150047,save jsp slow,CLOSED DUPLICATE of bug 146067,P3 major
150048,accessibility html accessible,CLOSED FIXED,P1 normal
150049,wrong link tptp doc page point work ac,CLOSED FIXED,P3 normal
150050,data collection framework introduction doc erroneous ref sdk,CLOSED FIXED,P3 normal
150051,require api get resolve apt option value,RESOLVED FIXED,P3 normal
150052,get default page work ac,CLOSED DUPLICATE of bug 147122,P3 normal
