id,title,status,importance
490000,unable align pin different shape,RESOLVED FIXED,P3 normal
490001,generics difference javac type cannot convert hashset code,VERIFIED INVALID,P3 major
490002,edge preference pin corner instead middle,UNCONFIRMED,P3 normal
490003,wrong pin label position zoom diagram,CLOSED FIXED,P3 normal
490004,unassigned variable annotationzip,VERIFIED FIXED,P3 normal
490005,accepteventaction gradient,UNCONFIRMED,P3 minor
490006,tiralali,RESOLVED INVALID,P3 normal
490007,remove checkbox,VERIFIED FIXED,P3 normal
490008,avoid store complete jar manifest object package attribute declare,RESOLVED FIXED,P3 enhancement
490009,compare unchanged file even change pathset,VERIFIED FIXED,P3 major
490010,move code external annotation process classfilereader,RESOLVED FIXED,P3 normal
490011,enable secure xml process default,RESOLVED FIXED,P3 enhancement
490012,remove compatible override project eclipse sdk,RESOLVED FIXED,P3 normal
490013,remove processprompter need istatushandler,NEW,P3 normal
490014,cli sign fail ant error,CLOSED DUPLICATE of bug 489890,P3 normal
490020,one way flight work properly,CLOSED FIXED,P3 critical
490021,test bug,CLOSED INVALID,P3 normal
490022,kill hours,RESOLVED FIXED,P3 normal
490023,cdocheckoutviewersorter slow,RESOLVED FIXED,P3 enhancement
490024,classcastexception contribute mhandledmenuitem without label fragment,CLOSED DUPLICATE of bug 479136,P3 normal
490025,different syntax positioninlist depend context,NEW,P3 normal
490026,launch eclipse ubuntu mate,RESOLVED WORKSFORME,P3 blocker with 1 vote
490027,goal cannot load properties,RESOLVED FIXED,P3 major
490028,extract checksum calculation separate class,VERIFIED FIXED,P3 enhancement
490029,double click dependencies open package explorer,NEW,P3 normal
490030,backend code templates need handle function parameters,CLOSED FIXED,P3 enhancement
490031,dead link,NEW,P3 normal
490032,verbose log enable,NEW,P3 normal
490033,export samba drive possible access problems,NEW,P3 normal
490034,junit view failure trace shall dialog show full information,CLOSED DUPLICATE of bug 72847,P3 normal
490035,improve feature product ide support integrate pep tool,NEW,P3 enhancement with 1 vote
490036,wizard use gif without transparent background,NEW,P3 minor
490037,rename feature parsley instead parsley,RESOLVED FIXED,P3 normal
490038,new file wizard able create non exist folders,RESOLVED WONTFIX,P3 enhancement with 1 vote
490039,diagram export fail,UNCONFIRMED,P3 normal
490040,fix regions work,ASSIGNED,P3 major
490041,regions work,NEW,P3 major
490042,committer list twice,RESOLVED FIXED,P3 normal
490043,shell page load chrome uncaught function,RESOLVED FIXED,P3 normal
490044,adopt solstice theme java package,RESOLVED FIXED,P3 enhancement
490045,adopt solstice theme committers package,RESOLVED FIXED,P3 enhancement
490046,adopt solstice theme cpp package,RESOLVED FIXED,P3 enhancement
490049,slave offline,VERIFIED FIXED,P3 blocker
490051,triaging,CLOSED FIXED,P3 normal
490052,resourceexception,CLOSED DUPLICATE of bug 474470,P3 normal
490053,one way function work like round trip,CLOSED INVALID,P3 critical
490054,exception try delete activityparameternode,RESOLVED FIXED,P3 major
490055,move elements strangely distort connector,UNCONFIRMED,P3 normal
490056,unnecessary warn official build,VERIFIED FIXED,P3 normal
490057,jpa relationship create entity twice,NEW,P3 normal
490058,polish ds annotations,NEW,P3 enhancement
490059,file upload work switch cookies,CLOSED WORKSFORME,P3 normal
490060,annotation process enable automatically,RESOLVED WONTFIX,P3 enhancement
490061,work without,CLOSED DUPLICATE of bug 488800,P3 normal
490062,allow generate lazy activation policy osgi ds annotations use,VERIFIED FIXED,P3 normal
490063,generate header declarative service,REOPENED,P3 enhancement
490064,ioexception,NEW,P3 normal
490065,ioexception,RESOLVED FIXED,P3 normal
490066,main thym page miss,NEW,P3 normal
490067,exception delete element table display properties view,RESOLVED FIXED,P3 normal
490068,jsonb cdi adapters,RESOLVED FIXED,P3 normal
490069,implementation moxy jaxb,RESOLVED FIXED,P3 normal
490070,content assist inside javadoc contain templates java context,RESOLVED FIXED,P3 normal
490071,filenotfoundexception automatic import,CLOSED FIXED,P1 critical
490072,small accessibility improvements,RESOLVED FIXED,P3 normal
490073,block canonical prevent show inherit part,UNCONFIRMED,P3 normal
490074,show latest version available software work,NEW,P3 normal with 1 vote
490075,site improvement,RESOLVED FIXED,P3 normal
490076,update deployment publish module contexts separate xml file set,NEW,P3 normal
490077,multiple problems occur,CLOSED FIXED,P3 normal with 1 vote
490078,ccombo show horizontal scrollbars,NEW,P3 normal
490079,miss name type columns variables view debug,NEW,P3 normal
490080,click table cell editor cause eclipse hang,RESOLVED WORKSFORME,P3 major
490081,styledtextarea show,RESOLVED FIXED,P3 normal
490082,dnd content must undo one go,RESOLVED FIXED,P3 normal
490083,add support change maven pom properties,RESOLVED FIXED,P3 normal
490084,block create part assign name new type ignore,CLOSED FIXED,P3 normal
490085,critical path view handle well start time select,RESOLVED FIXED,P3 normal
490086,critical path view range time graph view,RESOLVED FIXED,P3 normal
490087,hipp help,RESOLVED FIXED,P3 major
490088,aut configuration arguments cannot contain value space,CLOSED FIXED,P3 normal
490089,remove source file content review dialog event list,NEW,P3 normal
490090,classcastexception socontainergroup use sslservercontainergroup,RESOLVED FIXED,P3 normal
490091,support define query example,RESOLVED FIXED,P3 enhancement
490092,classcast exception table multivalued attribute show feature column,CLOSED FIXED,P3 normal
490093,add search capabilities incidents user x time interval,NEW,P3 normal
490094,edit classpath java dynamic web valid location link resources,NEW,P3 normal
490095,refresh repository,RESOLVED NOT_ECLIPSE,P3 normal
490096,stackoverflowerror code complete lambda expression,CLOSED DUPLICATE of bug 535743,P3 normal
490097,please create serve default assignee new sirius bugzilla component,RESOLVED FIXED,P3 normal
490098,handle case reference vm miss,NEW,P3 enhancement
490099,display stereotype properties value correct,RESOLVED FIXED,P3 critical
490100,iworkingsetmanager allow order work set,REOPENED,P3 normal
490101,miss dependencies several emf bundle,CLOSED INVALID,P3 normal
490102,test failures merge branch,RESOLVED FIXED,P3 normal
490103,jrecontainer work without physical libraries,NEW,P3 normal
490105,containment support emf,RESOLVED FIXED,P3 normal
490106,fix break code,CLOSED WONTFIX,P3 normal
490107,mail list archive corrupt,RESOLVED FIXED,P3 normal
490108,file find navigate tell user,CLOSED WONTFIX,P3 enhancement
490109,fix remove unused remove much,RESOLVED FIXED,P3 normal
490110,provide resource filter filter nest project,NEW,P3 enhancement with 3 votes
490111,consider use model inferrer derive variable declarations local variables,RESOLVED FIXED,P3 enhancement
490112,add unique id user agent information,REOPENED,P3 normal
490113,targetdefinitiongenerator recognize wildcard requirement,RESOLVED FIXED,P3 normal
490114,nest embeddables within embed ids,RESOLVED FIXED,P3 normal
490115,offer open perspective invoke git action,NEW,P3 normal
490116,eclipse welcome render problems sdk windows,CLOSED DUPLICATE of bug 497924,P3 normal
490117,eclipse installer keep insist need java instal run,CLOSED DUPLICATE of bug 475640,P3 blocker
490118,use platform specific line separators,RESOLVED FIXED,P3 normal
490119,development sts discontinue dialog show break,CLOSED FIXED,P3 normal
490120,allow import contain class certain inner class,NEW,P3 enhancement with 1 vote
490121,action open stag dialog box,RESOLVED FIXED,P3 enhancement
490122,support opposite access poll,NEW,P3 normal
490123,support child order,RESOLVED WONTFIX,P3 normal
490124,name contain letter result java name,CLOSED FIXED,P3 minor
