id,title,status,importance
390215,custom style work,RESOLVED FIXED,P3 normal
390216,wrap line eat arrow,CLOSED DUPLICATE of bug 457077,P3 normal
390217,move www website git,RESOLVED FIXED,P3 normal
390218,indication success instal plugin,RESOLVED FIXED,P3 normal
390219,unnecessary clear emf resource content unload,CLOSED FIXED,P3 normal
390220,repositories page die file service appear first,CLOSED FIXED,P3 blocker
390221,want way pick default file service navigator,RESOLVED WONTFIX,P3 enhancement
390222,unable launch windowtester test,CLOSED NOT_ECLIPSE,P3 normal
390223,search term show correctly regex search result,RESOLVED FIXED,P3 normal
390224,flicker scrollbar word wrap enable,RESOLVED WORKSFORME,P3 normal
390225,theme editor disappear switch windows import prompt,RESOLVED FIXED,P3 normal
390226,testxmltoobjectfromxmlstreamreader fail,CLOSED WORKSFORME,P3 normal
390227,unable create file linux,RESOLVED FIXED,P3 normal
390228,support remote development,RESOLVED FIXED,P3 normal
390229,new synchronize project wizard check remote path,REOPENED,P3 normal
390230,fail,CLOSED WORKSFORME,P3 normal
390231,go definition open declaration select many character,RESOLVED FIXED,P3 normal
390232,miss right remove useless directory,CLOSED FIXED,P3 normal
390233,synchronize manage project configure correctly,CLOSED DUPLICATE of bug 401242,P3 normal
390234,luadoc empty doc lua file,RESOLVED FIXED,P3 normal
390235,remove string fragment message bundle,RESOLVED FIXED,P3 normal
390236,allow access rap applications multiple browser tabs,RESOLVED FIXED,P3 enhancement
390237,model editor layout change,CLOSED FIXED,P3 enhancement
390238,build fail parent,CLOSED WONTFIX,P3 normal
390239,provide cleanroom implementation plexustestcase,CLOSED FIXED,P3 normal
390240,provide cleanroom implementation plexus configurators,CLOSED FIXED,P3 normal
390241,,RESOLVED NOT_ECLIPSE,P3 normal
390242,use instead,RESOLVED FIXED,P3 normal
390243,adjust maxpermsize unit performance,VERIFIED FIXED,P3 normal
390244,add extendedmetadata annotation syntax,NEW,P3 normal
390245,wrong text color expression hover,RESOLVED FIXED,P3 normal
390246,remove save recent search menu appear autocomplete,RESOLVED FIXED,P3 normal
390247,wrong text color expression hover,RESOLVED FIXED,P3 normal
390248,migrate mft git,RESOLVED FIXED,P3 normal
390249,rename eclipse hudson job clarity uniformity shortness,VERIFIED FIXED,P3 normal
390250,parse error open design,ASSIGNED,P3 normal
390251,submenu search,RESOLVED FIXED,P3 normal
390252,save search stop propose search term match,RESOLVED WONTFIX,P3 normal
390253,oslcclient need method,CLOSED FIXED,P3 normal
390254,textarea require attribute support html editor,RESOLVED FIXED,P3 normal
390255,need plugin doc,RESOLVED FIXED,P3 normal
390256,remove support,CLOSED FIXED,P3 trivial
390257,banner accessibility issue,RESOLVED FIXED,P3 normal
390258,website need nuke orbit,RESOLVED FIXED,P3 normal
390259,nuke orbit,RESOLVED FIXED,P3 normal
390260,replace gtk,RESOLVED FIXED,P3 normal
390261,exceptions eclipse try refresh workspace,VERIFIED NOT_ECLIPSE,P3 critical
390262,orion editor theme default,RESOLVED WORKSFORME,P3 normal
390263,chrome safari badly handle,CLOSED FIXED,P3 normal
390264,need love,RESOLVED FIXED,P3 normal
390265,redirect wiki,RESOLVED FIXED,P3 normal
390266,remember update version number perl modules,CLOSED FIXED,P3 normal
390267,compilation problems use compatibility,RESOLVED FIXED,P3 normal
390268,bar graph stay thin put series,RESOLVED INVALID,P3 major
390269,abstractmethoderror call generic itd method,RESOLVED FIXED,P3 normal
390270,redirect wiki,RESOLVED FIXED,P3 normal
390271,reload plugins seem display complete message anymore,RESOLVED FIXED,P3 normal
390272,redirect wiki,RESOLVED FIXED,P3 normal
390273,leave nav link order,RESOLVED FIXED,P3 normal
390274,ambiguous,RESOLVED FIXED,P3 normal
390275,,RESOLVED FIXED,P3 normal
390276,file root www,RESOLVED WONTFIX,P3 normal
390277,migrate remain directories git,RESOLVED FIXED,P3 normal
390278,miss icons,RESOLVED FIXED,P3 normal
390279,replace pop parameter collector,RESOLVED FIXED,P3 normal
390280,predicate value slash cause parse fail illegal generate xml,RESOLVED FIXED,P3 major
390281,nebula release automate test fail,NEW,P3 normal
390282,eclipse debug open type dialog box index,NEW,P3 normal
390283,incorrect handle operations unordered elists,CLOSED FIXED,P3 normal
390284,check project team system file open result incorrect error message,NEW,P3 normal
390285,check project team system file open result incorrect state,NEW,P3 normal
390286,please update java jdk windows slave,RESOLVED FIXED,P3 normal
390287,use tostring instead cast enumtypeconverter,NEW,P2 minor
390288,error window pop copy paste report use name different,RESOLVED WORKSFORME,P3 normal
390289,android emulator plugin hudson avd exist,ASSIGNED,P3 normal
390290,reference type declare file generate erroneous import,CLOSED FIXED,P3 normal
390291,keybinding conflict juno,RESOLVED DUPLICATE of bug 384731,P3 major
390292,several dialogs open context editor release database lock,CLOSED FIXED,P3 critical
390293,database lock acquire even though editor dirty,CLOSED WORKSFORME,P2 critical
390294,unable select proper hudson slave,CLOSED WONTFIX,P3 normal
390295,juno menu bar entry unnecessary,CLOSED WONTFIX,P3 trivial
390296,npe aggregateproxypackage initialize aggregatepackage,CLOSED FIXED,P2 major
390297,stag view honor label decoration settings,RESOLVED FIXED,P3 normal
390298,eclipse ide juno show ctrl shortcut instead run,NEW,P3 major with 2 votes
390299,create connectors relyong plugin metadata,CLOSED WORKSFORME,P3 enhancement
390300,object inspect,RESOLVED FIXED,P3 normal
390301,add open method websocketclient,CLOSED WONTFIX,P3 enhancement
390302,double quote disappear interpreters arguments,CLOSED FIXED,P3 normal
390303,intermittent kernel start failure snap integration test,CLOSED FIXED,P3 normal
390304,members localize respective class,RESOLVED FIXED,P3 normal
390305,page break table group,NEW,P3 enhancement
390306,juno text execute successfully test simple adder swt windows use embed aut agent,CLOSED WORKSFORME,P2 critical
390307,subscribe issue ieventbroker,CLOSED INVALID,P3 normal
390308,syntax error parse encode file byte order mark,NEW,P3 normal with 3 votes
390309,unable set function breakpoint fully qualify name,RESOLVED FIXED,P3 normal
390310,generate editor save fix,CLOSED INVALID,P3 normal
390311,syntax error report cast pointer,RESOLVED FIXED,P3 normal
390312,mouse hover class member show correct value,RESOLVED FIXED,P3 major
390313,consider use xcore gmf tool model,ASSIGNED,P3 normal with 2 votes
390314,progress bar hover help report null estimate time,CLOSED DUPLICATE of bug 418645,P3 normal
390315,job configuration templates,CLOSED WORKSFORME,P3 enhancement
390316,migrate pdt website git,RESOLVED FIXED,P3 normal
390317,improve validation gmft input codegen model,NEW,P3 normal
390318,cannot access class member case multiple inheritance,RESOLVED FIXED,P3 normal
390319,allow customization generate code,NEW,P2 normal
390320,unable access global variables case,CLOSED DUPLICATE of bug 390309,P3 normal
390321,set exemplary editors gmft similar pack xtext,NEW,P3 normal
390322,photran block comment comment uncommenting differently,RESOLVED FIXED,P3 major
390323,support gmft toolsmith ability use debugger codegen stag,RESOLVED FIXED,P3 normal
390324,format error abortformatting exception use function pointer,RESOLVED FIXED,P3 normal
390325,cannot directly import xcore file,CLOSED WORKSFORME,P3 normal
390326,assign action type detection,VERIFIED FIXED,P3 normal
390327,migrate rap website git,RESOLVED FIXED,P3 normal
390328,problems papyrus graphical model,RESOLVED FIXED,P3 normal
390329,uijob schedule execute ui thread,NEW,P3 normal with 1 vote
390330,expression view show artificial class members,RESOLVED FIXED,P3 normal
390331,predelete postdelete call pattern,VERIFIED FIXED,P3 normal
390332,greasemonkey script fix bugzilla ui bloopers add functionality,ASSIGNED,P3 enhancement
390333,view site work properly page refresh,RESOLVED FIXED,P3 normal
390334,provide tycho build run,RESOLVED FIXED,P3 normal
390335,use fix value attribute oxm,NEW,P3 normal
390336,cannot nest block within block,NEW,P3 major
390337,publish eclipselink jar central maven repository,ASSIGNED,P3 normal with 1 vote
390338,selection treeview,NEW,P3 normal
390339,return true number integer,CLOSED INVALID,P3 normal
390340,editor theme additions,RESOLVED WONTFIX,P3 normal
390341,paste shortcut work import slideout,RESOLVED FIXED,P3 normal
390342,need move birt website cvs git,RESOLVED FIXED,P3 normal
390343,tag juno release,RESOLVED FIXED,P3 normal
390344,add link repository pushresultdialog,NEW,P3 enhancement
390345,prep juno,RESOLVED FIXED,P3 normal
390346,listener methods part still call close part,VERIFIED FIXED,P3 major
390347,,RESOLVED NOT_ECLIPSE,P3 normal
390348,ability drag project work set,VERIFIED FIXED,P3 enhancement with 1 vote
390349,user list page command right,RESOLVED FIXED,P3 normal
390350,oslc automation support oslc client,CLOSED FIXED,P3 normal
390351,inline comment markers show editor,NEW,P4 enhancement
390352,add support remote jpa,RESOLVED FIXED,P3 enhancement
390353,extend search save correctly favourite,CLOSED WONTFIX,P3 normal
390354,checkedtreeselectiondialog play nice observablecollectiontreecontentprovider,NEW,P3 normal
390355,unify style keywords syntax highlight,RESOLVED WONTFIX,P3 normal
390356,command service service,RESOLVED FIXED,P3 normal
390357,sequence field xml generate validate correctly xsd,RESOLVED FIXED,P3 normal
390358,interpreters arguments quote trim,RESOLVED FIXED,P3 normal
390359,bad scroll hit last line,RESOLVED FIXED,P3 normal
390360,miss method ipagewithnodes,CLOSED FIXED,P3 enhancement
390361,publish products break include fragment context,RESOLVED FIXED,P3 normal
390362,delete favourites button press multiple time,RESOLVED WORKSFORME,P3 normal
390363,automate javadoc generation dali,RESOLVED FIXED,P3 enhancement
390364,preferencepersistence bug,RESOLVED FIXED,P3 major with 4 votes
390365,detect clean invalid favourites,RESOLVED WONTFIX,P3 minor
390366,common navigator support,RESOLVED DUPLICATE of bug 334967,P3 enhancement
390367,review ui improvements release train,RESOLVED FIXED,P3 enhancement
390368,oleeditor hide content lose focus,RESOLVED FIXED,P3 normal
390369,artifacts view,RESOLVED INVALID,P3 enhancement
390370,change use release name instead number equinox download page,RESOLVED FIXED,P2 normal
390371,view,RESOLVED INVALID,P3 enhancement
390372,add perspective code review,RESOLVED WONTFIX,P3 enhancement
390373,install sonar plugin,RESOLVED FIXED,P3 normal
390374,set textile default markup language edit review comment,CLOSED FIXED,P3 enhancement
390375,participants view,RESOLVED INVALID,P3 enhancement
390376,open file open editor window focus,NEW,P3 normal
390377,allow users add reviewers use editor field,NEW,P3 enhancement
390378,title orion page read multiple time jaw,RESOLVED WONTFIX,P3 normal
390379,seemingly excessive call contextmanager,VERIFIED FIXED,P3 normal
390380,improve word git review request page,RESOLVED FIXED,P3 normal
390381,provide different httpsesssions servlets register different httpcontexts,RESOLVED FIXED,P3 enhancement with 3 votes
390382,upgrade newer version,VERIFIED FIXED,P3 critical
390383,upgrade newer version jetty,RESOLVED FIXED,P3 normal
390384,console page weird image banner,RESOLVED FIXED,P3 normal
390385,stop use,RESOLVED FIXED,P3 normal
390386,drag select problem safari,RESOLVED FIXED,P3 normal
390387,bad scroll hit test long line,RESOLVED FIXED,P3 normal
390388,,RESOLVED FIXED,P3 normal
390389,getpluginid distribute poorly cause sync problems future,RESOLVED FIXED,P3 normal
390390,templates options create eclipse rcp applications,RESOLVED WONTFIX,P3 enhancement
390391,model editor improvements round,RESOLVED FIXED,P3 enhancement
390392,manual proxy settings work,NEW,P3 major
390393,phrase search ignore intermediate punctuation,RESOLVED INVALID,P3 normal
390394,create bugzilla comment changesets contain bug number git hook,CLOSED DUPLICATE of bug 434811,P3 enhancement
390395,ide disappear startup click workspace minimize tabbed close item,CLOSED DUPLICATE of bug 382812,P3 critical
390396,avoid java requirement plugin,ASSIGNED,P3 normal
390397,xmljavatypeadapter throw exception unmarshaling,RESOLVED FIXED,P3 major
390398,trimbar set invisible set invisible,NEW,P3 minor
390399,resize,RESOLVED DUPLICATE of bug 201261,P3 enhancement
390400,comment dialog allow blank comment enter,NEW,P3 trivial
390401,consider hudson proxies transparent,RESOLVED WONTFIX,P3 enhancement
390402,return cache content delete file,RESOLVED NOT_ECLIPSE,P3 normal
390403,key cannot unbind help,REOPENED,P3 normal
390404,support eoperation support,NEW,P3 normal
390405,extend doors connectivity osee support doors requirements,CLOSED DUPLICATE of bug 391216,P3 enhancement
390406,project management modules,NEW,P3 normal
390407,npe,VERIFIED FIXED,P3 normal
390408,plugin work,RESOLVED INVALID,P3 normal
390409,,RESOLVED NOT_ECLIPSE,P3 normal
390410,image name case sensitive export products work launch workbench,NEW,P3 normal
390411,provide better support index resources bundle,CLOSED FIXED,P3 enhancement
390412,styledtext margin lay,NEW,P3 normal with 1 vote
390413,modules without break war overlay,NEW,P3 normal with 4 votes
390414,provide source birt runtime maven repo,RESOLVED FIXED,P3 enhancement with 1 vote
390415,poor error report instal extension,CLOSED WORKSFORME,P3 minor
390416,let xtend builder copy file header source,CLOSED FIXED,P3 enhancement
390417,redraw problems fast view,NEW,P3 normal
390418,tyhfhmgfghfgjm,CLOSED INVALID,P3 critical
390419,reorganize event name protocol,RESOLVED FIXED,P3 enhancement
390420,cannot open fragment classcastexception,VERIFIED FIXED,P3 critical
390421,improve protocol take advantage new json format,RESOLVED FIXED,P3 enhancement
390422,problems post action stereotype application,CLOSED FIXED,P3 normal
390423,search repositories user name,NEW,P3 enhancement with 1 vote
390424,rely garbagecollector,NEW,P3 normal
390425,additional fallbacks default behavior toolbar button dropdown menus,NEW,P3 enhancement
390426,use ocl closure operation,CLOSED FIXED,P3 normal
390427,add eelist support,NEW,P3 normal
390428,icons wizard page announce screen readers,NEW,P3 enhancement
390429,unexpected runtime error compute text hover,CLOSED FIXED,P3 normal
390430,visibility handle toolbar item,CLOSED INVALID,P3 normal
390431,add egit feature scout package,RESOLVED FIXED,P3 normal
390432,web page project gemini commit fail,RESOLVED FIXED,P3 normal
390433,widget dispose exception splitbox close form right open,CLOSED FIXED,P3 normal
390434,window close move enclose window,CLOSED FIXED,P3 normal
390435,provide api access client information feature,RESOLVED FIXED,P1 enhancement
390436,propose contribution add rdf collection support,CLOSED DUPLICATE of bug 391448,P3 enhancement
390437,get lose real page resolve,CLOSED FIXED,P3 major
390438,categories categories level name,CLOSED WONTFIX,P3 major
390439,product export search default workspace location instead git directory,NEW,P3 normal with 1 vote
390440,new component name create select category,CLOSED WONTFIX,P5 normal
390441,provision second windows slave,RESOLVED WONTFIX,P3 normal
390442,force code formatter jdk binary code view,RESOLVED INVALID,P3 minor
390443,rdt index base feature cancellable,RESOLVED FIXED,P3 normal
390444,papyrus require java vm run,RESOLVED FIXED,P3 major
390445,force code formatter jdk binary code view,CLOSED DUPLICATE of bug 44700,P3 minor
390446,set require build path problem default,VERIFIED WONTFIX,P3 enhancement
390447,wrong selection zoom different,RESOLVED FIXED,P3 normal
390448,placement leave curly brace cannot configure,NEW,P3 normal
390449,npe interact figure canvas inside tabbed pane,CLOSED WONTFIX,P3 normal
390450,npe fileoutputstreamprovider,CLOSED WONTFIX,P3 normal
390451,return false cause commandcontributionitem update churn,RESOLVED WONTFIX,P3 normal
