id,title,status,importance
380000,work solaris sparc,RESOLVED WONTFIX,P3 normal
380001,text cut first user,RESOLVED DUPLICATE of bug 378752,P3 normal
380002,settings style field type leak slideouts git,RESOLVED WONTFIX,P3 normal
380003,performance improvement may require,RESOLVED FIXED,P3 normal
380004,issue,RESOLVED FIXED,P3 normal
380005,expand moxyjsonprovider include properties,RESOLVED FIXED,P3 normal
380006,git consider file appear stag unstaged,RESOLVED WONTFIX,P3 normal
380007,flyout palette display unused space gray rather white,RESOLVED FIXED,P3 normal
380008,multitenant persistence units dedicate emf force tenant property specification,RESOLVED FIXED,P3 normal
380009,preferences import,NEW,P3 normal
380010,newsgroup forum inaccessible,RESOLVED WONTFIX,P5 enhancement
380011,tooltip disappear almost immediately,CLOSED WORKSFORME,P3 normal
380012,allow programmatic rule along exist user rule,NEW,P3 enhancement
380013,git status miss relate,RESOLVED WONTFIX,P3 normal
380014,expand descriptions property class,RESOLVED FIXED,P3 normal
380015,equinox could use archive work,RESOLVED FIXED,P3 normal
380016,reference scanner also include reference css style sheet,CLOSED FIXED,P3 enhancement
380017,jpa project build fail project,RESOLVED FIXED,P2 major
380018,page change small highlight box visible,CLOSED DUPLICATE of bug 379831,P3 normal
380019,properties anomaly description need vertical scroll,NEW,P5 trivial
380020,console view keep lot build output,RESOLVED FIXED,P3 normal
380021,extra invalid validation error default primary key join column entity,VERIFIED FIXED,P3 normal
380022,database relate combos refresh properly,NEW,P3 normal
380023,remote file permissions lose upload,RESOLVED FIXED,P3 normal
380024,backport remote file permissions lose upload,RESOLVED FIXED,P3 normal
380025,shutdown certain product shell share environments result npe,RESOLVED FIXED,P3 normal
380026,backport shutdown certain product shell share environments result npe,RESOLVED FIXED,P3 normal
380027,coexistence build system,RESOLVED WONTFIX,P3 major
380028,cannot work windows,RESOLVED FIXED,P3 critical
380029,page show current committers,RESOLVED FIXED,P3 normal
380030,,VERIFIED FIXED,P3 normal
380031,file rename action disable,CLOSED WONTFIX,P3 normal
380032,checkboxgroupfieldeditor overwrite value default nothing change,CLOSED FIXED,P3 normal
380033,absence reference file build,NEW,P3 normal
380034,jetty default servlet produce last modify header base resource file time stamp work embed mode pack one jar,RESOLVED FIXED,P3 normal
380035,download point url,RESOLVED FIXED,P3 major
380036,subversion use eclipse proxy settings,NEW,P3 normal
380037,,RESOLVED WORKSFORME,P3 normal
380038,backport facelethtmlvalidator slow file,RESOLVED FIXED,P3 normal
380039,ui freeze open folder package explorer,CLOSED DUPLICATE of bug 344818,P3 normal
380040,create git repository gemini name project,RESOLVED FIXED,P3 normal
380041,start runtime eclipse require manually start ds,CLOSED DUPLICATE of bug 379023,P3 normal
380042,upgrade cdo hibernate store teneo hibernate,CLOSED FIXED,P3 normal
380043,selection go parent resource delete package explorer,CLOSED DUPLICATE of bug 153062,P3 enhancement
380044,assign field consider private field,CLOSED INVALID,P3 enhancement
380045,npe xbasevalueconverterservice,CLOSED FIXED,P3 normal
380046,doubleclicking file,RESOLVED FIXED,P3 normal
380047,test make sure wikitext generate xhtml use epubs,NEW,P3 enhancement
380048,error popup navigate source file,VERIFIED FIXED,P3 normal
380049,cbi pull request jdt file change,VERIFIED FIXED,P3 normal
380050,cbi pull request equinox file change,RESOLVED FIXED,P3 normal
380051,cbi pull request platform file change,RESOLVED FIXED,P3 normal
380052,support digits mediawiki template name,RESOLVED FIXED,P3 normal
380053,rename,RESOLVED FIXED,P3 normal
380054,problem overload sugar link,CLOSED FIXED,P3 normal
380055,recursive generics check,VERIFIED FIXED,P3 normal
380056,eclipse tool bridge installable,NEW,P3 major
380057,move,RESOLVED FIXED,P3 normal
380058,stackoverflowerror recursive generics,CLOSED FIXED,P3 major with 1 vote
380059,unexpected type mismatch,CLOSED FIXED,P3 normal
380060,static reference type,CLOSED FIXED,P3 normal
380061,cvs,RESOLVED WORKSFORME,P3 normal
380062,access parameter keyword name,CLOSED FIXED,P3 normal
380063,cme,CLOSED FIXED,P3 major
380064,next editor action stop work restart,CLOSED FIXED,P3 normal
380065,initializer throw exception,ASSIGNED,P3 normal
380066,issue use right ifilesystemaccess inside ide,NEW,P3 normal
380067,equinox dl page still say stable,RESOLVED FIXED,P3 normal
380068,workspaceencodingprovider fail call paths,NEW,P3 normal
380069,gmft xpand builder problems compile workspace metamodels templates,RESOLVED FIXED,P3 normal
380070,use eclipse cause validation errors,NEW,P3 normal
380071,acceleo use ocl internal api without associate bugzillas,CLOSED FIXED,P3 normal
380072,rename jface viewer bundle,RESOLVED FIXED,P3 normal
380073,look feel regression linux,RESOLVED WORKSFORME,P3 major
380074,add doc problems java,VERIFIED FIXED,P3 normal
380075,update svn svn client version,RESOLVED FIXED,P3 normal
380076,part title style,NEW,P3 normal
380077,java plugin launch cannot cancel,CLOSED FIXED,P3 major
380078,acceleo plugin launch break ocl,CLOSED FIXED,P3 major
380079,together auto type inference,CLOSED INVALID,P3 enhancement
380080,cannot upgrade eclipse ide java ee developers,NEW,P3 normal
380081,allow parameterizable parameters,NEW,P3 enhancement
380082,set root folder image html preview,RESOLVED WONTFIX,P3 enhancement
380083,repl port wrong replication,CLOSED WORKSFORME,P3 normal
380084,taskrepository property expose ui,RESOLVED WONTFIX,P3 normal
380085,work mouse move,CLOSED DUPLICATE of bug 26873,P3 normal
380086,wrong order parameters parser,CLOSED FIXED,P3 normal
380087,rename extensions class mess import use,CLOSED DUPLICATE of bug 345598,P3 normal
380088,add title proxy uri,NEW,P3 normal
380089,,RESOLVED WORKSFORME,P3 normal
380090,maximize editor activate another editor customize perspective,CLOSED DUPLICATE of bug 379128,P3 major
380091,validator warn miss quote,RESOLVED FIXED,P3 normal
380092,bassclef,CLOSED INVALID,P3 normal
380093,longer accelerator run,VERIFIED FIXED,P3 normal
380094,wrap method declaration exceed line length,RESOLVED DUPLICATE of bug 303519,P3 normal
380095,add search action target file system explorer process,RESOLVED FIXED,P3 enhancement
380096,npe project clean case,RESOLVED FIXED,P3 normal
380097,bundle unable load runtime repository find,RESOLVED FIXED,P3 normal
380098,add api docs flexibility change tile size cache via constructor,CLOSED FIXED,P3 enhancement
380099,paint higher zoom level tile scale way behind current zoom level tile cache,RESOLVED FIXED,P3 enhancement
380100,doc plugins unpack,CLOSED FIXED,P3 normal
380101,invalid mysql sql syntax query limit update,RESOLVED FIXED,P2 normal with 1 vote
380102,upgrade epf eclipse,RESOLVED FIXED,P3 major
380103,solve,RESOLVED NOT_ECLIPSE,P3 normal
380104,move epub support build,CLOSED FIXED,P3 enhancement
380105,environment variables use output,NEW,P3 enhancement
380106,infrastructure support enable java work,RESOLVED FIXED,P3 enhancement
