id,title,status,importance
470000,remove dependency aspectj bundle,RESOLVED FIXED,P3 normal
470001,small mistake documentation,CLOSED INVALID,P3 normal
470002,improve new feature button label,NEW,P5 enhancement
470003,git parameter link incorrect,NEW,P3 normal
470004,compiler fail report uninitialized field use,CLOSED DUPLICATE of bug 480989,P3 normal
470005,swtexception,CLOSED DUPLICATE of bug 435742,P3 normal
470006,compiler report unexpected implement inherit abstract,NEW,P3 normal
470007,npe query query result cache enable,RESOLVED FIXED,P3 normal
470008,port event loop library,CLOSED INVALID,P3 enhancement
470009,add support,CLOSED INVALID,P3 enhancement
470010,expose argument connack callback,CLOSED INVALID,P3 enhancement
470011,nullpointerexception,NEW,P3 normal
470012,npe,RESOLVED FIXED,P3 major
470013,miss rebase git repositories view,RESOLVED FIXED,P3 normal with 1 vote
470014,name resolution problem methods,RESOLVED FIXED,P3 normal
470015,type rts model library generate,CLOSED FIXED,P3 normal
470016,add,RESOLVED FIXED,P3 enhancement
470017,isempty criteria query return incorrect result throw exception,NEW,P3 normal
470019,call twice,RESOLVED FIXED,P3 normal
470020,resourceexception,RESOLVED WONTFIX,P3 normal
470021,dot zest documentation visible,RESOLVED FIXED,P3 normal
470022,sort columns possible,CLOSED FIXED,P3 normal
470023,hgf,CLOSED INVALID,P3 normal
470024,use smart dialog contain,RESOLVED FIXED,P3 normal
470025,jubula component system abstract actual ui toolkits components,NEW,P3 critical
470026,wiki link demo videos break,NEW,P3 trivial
470027,creationexception,RESOLVED FIXED,P3 normal
470028,clear undo single relocate operation via,RESOLVED FIXED,P3 normal
470029,initial anchor position fxchopboxanchor compute correctly use java,RESOLVED FIXED,P3 normal
470030,spy work creation wizards,CLOSED INVALID,P3 normal
470031,viewparts become inaccessible,VERIFIED FIXED,P2 major with 3 votes
470032,comment empty shape still display,RESOLVED FIXED,P3 major
470033,qualify type name incompatibility,VERIFIED INVALID,P3 normal
470034,move java neon,RESOLVED FIXED,P3 major
