id,title,status,importance
460000,improve tree dialect performance large tree,CLOSED FIXED,P3 normal
460001,miss cause class loader problems different guava versions,NEW,P3 major
460002,refactoring test sometimes unstable,CLOSED FIXED,P3 normal
460003,cannot install pdt mylyn latest nightly,CLOSED FIXED,P3 normal
460004,improve interaction emfgen eclipse,CLOSED FIXED,P3 normal
460005,use block single statements,RESOLVED FIXED,P3 normal
460006,error clone since repositories android,NEW,P3 major
460007,pdf page number page size cause pagebreak,NEW,P3 blocker with 1 vote
460008,insert wrong line break astrewrite extract local,VERIFIED FIXED,P3 major
460009,gradient work outline view,VERIFIED FIXED,P3 normal
460010,exception save dmodel file,CLOSED FIXED,P3 critical
460011,introduce tool chain epsilon dependencies,RESOLVED DUPLICATE of bug 460516,P3 normal
460012,cannot link java type default package,NEW,P3 normal
460013,drag pin palette cause multiple null pointer exception,RESOLVED FIXED,P3 normal
460014,validate static image paths mention vsms,CLOSED FIXED,P3 normal
460015,make visualizerthread field protect instead private,RESOLVED FIXED,P3 normal
460016,trail slash add entry point path lead find,NEW,P3 normal
460017,entries combo overwrite set via int,RESOLVED WONTFIX,P5 normal
460018,git project connect exist project wizard,ASSIGNED,P3 normal
460019,problem,CLOSED FIXED,P3 normal
460020,npe double click class file,CLOSED DUPLICATE of bug 465752,P3 normal
460021,sporadic deadlock start eclipse recovery build trigger,NEW,P3 normal
460022,automatically create pin opaque action object flow,CLOSED FIXED,P3 normal
460023,generate configuration palette elementtypes shall possible,UNCONFIRMED,P3 normal
460024,plugin versions require jdk min execution environment,NEW,P3 normal
460025,palette shall create use elementtypes,CLOSED WONTFIX,P3 normal
460026,change partition width change activitynode partition belong function well,CLOSED WONTFIX,P3 normal
460027,drag feedback visible drag outside window,RESOLVED FIXED,P3 normal
460028,develop support surrogate query derive feature,RESOLVED FIXED,P3 normal
460029,icons decorations overlap text,VERIFIED FIXED,P3 minor
460030,communication diagram shall migrate elementtypes framework,RESOLVED DUPLICATE of bug 459678,P3 normal
460031,nullpointerexception groupbyobject contain null value,CLOSED FIXED,P3 normal
460032,invalid entry xmltimegraphview legend,RESOLVED FIXED,P3 normal
460033,visitplot show something useful data source uri invalid,CLOSED FIXED,P3 enhancement
460034,visitvizservice possible bug draw visitplot visit connection set,CLOSED FIXED,P3 normal
460035,visitvizservice numberformatexception attempt connect store visit connection preferences,CLOSED FIXED,P3 normal
460036,allow open multiple instance xml analysis view type,RESOLVED FIXED,P3 normal
460037,unable add node,RESOLVED DUPLICATE of bug 425578,P3 major
460038,android compiler compliance level may strict,RESOLVED FIXED,P3 normal
460039,reset perspective reset file save tool item,CLOSED DUPLICATE of bug 395601,P3 normal
460040,small bug due test failure,CLOSED INVALID,P3 trivial
460041,jar need rebuild,RESOLVED FIXED,P3 normal
460042,issue client offset param server pagination limit entity resource,RESOLVED FIXED,P3 normal
460043,change signature model manipulation primitive,RESOLVED FIXED,P3 normal
460044,html syntax parse error,CLOSED NOT_ECLIPSE,P3 major
460045,commit statistics,RESOLVED FIXED,P3 normal
460046,time graph entries populate properties view,NEW,P3 enhancement
460047,record display thread priorities,RESOLVED FIXED,P3 enhancement
460048,move platform runtime plugins java bree,VERIFIED FIXED,P3 normal
460049,tycho run offline mode,CLOSED WORKSFORME,P3 normal
460050,change default line length xml editor,RESOLVED WONTFIX,P3 normal
460051,cannot reach,RESOLVED FIXED,P3 major
460052,column chooser dialog move columns work correctly column group,CLOSED FIXED,P3 normal
460053,register observers path filesystemservice inform last one,RESOLVED FIXED,P3 normal
460054,incorrect content ear libraries project multiple ears,RESOLVED FIXED,P3 normal
460055,specify priority xml formatter,NEW,P3 normal
460056,add rest api access travis,NEW,P3 normal
460057,svnkit npe add new file version control,RESOLVED FIXED,P3 major
460058,badly format error message custom task id already,RESOLVED FIXED,P3 minor
460059,map local connection,RESOLVED FIXED,P3 normal
460060,documentbuilders guard null image urls,RESOLVED FIXED,P3 normal
460061,replace terminal brand plugins,RESOLVED FIXED,P3 normal
460062,navigate show terminals miss java perspective,RESOLVED WORKSFORME,P3 normal
460063,jpa spec violation dynamic weave throw descriptorexception instead entitynotfoundexception,NEW,P3 critical
460064,shortcut pick directory editor focus,RESOLVED FIXED,P3 enhancement
460065,ssh terminal icon disappear selection make,RESOLVED FIXED,P3 minor
460066,windowbuilder editor create npe update visuals,CLOSED DUPLICATE of bug 440411,P3 normal
460067,update remote terminal new api,RESOLVED FIXED,P3 normal
460068,use messageformat quick assist pure change behavior,NEW,P3 normal
460069,javadoc error relate,VERIFIED FIXED,P3 normal
460070,return null workspace file,CLOSED FIXED,P3 normal
460071,automate ip log completely break,RESOLVED FIXED,P3 major
460072,reduce call classpath resolution,NEW,P3 normal
460073,strange overlay error markers,CLOSED WONTFIX,P3 normal
460074,column reorder column group via break column group structure,CLOSED FIXED,P3 normal
460075,tooltip decorations,CLOSED FIXED,P3 enhancement
460076,testregexexcludelist call,RESOLVED WORKSFORME,P3 minor
460077,add support specify min width column drag resize,CLOSED FIXED,P3 enhancement
