id,title,status,importance
420000,teamcity remote run internal error occur resource,RESOLVED NOT_ECLIPSE,P3 normal
420001,crawler search model accumulate duplicate result incremental,RESOLVED FIXED,P3 normal
420002,desktop title display browser title bar,CLOSED FIXED,P3 normal
420003,pass arguments,NEW,P3 enhancement
420004,meta annotations restore properly binary annotation,RESOLVED FIXED,P3 normal
420005,link dashboard work,RESOLVED FIXED,P3 normal
420006,create maven generate eclipse help wikitext,RESOLVED FIXED,P3 enhancement
420007,email notifications,RESOLVED FIXED,P3 normal
420008,apply github verification hook automatically,RESOLVED FIXED,P3 normal
420009,sort repositories page,RESOLVED FIXED,P3 minor
420010,general page verify use move,RESOLVED FIXED,P3 normal
420012,improve configuration case,RESOLVED FIXED,P3 normal
420013,save action modifier overlook field assignments inside lambda,RESOLVED WORKSFORME,P3 normal
420014,clarify connector support change set,RESOLVED FIXED,P3 minor
420015,search generate openwithcommands page,RESOLVED WONTFIX,P3 normal
420016,splash screen available svg format,CLOSED DUPLICATE of bug 426260,P3 normal
420017,bugzilla urls break product name change,NEW,P3 normal
420018,splash screen available svg format,CLOSED DUPLICATE of bug 426260,P3 normal
420019,plan mylyn release,RESOLVED FIXED,P3 enhancement
420020,make action,RESOLVED FIXED,P3 normal
420021,unable drop onto node node part list,CLOSED FIXED,P3 normal
420022,script assist github eclipse committer list synchronization,RESOLVED FIXED,P3 normal
420023,old xunit config settings parse,NEW,P3 major
420024,include author ip log,RESOLVED FIXED,P3 normal
420025,illegalstateexception dnd content outline,CLOSED FIXED,P3 normal
420026,support rule list modification,RESOLVED FIXED,P3 major
420027,foreign key cannot reference constraint key,NEW,P3 normal
420028,support section placement iar,ASSIGNED,P3 normal
420029,quick access list filter command active editor,RESOLVED FIXED,P3 normal
420030,embed browser widget support practically unusable current linux systems,RESOLVED DUPLICATE of bug 498829,P3 normal with 6 votes
420031,iae close editor editor list,CLOSED DUPLICATE of bug 418254,P3 normal
420032,compiler return wrong error offset,NEW,P3 normal with 1 vote
420033,handle exceptions throw,RESOLVED FIXED,P3 normal
420034,review,RESOLVED FIXED,P3 normal
420035,support swt color constants gradients,VERIFIED FIXED,P3 enhancement
420036,swt color constants accept like,CLOSED WORKSFORME,P3 normal
420037,appscan source issue,NEW,P3 normal
420038,tolerate illegal type annotations array dimension class literals,RESOLVED FIXED,P3 normal
420039,bufferingresponselistener continue process abort request,RESOLVED FIXED,P3 normal
420040,annotationbindings share,NEW,P3 normal
420041,annotation type preserve generate class file,RESOLVED FIXED,P3 normal
420042,debian location break,RESOLVED FIXED,P3 normal with 1 vote
420043,color state lose diagram frame resize,NEW,P3 minor
420044,drag drop multiple selection work correctly,CLOSED INVALID,P3 major
420045,pull back temporary bug compatibility mode javac,NEW,P3 normal
420046,incorrect focus behavior object map mode windows linux rcp project,CLOSED FIXED,P2 normal
420047,diffelementcomparator violate compare contract,CLOSED WONTFIX,P3 critical
420049,remote change visible editor snippet edit,CLOSED FIXED,P3 normal
420050,private pattern visible inside project,RESOLVED WONTFIX,P3 normal
420051,component text replace execution,CLOSED WORKSFORME,P3 major
420052,make,RESOLVED FIXED,P3 normal
420053,windows build slave run,CLOSED FIXED,P3 normal
420054,mouse pointer change text type hover text editor firefox,RESOLVED WONTFIX,P3 normal
420055,methodoverridetester fail generic substitution,CLOSED INVALID,P3 normal
420056,traverse event execute twice jface tooltip registration,NEW,P3 normal
420057,block selection slower large selections,RESOLVED FIXED,P3 normal
420058,add possibility configure debugger command line poperty,RESOLVED FIXED,P3 normal
420059,show attribute warn,RESOLVED FIXED,P3 normal
420060,detach help view lose become work could find detach,NEW,P3 normal with 1 vote
420061,provide new cloudio component,RESOLVED FIXED,P3 normal
420062,cause problems,CLOSED FIXED,P3 normal
420063,create dynamic containment tree test case,CLOSED FIXED,P3 normal
420064,manage content download directory git repository polarsys,CLOSED FIXED,P3 normal
420065,project rebuild,NEW,P3 major with 1 vote
420066,add useful code templates scout sdk,CLOSED DUPLICATE of bug 420195,P3 enhancement
420067,review trace options,RESOLVED FIXED,P3 normal with 1 vote
420068,edit statemachine transition use xtext embed editor result error occur,UNCONFIRMED,P3 normal
420069,,RESOLVED WONTFIX,P3 normal
420070,papyrus shall support alf compilation structural model,NEW,P3 normal
420071,papyrus shall support alf model synchronization structural model,NEW,P3 normal
420072,guard use requirejs,RESOLVED FIXED,P3 normal
420073,papyrus shall provide editor compiler alf activy level,NEW,P3 normal
420074,provide possibility contribute custom search handler,NEW,P3 enhancement
420075,accord cbi build,VERIFIED WORKSFORME,P3 normal
420076,index creation fail index create table,NEW,P3 normal
420077,observable dispose issue incquery viewers isolate nod content provider,RESOLVED FIXED,P3 normal
420078,avoid create cbi build,REOPENED,P3 normal
420079,daylight save time start one week early brazil,RESOLVED FIXED,P3 major
420080,override default method report duplicate,RESOLVED FIXED,P3 normal
420081,initial contribution deployment script,CLOSED FIXED,P3 normal
420082,cannot open file whose name include certain character combinations,RESOLVED FIXED,P3 normal
420083,provide rule investigate jsdoc,CLOSED WONTFIX,P3 enhancement
420084,static interface method cannot resolve without receiver import statically,RESOLVED FIXED,P3 normal
420085,provide doc hover support,CLOSED DUPLICATE of bug 373456,P3 enhancement
420086,copy text work javascript file,RESOLVED FIXED,P3 normal
