id,title,status,importance
400000,application,RESOLVED WORKSFORME,P3 major
400001,remove,RESOLVED FIXED,P3 normal
400002,reduce console output test,NEW,P3 minor
400003,add new second connection new synchronize project wizard select new connection,CLOSED DUPLICATE of bug 399896,P3 normal
400004,error create java virtual windows package windows xp,NEW,P3 major
400005,implement classifierclasspathproviders classifiers,RESOLVED FIXED,P3 normal
400006,change minimum target mylyn review eclipse,NEW,P3 enhancement
400007,cleanup bundle,RESOLVED FIXED,P3 normal
400008,provide reason tooltip warn plugins,NEW,P3 enhancement
400009,fail class errorsafeextensionstest current head,CLOSED FIXED,P3 normal
400010,managedfile process error try submit loadleveler batch job windows system,NEW,P3 normal
400011,cleanup surrogateprofilehandler code,RESOLVED FIXED,P3 normal
400012,model explorer vertical scrollbar refresh correctly,RESOLVED FIXED,P3 normal
400013,scpfilesubsystemtestcase fail,NEW,P3 normal
400014,http async client dns performance,RESOLVED FIXED,P3 normal
400015,comment present twice proliferate remove items atl code model,UNCONFIRMED,P3 trivial
400016,enhancement request allow ssh remote command execution virgo,NEW,P3 enhancement
400017,xhr generate dom exception,RESOLVED FIXED,P3 normal
400018,typo,NEW,P3 normal
400019,cdt editor file,CLOSED DUPLICATE of bug 41431,P3 normal
400020,extensible pdom,RESOLVED FIXED,P3 enhancement with 1 vote
400021,change keybindings unstable,CLOSED DUPLICATE of bug 266604,P3 normal
400022,use batch fetch join fetch result nullpointerexception,RESOLVED FIXED,P3 normal
400023,service tracker dispose,RESOLVED FIXED,P3 normal
400024,comment inside empty closure,CLOSED FIXED,P3 normal
400025,comment inside block,CLOSED FIXED,P3 normal
400026,add parser util support detect valid safe url give,RESOLVED FIXED,P3 normal
400027,tons debug message print stdout ning nettyasynchttpprovider,CLOSED WONTFIX,P3 normal with 1 vote
400028,wrench quirk language settings providers tab ui project properties properties,RESOLVED FIXED,P3 minor
400029,node server consumable middleware,RESOLVED FIXED,P3 normal
400030,multiline comment first class body mess format,CLOSED FIXED,P3 normal
400031,import package quick fix hide import,NEW,P3 normal
400032,extract method refactoring change semantics code occur method name anonymous class,RESOLVED WORKSFORME,P3 major
400033,gdb remote attach request way automate selection executable debug,NEW,P3 enhancement
400034,build update site replace actual value,NEW,P3 normal
400035,add annotations annotations properties,NEW,P3 enhancement
400036,restrict support servers client service runtimes,RESOLVED FIXED,P3 normal
400037,long run routine look comment must fix,NEW,P3 normal
400038,rebase conflict make project disappear rebase target miss file,NEW,P3 normal
400039,gnu honor ccconfigopts,CLOSED FIXED,P3 normal
400040,nullpointerexception,RESOLVED FIXED,P3 normal
400041,create help system unit test,RESOLVED FIXED,P3 enhancement
400042,help shell overriden eclipse workbench start,VERIFIED FIXED,P3 normal
400043,content appear project classpath container,NEW,P3 normal
400044,cannot cast,CLOSED DUPLICATE of bug 394151,P3 minor
400045,color contrast ratio less expect editor hcb mode,NEW,P3 normal
