id,title,status,importance
230000,new parameter display type dropdown members inconsistant externalization,RESOLVED INVALID,P3 normal
230001,property page contain invalid value,RESOLVED FIXED,P3 normal
230002,format builder dropdown options externalize,RESOLVED INVALID,P3 normal
230003,format builder custom set name externalize,RESOLVED INVALID,P3 normal
230004,scrollbar flash resize,RESOLVED DUPLICATE of bug 206169,P3 minor
230005,extra separator bottom context menu ui reduce menus,RESOLVED FIXED,P3 normal
230006,find compatible use file give hint compiler,NEW,P3 normal
230007,report item externalize,RESOLVED WONTFIX,P3 normal
230008,add,RESOLVED FIXED,P3 normal
230009,test error,RESOLVED INVALID,P5 normal
230010,change tag problem word,RESOLVED DUPLICATE of bug 225181,P3 normal
230011,npe screenshot page,RESOLVED FIXED,P3 normal
230012,replace information overlay jface standard size,VERIFIED FIXED,P3 normal
230013,need make dstorekeystore private,RESOLVED FIXED,P3 normal
230014,refactor,ASSIGNED,P3 normal
230015,update license ip relate work,RESOLVED FIXED,P3 normal
230016,request add,RESOLVED FIXED,P3 normal
230017,print menu,RESOLVED INVALID,P3 enhancement
230018,inconsistency find macro reference,RESOLVED DUPLICATE of bug 228012,P3 normal
230019,create notification global notification service events,RESOLVED FIXED,P3 enhancement
230020,search engine support system bundle component,VERIFIED FIXED,P3 normal
230021,miss error message api usage,VERIFIED FIXED,P3 normal
230022,recognize package,RESOLVED FIXED,P3 normal
230023,project explorer ability add filter turn,NEW,P3 enhancement
230024,bree need set,RESOLVED FIXED,P3 normal
230025,selection lose structure add virtual attribute change map type,VERIFIED FIXED,P1 normal
230026,cce static import resolution parameterized type,VERIFIED FIXED,P3 normal
230027,create patch default project always correct,RESOLVED DUPLICATE of bug 201714,P3 normal
230028,feature version outdated,RESOLVED FIXED,P3 normal
230029,reference project build foreground main build also foreground,RESOLVED FIXED,P3 normal
230030,add workaround jira static weave prop,CLOSED FIXED,P3 normal
230031,committer deactivation may,RESOLVED FIXED,P3 normal
230032,show include browser work header file index,RESOLVED FIXED,P3 normal
230033,corejavascriptinitializer contain extra,RESOLVED FIXED,P3 trivial
230034,externalize feature update url recognize,RESOLVED INVALID,P3 major
230035,browser widget respect boundaries resize mac osx,NEW,P3 normal with 1 vote
230036,eclipselink log file property miss log tab,VERIFIED FIXED,P3 normal
230037,errors try open help box,RESOLVED FIXED,P2 major
230038,eclipselink target server property miss options tab,VERIFIED FIXED,P3 normal
230039,improve maketablerow method,CLOSED FIXED,P3 enhancement
230040,hang use system detect proxy gnome window manager,VERIFIED FIXED,P3 critical
230041,invalid update site url feature,CLOSED FIXED,P3 minor
230042,invalid update site url feature,RESOLVED FIXED,P3 minor
230043,source include,RESOLVED FIXED,P3 normal
230044,source feature generate invalid discovery url,RESOLVED DUPLICATE of bug 228114,P3 major
230045,please create basebuilder tag,RESOLVED DUPLICATE of bug 229916,P3 normal
230046,change support editor,RESOLVED FIXED,P3 enhancement
230047,lta plugins load latest eclipse,CLOSED FIXED,P1 blocker
230048,handler conflict copyallrighttolef,RESOLVED DUPLICATE of bug 184475,P3 normal
230049,proposal add committer alumini,CLOSED FIXED,P3 enhancement
230050,filter resources include default,CLOSED FIXED,P1 major with 3 votes
230051,need expression expand statement,CLOSED NOT_ECLIPSE,P3 enhancement
230052,strange file path import jar file birt,RESOLVED WORKSFORME,P3 normal
230053,bad version number maven artifact,RESOLVED INVALID,P3 normal
230054,visual editor new rss,RESOLVED FIXED,P3 normal
230055,plugin break javadocs tag,RESOLVED FIXED,P3 minor
230056,setlinewidth scaledgraphics support zoom factor,RESOLVED FIXED,P3 normal
230057,cursor place element region jump begin region,CLOSED WORKSFORME,P2 critical
230058,confusion actual location resource folder birt,RESOLVED INVALID,P3 normal
230059,move cruise control,RESOLVED FIXED,P3 normal
230060,tie mail notification cc,NEW,P3 enhancement
230061,keep build build server,RESOLVED FIXED,P2 enhancement
230062,installer work miss,RESOLVED DUPLICATE of bug 229938,P3 normal
230063,move abstracthandler ihandler cause compile errors java,VERIFIED WORKSFORME,P3 major
230064,replacement offer button cleanly shutdown application,RESOLVED DUPLICATE of bug 192878,P3 normal
230065,use getter class forbid expansion class variable tab,RESOLVED WONTFIX,P3 enhancement
230066,implement epackageregistry,CLOSED FIXED,P3 enhancement
230067,organize import add useless invalid static import,VERIFIED FIXED,P3 normal
230068,npe installer,RESOLVED INVALID,P3 normal
230069,installer list bundle,NEW,P3 normal
230070,internal compiler nullpointerexception,VERIFIED FIXED,P3 normal
230071,require image,RESOLVED FIXED,P3 normal
230072,project level validation preferences,RESOLVED FIXED,P3 enhancement
230073,doubleclick line number longer toggle debug breakpoint,VERIFIED FIXED,P3 normal
230074,crash exploration lotus note,CLOSED INVALID,P3 normal
230075,bad bytecode,RESOLVED FIXED,P2 normal
230076,client hang,CLOSED FIXED,P3 normal
230077,noclassdeffound junit testcase,CLOSED WORKSFORME,P3 normal
230078,notational metamodel performance improvements,RESOLVED FIXED,P3 normal
230079,alignment mislead,RESOLVED INVALID,P3 normal
230080,npes work set without image,VERIFIED FIXED,P3 normal
230081,iae use quick fix,VERIFIED FIXED,P3 normal
230082,typo comboboxviewercelleditor,RESOLVED FIXED,P2 normal
230083,birt resource config,VERIFIED FIXED,P3 normal
230084,designer set birt resource folder,VERIFIED FIXED,P3 normal
230085,pull context specific code move taskactivationhistory,RESOLVED FIXED,P3 normal
