id,title,status,importance
40000,view open fast view,RESOLVED DUPLICATE of bug 19079,P3 normal
40001,synchrinization work properly resynchs root,CLOSED INVALID,P3 normal
40002,user add two button,CLOSED FIXED,P3 normal
40003,productize,RESOLVED FIXED,P3 normal with 1 vote
40004,live synch view strangely resort,RESOLVED FIXED,P3 normal
40005,save cause exception,RESOLVED FIXED,P3 normal
40006,styledtext overlap segment problem,RESOLVED FIXED,P3 normal
40007,parser report success fail,RESOLVED FIXED,P3 normal
40008,error markers leave hand side editor stick,RESOLVED WORKSFORME,P3 normal
40009,quote cancel template parameters,RESOLVED FIXED,P3 normal
40010,cvs repository fail special character repository path,RESOLVED WORKSFORME,P3 normal
40011,dcr name code assist improvements,RESOLVED WONTFIX,P3 normal
40012,npe edittemplatedialog,RESOLVED FIXED,P3 major
40013,instal get follow,RESOLVED WORKSFORME,P3 critical
40014,exception open live sync view,CLOSED INVALID,P3 major
40015,exception run ant script,RESOLVED DUPLICATE of bug 39717,P3 normal
40016,rebuild project,RESOLVED DUPLICATE of bug 26543,P3 enhancement
40017,live synch hard button independent state,RESOLVED FIXED,P3 normal
40018,occurrences file contribute help,RESOLVED INVALID,P3 normal
40019,styledtext problem draw selection ltr rtl orientation widget bidi,RESOLVED FIXED,P3 normal
40020,exceptions console,VERIFIED FIXED,P3 normal
40021,program counter indicators leave margin accumulate,RESOLVED FIXED,P3 normal
40022,wrong handle smap outputlineincrement,VERIFIED FIXED,P2 major
40023,keybindings,RESOLVED FIXED,P4 normal
40024,job errors show,CLOSED FIXED,P3 normal
40025,cannot build ant file project,RESOLVED WORKSFORME,P3 critical
40026,cancel hint,CLOSED FIXED,P3 enhancement
40027,null pointer exception live synchronize view,RESOLVED FIXED,P3 normal
40028,deltas delete work copy,VERIFIED FIXED,P3 critical
40029,version decorations partly show folder local file,RESOLVED WORKSFORME,P3 normal
40030,styledtext auto scroll next single mode stop,RESOLVED FIXED,P3 normal
40031,styledtext use margin,RESOLVED WORKSFORME,P3 normal
40032,outline view draw twice open,RESOLVED FIXED,P3 normal
40033,outline view redrawn unnecessarily edit,RESOLVED DUPLICATE of bug 43524,P3 normal
40034,block events pocketpc,RESOLVED WONTFIX,P3 normal
40035,sync nest events cause event loss,RESOLVED FIXED,P2 normal
40036,show outline prompter,RESOLVED FIXED,P3 normal
40037,duplicate properties silently fail,VERIFIED FIXED,P3 normal
40038,smart semicolon fool method brace,RESOLVED FIXED,P3 normal
40039,resume expand variable cause pluginclassloader,RESOLVED WONTFIX,P3 major
40040,concurrentmodificationexception debug,RESOLVED DUPLICATE of bug 37216,P3 normal
40041,support,VERIFIED FIXED,P3 normal with 1 vote
40042,patch default value save,RESOLVED WORKSFORME,P3 enhancement
40043,unexpected red variables view,RESOLVED WORKSFORME,P4 normal
40044,incorrect error message remove auto activation delay,VERIFIED FIXED,P2 normal
40045,smarter duplicate fragment finder,NEW,P3 enhancement
40046,task tag selection criteria,RESOLVED DUPLICATE of bug 38759,P3 normal
40047,inline method work empty selection,RESOLVED FIXED,P3 normal
40048,ant editor syntax highlight,VERIFIED FIXED,P2 major
40049,eclipse unresponsive case,CLOSED WORKSFORME,P3 normal
40050,need,RESOLVED FIXED,P3 normal
40051,dnd error access violation,NEW,P3 normal
40052,dcr need open api determine associate source class file,RESOLVED WORKSFORME,P3 enhancement
40053,cvssyncinfo hierarchy refactored,RESOLVED WONTFIX,P3 normal
40054,need open api programmatically set default file editor specific file extension filename,RESOLVED WORKSFORME,P3 enhancement
40055,fanrouter problems reverse point,RESOLVED FIXED,P3 normal
40056,bundle activators assume active status,RESOLVED FIXED,P3 normal
40057,need open api key bind set active key configuration,RESOLVED WORKSFORME,P4 enhancement
40058,spell jdt icons page,VERIFIED FIXED,P3 trivial
40059,npe log,RESOLVED WONTFIX,P3 normal
40060,release give feedback tag fail,RESOLVED FIXED,P3 normal
40061,surface missingresourceexception,RESOLVED FIXED,P3 enhancement
40062,bendpointconnectionrouter route source target,RESOLVED WONTFIX,P3 normal
40063,cannot refresh package console,RESOLVED FIXED,P3 enhancement
40064,dubug,RESOLVED WORKSFORME,P3 critical
40065,start window,RESOLVED INVALID,P3 normal
40066,contention debug console swt,RESOLVED WONTFIX,P3 normal
40067,cvs resource already exist workspace,RESOLVED DUPLICATE of bug 25435,P3 normal
40068,code assist could help package declarations,RESOLVED WORKSFORME,P3 enhancement
40069,move ant editor use standard annotation type,VERIFIED FIXED,P3 normal
40070,incompatible xerces implementations,VERIFIED FIXED,P3 normal
40071,build resource,RESOLVED WONTFIX,P3 normal
40072,build,RESOLVED FIXED,P3 normal
40073,new,RESOLVED FIXED,P3 normal
40074,selection reset previous item arrowing outline,RESOLVED FIXED,P3 normal
40075,open multiple type,RESOLVED DUPLICATE of bug 38184,P3 enhancement
40076,column selection text editors,RESOLVED DUPLICATE of bug 19771,P3 enhancement
40077,bad error message undefined type,REOPENED,P5 enhancement
40078,option make method parameters final,ASSIGNED,P3 enhancement with 8 votes
40079,double click select provide appropriate refactorings,RESOLVED FIXED,P3 normal
40080,doc server send wrong http header,RESOLVED FIXED,P3 normal
40081,add obvious way list global variables,RESOLVED FIXED,P3 enhancement
40082,npe,VERIFIED FIXED,P3 normal
40083,annoy save dialog,RESOLVED FIXED,P3 enhancement
40084,revisit use asyncexec packageexplorercontentprovider,RESOLVED FIXED,P3 normal
40085,cursor key scroll code assist table update scrollbars,RESOLVED FIXED,P3 normal
40086,empty,RESOLVED WORKSFORME,P3 normal
40087,watch expressions handle function return value correctly,RESOLVED WONTFIX,P3 normal
40088,view accept drop,RESOLVED INVALID,P3 enhancement
40089,find dialog clear scope selection,RESOLVED FIXED,P3 minor
40090,need close java model shutdown,VERIFIED FIXED,P3 normal
40091,obvious way add breakpoint function without source,RESOLVED FIXED,P3 enhancement
40092,npe refactoring preview,RESOLVED FIXED,P3 normal
40093,text search,RESOLVED WONTFIX,P3 enhancement
40094,recovery count bracket correctly,RESOLVED WONTFIX,P3 normal
40095,subclass clipboard test purpose,RESOLVED FIXED,P2 normal
40096,possibility create itypebinding demand,RESOLVED DUPLICATE of bug 150657,P3 enhancement
40097,add extension extension point,CLOSED WORKSFORME,P3 normal
40098,compliance control,RESOLVED INVALID,P3 normal
40099,exceptions compare local change head,RESOLVED FIXED,P3 normal
40100,screencheese error log view,RESOLVED INVALID,P3 normal
40101,text hover limit single word,RESOLVED FIXED,P3 normal
40102,call twice,RESOLVED FIXED,P3 normal
40103,bad save include pathes file,RESOLVED FIXED,P3 normal
40104,surface bootclasspath variable,RESOLVED FIXED,P3 minor
40105,remove methods,RESOLVED FIXED,P3 normal
40106,preference apply show change cancel,RESOLVED INVALID,P3 normal
40107,work wrong way,RESOLVED FIXED,P3 normal
40108,memory view handle endian,RESOLVED FIXED,P3 normal
40109,switch statement aspects crash weave,RESOLVED DUPLICATE of bug 39479,P3 major
40110,colorization need,RESOLVED FIXED,P3 normal
40111,expression add twice,RESOLVED WORKSFORME,P3 normal
40112,editor synch outliner,RESOLVED DUPLICATE of bug 40414,P3 normal
40113,sync view inconsistent label,RESOLVED FIXED,P3 normal
40114,deadlock show fast involve sync view decorator manager,RESOLVED FIXED,P3 blocker
40115,text selections debugger step,RESOLVED DUPLICATE of bug 36597,P3 enhancement
40116,search reference nest class find anything,VERIFIED FIXED,P3 normal
40117,monospaced fonts align,RESOLVED WORKSFORME,P3 normal with 2 votes
40118,nest multistatus resourceexception,RESOLVED WONTFIX,P3 normal
40119,move instance cannot move file,RESOLVED DUPLICATE of bug 40120,P3 normal
40120,move instance cannot move file,RESOLVED FIXED,P3 normal
40121,create project refresh entire package explorer,RESOLVED FIXED,P3 normal
40122,npe,VERIFIED FIXED,P3 normal
40123,npe content assist,RESOLVED FIXED,P3 normal
40124,concurrentmodificationexception open file cvs compare window,RESOLVED FIXED,P1 normal
40125,cannot go next difference,RESOLVED DUPLICATE of bug 39819,P3 normal
40126,sync exceptions log error calculate sync kind,RESOLVED FIXED,P3 normal
40127,npe type code assist,RESOLVED DUPLICATE of bug 40123,P3 critical
40128,decorators sometimes take two attempt disable,CLOSED FIXED,P3 normal
40129,fetch remote content delta,RESOLVED FIXED,P3 normal
40130,styledtext add accessibility support styledtext,RESOLVED FIXED,P3 normal
40131,key work,RESOLVED DUPLICATE of bug 40460,P3 normal
40132,sync merge subscriber error error handle,RESOLVED FIXED,P3 normal
40133,cvs decorator send update disable,RESOLVED WORKSFORME,P3 normal
40134,sync npe cancel,RESOLVED FIXED,P3 normal
40135,exception rename method declaration,RESOLVED DUPLICATE of bug 40452,P3 normal
40136,npe junit view,RESOLVED FIXED,P3 normal
40137,share project wizard change previous selections,RESOLVED FIXED,P3 normal
40138,incorrect dialog title add edit task type,VERIFIED FIXED,P3 normal
40139,invalid thread access exception silently output log,RESOLVED FIXED,P3 normal
40140,unclear error message extra lead parenthesis,RESOLVED WONTFIX,P3 normal
40141,null pointer exception run ui test suit,VERIFIED FIXED,P3 critical
40142,concurrentmodificationexception source tab editor,RESOLVED FIXED,P3 major
40143,add tool change notification editdomain,RESOLVED WONTFIX,P3 enhancement
40144,clean,RESOLVED FIXED,P3 normal
40145,problems access host,RESOLVED FIXED,P3 normal with 1 vote
40146,sync disconnect project remove sync view,RESOLVED FIXED,P3 normal
40147,java editor throw arithmeticexception display tab,VERIFIED FIXED,P2 major
40148,assertion fail refactor move static method,RESOLVED WORKSFORME,P3 normal
40149,properties page accessible,RESOLVED WORKSFORME,P3 major
40150,cannot run program localhost browser,RESOLVED WONTFIX,P3 normal
40151,cannot run program localhost browser,RESOLVED DUPLICATE of bug 40150,P3 normal
40152,junit test fail gtk,RESOLVED WORKSFORME,P3 major
40153,create group markers cview menu build action,RESOLVED FIXED,P3 normal
40154,document provide migration guide,RESOLVED FIXED,P3 normal
40155,throw npe,RESOLVED FIXED,P3 normal
40156,client area pixels tabs,RESOLVED FIXED,P3 normal
40157,concurrentmodificationexception attempt open compare viewer,RESOLVED DUPLICATE of bug 40171,P3 normal
40158,right click tree select element,RESOLVED FIXED,P3 normal
40159,combo throw exception junit test,RESOLVED FIXED,P3 normal
40160,breakpoints add via gdb debug console appear breakpoints view,RESOLVED WORKSFORME,P3 normal
40161,npe,RESOLVED DUPLICATE of bug 40123,P3 critical
40162,compiler pref show usage string ignore,RESOLVED DUPLICATE of bug 39781,P3 normal
40163,error create update cvs,RESOLVED FIXED,P3 normal
40164,use imageloader save imagedata jpg save transparent pixel,RESOLVED INVALID,P3 normal
40165,notify user ant ant runtime classpath,VERIFIED FIXED,P3 normal
40166,highlight method name method declarations,RESOLVED FIXED,P3 enhancement
40167,suggest activation editor,RESOLVED WONTFIX,P3 enhancement with 1 vote
40168,window preferences dialog difficult use use large font size,RESOLVED WORKSFORME,P3 normal
40169,jdt ui use unknown extension point,RESOLVED FIXED,P3 normal
40170,throw null pointer,VERIFIED FIXED,P1 critical
40171,exception open compare editor,RESOLVED FIXED,P3 critical
40172,indent work compilationuniteditor inside multipageeditor,RESOLVED WORKSFORME,P4 minor
40173,step produce exception step invoke untimely slow target,RESOLVED FIXED,P3 normal
40174,performance issue builder,VERIFIED FIXED,P3 normal
40175,incorrect thread number display debug view,RESOLVED WONTFIX,P3 enhancement
40176,live sync view provide selection,RESOLVED DUPLICATE of bug 11208,P3 normal
40177,live sync click refresh button nothing,RESOLVED FIXED,P3 critical
40178,remove setfrontprocess call display switch,RESOLVED INVALID,P3 normal
40179,npe quickdifftoggleaction,RESOLVED DUPLICATE of bug 40141,P3 normal
40180,internal error concurrent modification,RESOLVED DUPLICATE of bug 40171,P3 major
40181,exception save,RESOLVED WORKSFORME,P3 normal
40182,launch debug via cause exception,RESOLVED FIXED,P3 normal
40183,problem compile project,RESOLVED DUPLICATE of bug 30353,P3 normal
40184,classcastexception open classfile,VERIFIED FIXED,P3 critical
40185,toggle selection property editor boolean value,RESOLVED WONTFIX,P3 enhancement
40186,external tool builder fail expand variables,RESOLVED DUPLICATE of bug 37943,P3 normal
40187,deadlock switch fast view,RESOLVED DUPLICATE of bug 40114,P3 critical
40188,npe contentassist,RESOLVED DUPLICATE of bug 40123,P3 major
40189,annonymous class special quickfixes leave eclipse unstable,RESOLVED DUPLICATE of bug 40123,P3 normal
40190,npe log,RESOLVED FIXED,P3 normal
40191,lot errors,CLOSED FIXED,P3 critical
40192,build cancel weave,RESOLVED FIXED,P2 enhancement
40193,sync override unmergable resources,CLOSED INVALID,P3 normal
40194,error handle build config parse,RESOLVED FIXED,P2 minor
40195,set test use jdt ui test execution,RESOLVED FIXED,P4 enhancement
40196,status report structure model read,RESOLVED INVALID,P5 enhancement
40197,view part context menu show bogus location,RESOLVED WORKSFORME,P3 critical
40198,status report default config file generate,RESOLVED INVALID,P5 enhancement
40199,lot flicker gtk,RESOLVED DUPLICATE of bug 18955,P3 major
40200,internal error occur synchronize,RESOLVED FIXED,P3 normal
40201,new sync show stale elements,RESOLVED WORKSFORME,P3 normal
40202,tool tip switch icon,RESOLVED WORKSFORME,P3 enhancement
40203,new sync view good old one,RESOLVED FIXED,P3 major
40204,view flash decorator update change,RESOLVED FIXED,P3 normal
40205,automatically insert close handle string,RESOLVED FIXED,P3 normal
40206,need common method,RESOLVED FIXED,P5 enhancement
40207,preference page select text combos,RESOLVED WORKSFORME,P3 normal
40208,graphicalviewerkeyhandler steal pgdn nothing,RESOLVED FIXED,P3 normal
40209,internal error occur synchronize,RESOLVED INVALID,P3 normal
40210,misbehave discard work copy,VERIFIED FIXED,P3 normal
40211,concurrentmodificationexception compare operation,RESOLVED DUPLICATE of bug 40171,P3 major
40212,incorrect location context menu ant view,VERIFIED FIXED,P3 normal
40213,inconsistent treatment miss plugins install,RESOLVED FIXED,P3 normal
40214,rename folder navigator cause folder appear twice navigator,RESOLVED DUPLICATE of bug 44081,P3 normal
40215,refactoring make keyboard,CLOSED FIXED,P3 critical
40216,right right justify text reverse scroll bar,RESOLVED FIXED,P3 normal
40217,present exception save file editor,RESOLVED DUPLICATE of bug 40020,P3 normal
40218,could create action delegate organizeimports,RESOLVED WORKSFORME,P3 normal
40219,compare view format c code correctly,RESOLVED FIXED,P3 normal with 1 vote
40220,deadlock cvs plugin workbench,RESOLVED DUPLICATE of bug 40114,P3 normal
40221,sync conflict deletion clear,RESOLVED FIXED,P3 normal
40222,error try compare revision cvs,RESOLVED DUPLICATE of bug 40171,P3 normal
40223,step operations per line,RESOLVED DUPLICATE of bug 5779,P3 enhancement
40224,cannot place breakpoint launch,RESOLVED FIXED,P1 critical
40225,npe,RESOLVED DUPLICATE of bug 39242,P3 normal
40226,would like key bind open particular view,RESOLVED WORKSFORME,P3 enhancement
40227,non static access static member preferences use,RESOLVED WORKSFORME,P3 normal
40228,select use keyboard enable snippet evaluation,RESOLVED DUPLICATE of bug 38515,P3 normal
40229,eclipse crash jdk,RESOLVED DUPLICATE of bug 34940,P3 major
40230,eclipse crash jdk,RESOLVED INVALID,P3 major
40231,npe compressedfoldercontentprovider synchronize,RESOLVED FIXED,P3 normal
40232,update work type case incoming additions,RESOLVED WORKSFORME,P3 normal
40233,sync way much work startup,RESOLVED FIXED,P3 normal
40234,npe set preferences,RESOLVED FIXED,P3 normal
40235,preference page use borderless look suboptimal,VERIFIED FIXED,P3 normal
40236,shortcut bar flicker add new project,RESOLVED FIXED,P2 major
40237,npe open compare editor new synchronize view,RESOLVED FIXED,P3 normal
40238,team refresh operation appear incorrect externalization,RESOLVED FIXED,P3 normal
40239,terminate scrapbook eval complete,RESOLVED WONTFIX,P3 normal
40240,failures,RESOLVED INVALID,P3 normal
40241,nullpointerexception search hierachy,RESOLVED WORKSFORME,P3 normal
40242,text reverse hit,RESOLVED FIXED,P3 major
40243,inline lose comment,VERIFIED FIXED,P3 major
40244,need ignore white space entry,RESOLVED DUPLICATE of bug 156766,P3 normal with 1 vote
40245,consistent methods,RESOLVED FIXED,P3 minor
40246,synch view update replace,RESOLVED FIXED,P3 normal
40247,wrong order project project view,RESOLVED FIXED,P3 normal
40248,nl enablement accessibility hint,RESOLVED FIXED,P3 normal
40249,compare memory usage,RESOLVED WORKSFORME,P3 normal
40250,eclipse freeze occaisonally use ant view,RESOLVED DUPLICATE of bug 24448,P3 normal
40251,stringoutofbounds exception expand variable,RESOLVED WONTFIX,P3 normal
40252,outline highlight member current line,ASSIGNED,P3 enhancement
40253,npe,RESOLVED DUPLICATE of bug 40123,P3 normal
40254,ant code assist require,VERIFIED FIXED,P3 enhancement
40255,ant formatter,VERIFIED FIXED,P3 enhancement
40256,need incremental compilation restrictions blurb,RESOLVED FIXED,P2 minor
