id,title,status,importance
120000,overlap label pie chart birt,RESOLVED FIXED,P2 normal
120001,transparency birt pie chart,RESOLVED FIXED,P2 normal
120002,support tptp,CLOSED FIXED,P1 enhancement
120003,neither add remove utility project dynamic web project set server state republish,CLOSED FIXED,P2 normal
120004,edit chart series configuration button label,RESOLVED WONTFIX,P3 normal
120005,edit chart button open dialogs must contain label,RESOLVED FIXED,P3 normal
120006,recursive islinked check,RESOLVED FIXED,P3 normal
120007,edit chart select data page valid table,RESOLVED FIXED,P3 normal
120008,chart region size birt,RESOLVED FIXED,P2 enhancement
120009,edit chart dialog take second respond input,RESOLVED DUPLICATE of bug 119777,P3 normal
120010,combine imodeldelat imodeldeltanode,VERIFIED FIXED,P3 normal
120011,way output junit output junit view run menu choice,RESOLVED WONTFIX,P3 enhancement
120012,ability get,RESOLVED INVALID,P3 major
120013,support return list interactive ids html emitter,RESOLVED FIXED,P3 normal
120014,axis bean config page skeleton config page show go ui,CLOSED FIXED,P2 blocker
120015,generic aspect concretization,NEW,P3 enhancement
120016,edit chart button change function,RESOLVED FIXED,P3 normal
120017,redundant class manage connection retargetting,RESOLVED FIXED,P1 major
120018,web libraries container detect change file,CLOSED WORKSFORME,P3 major
120019,remove report document view,CLOSED FIXED,P3 major
120020,multiple display work linux,CLOSED WORKSFORME,P3 major
120021,javacompiler file leave behind pde export,RESOLVED INVALID,P3 normal
120022,please update,CLOSED FIXED,P3 normal
120023,hebrew character add valid,VERIFIED FIXED,P3 normal
120024,java model exception import ejb ear,CLOSED FIXED,P3 critical
120025,extend item need ability access ireportcontext script,CLOSED FIXED,P3 blocker
120026,script editor integration extend items,CLOSED FIXED,P3 blocker
120027,decorator preview ltr,RESOLVED FIXED,P3 major
120028,concurrentmodificationexception decorationmanager step,VERIFIED FIXED,P3 normal
120029,double click activate cell editor table render,RESOLVED DUPLICATE of bug 116722,P3 normal
120030,chart show use task,CLOSED DUPLICATE of bug 119332,P3 critical
120031,need allow clients customize label switchmemoryblockaction,VERIFIED FIXED,P3 enhancement
120032,would like tool modify context path web project,CLOSED DUPLICATE of bug 117145,P3 enhancement
120033,makefiles ipf need update cbe,CLOSED FIXED,P3 normal
120034,java event handlers work debugger,RESOLVED INVALID,P3 normal
120035,longer possible create report project java nature,RESOLVED INVALID,P3 normal
120036,preview xml attribute work,RESOLVED FIXED,P3 normal
120037,invalid xml structure data dialog,RESOLVED FIXED,P3 normal
120038,sash button work,CLOSED FIXED,P3 minor
120039,new engine api need include javadoc online help,CLOSED INVALID,P3 normal
120040,smoke click data nullpointerexception throw,CLOSED FIXED,P3 critical
120041,need server build client,CLOSED FIXED,P3 normal
120042,event fire onprepare events,RESOLVED FIXED,P2 major
120043,column headers know host dialog fully visible,RESOLVED WORKSFORME,P3 normal
120044,error message appear preview chart html,CLOSED DUPLICATE of bug 119332,P3 major
120045,code generate font name alternate null character,CLOSED FIXED,P3 normal
120046,javax package export,CLOSED FIXED,P3 normal
120047,issue automate gui test editor,CLOSED FIXED,P3 normal
120048,fix drop action database explorer,CLOSED FIXED,P3 major
120049,add new chart script example,CLOSED FIXED,P3 normal
120050,dataset extend library add report,RESOLVED FIXED,P3 major
120051,font name os x null character every character,VERIFIED FIXED,P3 normal
120052,create iresourcedifftree,VERIFIED FIXED,P3 normal
120053,open library include library throw,RESOLVED FIXED,P3 normal
120054,work properly preview,CLOSED WONTFIX,P3 major
120055,server job families know apis might useful,CLOSED DUPLICATE of bug 171445,P3 enhancement
120056,new assert move wtp jsp eclpse,RESOLVED DUPLICATE of bug 116304,P3 normal
120057,handle add multiple put exception twice,RESOLVED WONTFIX,P3 normal
120058,drillthrough hyperlink,CLOSED FIXED,P3 normal
120059,response click items toc html,CLOSED FIXED,P3 major
120060,style define library item display,CLOSED FIXED,P3 normal
120061,data type boolean dbms show data set,RESOLVED FIXED,P3 normal
120062,default name parameter theme display set,CLOSED FIXED,P3 normal
120063,allow resolver use independently equinox,RESOLVED WORKSFORME,P3 normal
120064,attribute format chart dialog mess,CLOSED FIXED,P3 major
120065,dialog pop twice preview report,CLOSED FIXED,P3 normal
120066,error message cascade parameter pop cascade parameter value,CLOSED FIXED,P3 normal
120067,refresh problem report viewer,CLOSED DUPLICATE of bug 119343,P3 critical
120068,toc item expression add automatically add group key,CLOSED FIXED,P3 normal
120069,error character display preview result reviewer chinese locale,CLOSED FIXED,P3 normal
120070,enhance list vote,CLOSED FIXED,P1 enhancement
120071,spec expression old,CLOSED FIXED,P3 major
120072,support intellisense object script editor expression,RESOLVED FIXED,P3 enhancement
120073,de support intellisense script editor expression builder,RESOLVED FIXED,P2 blocker
