id,title,status,importance
70000,method resolveruntimeclasspathentry javaruntime extremely slow,RESOLVED WONTFIX,P3 normal
70001,errors run automate test suite,RESOLVED DUPLICATE of bug 69138,P3 major
70002,npe open first java editor,VERIFIED FIXED,P2 critical
70003,unable load class,RESOLVED WORKSFORME,P3 normal
70004,error switch cause classcastexception,RESOLVED DUPLICATE of bug 70002,P3 critical
70005,miss code proposals,RESOLVED FIXED,P3 normal
70006,debugger unstable pentium hyperthreading enable,RESOLVED WORKSFORME,P3 normal
70007,dialogs mouse pointer jump default,RESOLVED WONTFIX,P3 minor
70008,problem ajdoc,RESOLVED FIXED,P3 normal
70009,eclipse crash pango,RESOLVED WONTFIX,P3 critical
70010,debug fail latest jvm,RESOLVED WONTFIX,P3 major
70011,instal jres miss libraries,CLOSED FIXED,P3 critical
70012,combo widget seteditable method,RESOLVED WONTFIX,P3 enhancement
70013,colons unix filenames cause serious error create project,RESOLVED DUPLICATE of bug 24152,P3 major
70014,jinternalframe replacement,RESOLVED DUPLICATE of bug 29891,P3 enhancement
70015,code templates box look,RESOLVED DUPLICATE of bug 63764,P3 normal
70016,new wizard selection change collapse tree,CLOSED DUPLICATE of bug 70027,P3 normal
70017,stop exception,RESOLVED INVALID,P3 normal
70018,error log view show stack trace present file,RESOLVED DUPLICATE of bug 68158,P3 normal
70019,memory view untranslated,CLOSED FIXED,P3 major
70020,templates work correctly code formatter,RESOLVED DUPLICATE of bug 96174,P2 major
70021,cannot unbind compound key,RESOLVED WORKSFORME,P2 normal
70022,swt style option available swt libraries include java,CLOSED DUPLICATE of bug 69367,P3 normal
70023,visual class option miss dialog resource,CLOSED FIXED,P3 normal
70024,generate getters problem,RESOLVED DUPLICATE of bug 70158,P3 normal
70025,assign multiple javadoc locations jar,RESOLVED WONTFIX,P3 enhancement with 1 vote
70026,nullpointerexception constructor createchildcommand,VERIFIED FIXED,P3 normal
70027,new wizard selection change collapse tree,CLOSED FIXED,P3 normal
70028,make eclipse crash use large texts many replacements,RESOLVED FIXED,P2 major
70029,copyright statements,CLOSED FIXED,P3 normal
70030,help context new folder file,VERIFIED FIXED,P2 normal
70031,get exception generate xsd schema,VERIFIED FIXED,P3 normal
70032,help context java perspective,RESOLVED WORKSFORME,P3 normal
70033,runtime screen large,CLOSED DUPLICATE of bug 65400,P3 normal
70034,team synchronize view,RESOLVED WORKSFORME,P3 normal
70035,hang exit,RESOLVED INVALID,P3 major
70036,cvs repository explore perspective,RESOLVED WORKSFORME,P3 normal
70037,code formatter fail silently,ASSIGNED,P3 minor with 1 vote
70038,context help register view,RESOLVED DUPLICATE of bug 190529,P3 normal
70039,help contexts development perspective,RESOLVED WORKSFORME,P3 normal
70040,request addition emacs recenter command text edit,VERIFIED FIXED,P2 enhancement with 2 votes
70041,allow default perspective startup,RESOLVED DUPLICATE of bug 47165,P3 enhancement
70042,command completion pop initially,RESOLVED DUPLICATE of bug 64861,P3 major
70043,hello world cheat sheet title,RESOLVED FIXED,P3 trivial
70044,click checkbox log file import throw exeception try notify listener,CLOSED FIXED,P3 major
70045,auto code formatter cvs checkin,RESOLVED DUPLICATE of bug 22742,P3 enhancement
70046,progress copy project,CLOSED FIXED,P2 normal
70047,support serialver tool,RESOLVED FIXED,P3 enhancement
70048,test coverage need detach,RESOLVED FIXED,P3 normal
70049,coolbar default height gigantic,RESOLVED INVALID,P2 normal
70050,api add detach view ipagelayout,NEW,P5 enhancement with 7 votes
70051,memoryviewtab calculate delta select address correctly error,VERIFIED FIXED,P3 normal
70052,change file lock refresh,RESOLVED INVALID,P3 major with 1 vote
70053,verifyerror incompatible argument function,RESOLVED FIXED,P3 normal
70054,add extensions point call hierarchy,RESOLVED WONTFIX,P3 enhancement
70055,browser find external class,VERIFIED FIXED,P3 major
70056,please support varargs,VERIFIED FIXED,P3 normal with 1 vote
70057,partinitexception result project get,RESOLVED FIXED,P3 normal
70058,errors delete project copy,RESOLVED WORKSFORME,P3 normal
70059,file external file colour,RESOLVED FIXED,P3 major
70060,help context bookmarks view,CLOSED WORKSFORME,P3 normal
70061,extension miss wrong schema,RESOLVED WORKSFORME,P2 normal
70062,screen reader cannot read state checkboxes project creation,CLOSED WORKSFORME,P4 normal
70063,zombi search leave hang execute project close,RESOLVED WORKSFORME,P2 major
70064,children shell resize resize event come,RESOLVED WONTFIX,P3 normal
70065,message dialog forever disable decorations,RESOLVED WONTFIX,P3 normal
70066,bind active console view,VERIFIED FIXED,P3 enhancement
70067,eliminate small jar soap mime improve performance,CLOSED FIXED,P3 normal
70068,bundlestopper mark bundle stop,RESOLVED FIXED,P3 major
70069,display label wrong,RESOLVED DUPLICATE of bug 66462,P3 normal
70070,contextual launch c application available file type,RESOLVED FIXED,P3 normal
70071,eclipse crash try switch workspace,RESOLVED WORKSFORME,P3 major
70072,divide zero expression cause parser prematurely exit,VERIFIED FIXED,P3 major
70073,unmatched cause parser prematurely exit,RESOLVED FIXED,P3 normal
70074,organize import dialog class order optimal,RESOLVED FIXED,P3 normal with 1 vote
70075,eclipse final release chinese font problem,RESOLVED INVALID,P3 normal
70076,project creation fail specify long name,RESOLVED WONTFIX,P3 normal
70077,work occasionally,RESOLVED FIXED,P2 major with 8 votes
70078,browse button default output set enable new java java settings page,RESOLVED FIXED,P3 normal
70079,override indicators anonymous class,RESOLVED FIXED,P3 enhancement
70080,reset perspective work perspective toolbar show,VERIFIED FIXED,P2 major
70081,gla cannot process log file dbcs char,CLOSED FIXED,P3 major
70082,workspace launcher accept key board operation,VERIFIED WORKSFORME,P3 critical
70083,fonts menu bar smooth active window,RESOLVED WONTFIX,P3 normal
70084,gla support,CLOSED FIXED,P3 enhancement
70085,inconsistent,RESOLVED INVALID,P3 normal
70086,exclude filter generate source,RESOLVED WORKSFORME,P5 enhancement with 1 vote
70087,run class icon show present toolbar,RESOLVED INVALID,P3 normal
70088,create button wrong text,VERIFIED FIXED,P3 normal
70089,flash outline view,RESOLVED DUPLICATE of bug 69330,P3 normal
70090,plugins dependant,CLOSED FIXED,P3 normal
70091,statisticalviewerui call invalid method perfmonplugin,CLOSED FIXED,P3 major
70092,exception error occur select swt style new visual class dialog,CLOSED FIXED,P1 critical
70093,editor use tab order,RESOLVED DUPLICATE of bug 43625,P3 normal
70094,search function include contain checkbox,RESOLVED WONTFIX,P4 enhancement
70095,enhance project import,RESOLVED WONTFIX,P3 enhancement
70096,swt bad native code,RESOLVED DUPLICATE of bug 47549,P1 blocker
70097,welcome screen badly misbehave,RESOLVED WONTFIX,P3 minor
70098,implementation generic interface accept,RESOLVED DUPLICATE of bug 69626,P3 normal
70099,source support indent throw clauses,RESOLVED INVALID,P3 enhancement
70100,foreign language rac install error,CLOSED INVALID,P3 major
70101,help work status,RESOLVED DUPLICATE of bug 63970,P3 normal
70102,review core tool hang,RESOLVED INVALID,P3 normal
70103,want source code compatibility class file,RESOLVED FIXED,P3 enhancement
70104,multipasscontentformatter break case document get shortend,ASSIGNED,P3 normal
70105,exception throw create new visual class extend,CLOSED DUPLICATE of bug 71854,P3 major
70106,show task decorators,RESOLVED WONTFIX,P3 enhancement
70107,two extension point file variable descriptions,RESOLVED FIXED,P3 normal
70108,options miss page,RESOLVED INVALID,P3 normal
70109,import project binaries discover cmodel,RESOLVED FIXED,P3 normal
70110,url retrieve class process correctly,CLOSED FIXED,P3 major
70111,java project properties truncate text button,CLOSED FIXED,P3 normal
70112,jsps fail validation,VERIFIED FIXED,P3 normal
70113,search template member declarations cause assertion,RESOLVED FIXED,P3 normal
70114,reference unable compile,VERIFIED FIXED,P3 minor
70115,cdt debug view english text,CLOSED INVALID,P3 major
70116,separate help preference page plugin,NEW,P4 enhancement
70117,help context,VERIFIED FIXED,P3 normal
70118,filter set initially translate ui,CLOSED FIXED,P3 major
70119,automate unit test give failures,RESOLVED WORKSFORME,P3 normal
70120,external hook search markers problem markers phantom include external file,RESOLVED FIXED,P3 enhancement
70121,help context,RESOLVED WORKSFORME,P3 normal
70122,provide option display editor tabs,NEW,P3 enhancement
70123,block appearance marker bar editor,ASSIGNED,P4 enhancement
70124,string convert make project,CLOSED FIXED,P3 normal
70125,perspective switcher truncate text,CLOSED FIXED,P3 normal
70126,provide size mouse cursor,NEW,P3 enhancement with 1 vote
70127,help context,RESOLVED FIXED,P3 normal
70128,truncate text perspective,CLOSED INVALID,P3 normal
70129,problems create new emf project,RESOLVED DUPLICATE of bug 70176,P3 normal
70130,visualize eclipse project build file ant view belong,RESOLVED DUPLICATE of bug 38992,P3 enhancement with 1 vote
70131,test tool print location test assertion document command line eclispe,CLOSED FIXED,P3 normal
70132,incorrect copyright file,CLOSED FIXED,P3 critical
70133,gla support add multiple value extendeddataelements,CLOSED FIXED,P3 major
70134,modify wsdl validator add general uri resolver mechanism instead xml,CLOSED FIXED,P3 normal
70135,add rename refactoring,RESOLVED FIXED,P3 enhancement with 1 vote
70136,rename makefile refresh project view,RESOLVED FIXED,P3 normal
70137,cannot use template member definition,RESOLVED FIXED,P3 normal
70138,test,RESOLVED INVALID,P3 normal
70139,test,RESOLVED INVALID,P3 normal
70140,help action fail silently help ui instal,VERIFIED FIXED,P3 normal
70141,provide log agent handler,CLOSED FIXED,P3 enhancement
70142,single namespace handler,CLOSED FIXED,P3 enhancement
70143,duplicate mnemonics cygwin parser panel,CLOSED FIXED,P3 normal
70144,clarify term use gla topics,CLOSED FIXED,P3 normal
70145,grammatical errors chkpii errors test docs,CLOSED FIXED,P3 normal
70146,file,RESOLVED INVALID,P3 normal
70147,preferences cdt editor string,CLOSED FIXED,P3 normal
70148,probekit plugins must update version number,CLOSED FIXED,P3 normal
70149,help context,RESOLVED FIXED,P3 normal
70150,feature context help,RESOLVED DUPLICATE of bug 70149,P3 normal
70151,cannot rename jar file build path locate root project,NEW,P4 normal
70152,add plugin dependency view name,CLOSED FIXED,P3 trivial
