id,title,status,importance
260000,eclipse run atari,RESOLVED FIXED,P3 normal
260001,cursor update os x indicate hover draggable,RESOLVED DUPLICATE of bug 245667,P3 major
260002,lot jpa test case fail sybase,RESOLVED DUPLICATE of bug 260926,P3 normal
260003,treeviewer widget dispose error,NEW,P3 normal
260004,end attribute value contain el consume document,VERIFIED FIXED,P3 major
260005,cannot access project metadata modeler,CLOSED FIXED,P3 normal
260006,add support map,VERIFIED FIXED,P3 normal
260007,aws warn unreachable proxy,NEW,P3 normal
260008,support jpa platform handlers,NEW,P3 normal
260009,change cause appropriate build project,RESOLVED FIXED,P3 major
260010,need predicable way search menu,RESOLVED DUPLICATE of bug 261360,P3 normal
260011,format html javadoc comment work style attribute,VERIFIED FIXED,P3 normal
260012,cannot properly compose query,RESOLVED FIXED,P3 normal
260013,birt translation languages group,RESOLVED FIXED,P3 normal
260014,beforefactory work,CLOSED FIXED,P3 normal
260015,columnviewertooltipsupport cause nullpointerexception,RESOLVED DUPLICATE of bug 255229,P3 normal
260016,project contain project,RESOLVED FIXED,P3 normal
260017,small typo,RESOLVED FIXED,P3 minor
260018,method wizard programmatically,RESOLVED WONTFIX,P3 enhancement
260019,validatormessage message string easily delete,RESOLVED FIXED,P3 minor
260020,chmod action cannot find cause plugin load issue,RESOLVED DUPLICATE of bug 258983,P3 blocker
260021,install hudson dash project,RESOLVED FIXED,P3 major
260022,providedcapabilities consider version,RESOLVED FIXED,P3 normal
260023,rename file result rename another,RESOLVED WORKSFORME,P3 normal with 1 vote
260024,make use emf enhancements concern memory footprint,NEW,P5 enhancement
260025,add new api get selector style,VERIFIED FIXED,P3 normal
260026,change plugins plugin management data pom source reflect management tab,CLOSED FIXED,P3 normal
260027,bug report,RESOLVED WONTFIX,P3 normal
260028,frequent hang build big import,VERIFIED WORKSFORME,P3 normal
260029,able expand property window column start editor,RESOLVED INVALID,P3 enhancement
260030,hit breakpoint highlight breakpoints view,RESOLVED WORKSFORME,P3 enhancement
260031,wrong type class constants stackmap frame,VERIFIED FIXED,P3 normal
260032,expression control activities inconsistent persist reload,RESOLVED FIXED,P3 critical
