id,title,status,importance
370000,sort name open resource dialog,RESOLVED FIXED,P3 normal
370001,review group refresh cause null pointer,RESOLVED FIXED,P3 normal
370002,two bundle problems latest r build,RESOLVED DUPLICATE of bug 364785,P3 normal
370003,brand information zest feature inconsistent,RESOLVED FIXED,P3 normal
370004,shell show wrong behavior aix,CLOSED WONTFIX,P3 normal
370005,need automate signature pack verifications,NEW,P3 normal
370006,add new dojo rule self host setup,RESOLVED FIXED,P3 normal
370007,potential npes provider remote resource dialog,RESOLVED FIXED,P3 normal
370008,backport potential npes provider remote resource dialog,RESOLVED FIXED,P3 normal
370009,new call count always greater zero,CLOSED FIXED,P4 normal
370010,install plugin main hudson migrate verifier job sandbox hudson,RESOLVED WONTFIX,P3 normal
370011,cannot call static method class name surround class,CLOSED WORKSFORME,P3 normal
370012,jgit source bundle break,RESOLVED FIXED,P3 normal
370013,contributor guide outdated,CLOSED FIXED,P3 normal
370014,command service function outgrow representation,RESOLVED FIXED,P3 normal
370015,add unit test,RESOLVED WONTFIX,P3 normal
370016,add qnx target,CLOSED FIXED,P3 enhancement
370017,add support time type,RESOLVED FIXED,P3 enhancement
370018,add support time type,RESOLVED FIXED,P3 enhancement
370019,add support time type,RESOLVED FIXED,P3 enhancement
370020,recognize windows ultimate installations,NEW,P3 normal
370021,tool project standardize provider name provide,CLOSED WONTFIX,P3 normal
370022,skip breakpoints tool mnemonic tooltip,RESOLVED FIXED,P3 normal
370023,replace call spring framework virgo equivalents,RESOLVED FIXED,P3 enhancement
370024,highlight iplog xml file errors download page,RESOLVED FIXED,P2 enhancement
370025,proxied http error cod cause much log noise,RESOLVED FIXED,P3 normal
370026,npe almost fresh,VERIFIED FIXED,P3 normal
370027,allow add file site,RESOLVED FIXED,P3 enhancement
370028,cascade path match work correctly,RESOLVED FIXED,P3 normal
370029,remove springcoreutils usages,RESOLVED FIXED,P3 minor
370030,openresourcedialog work page,RESOLVED FIXED,P3 normal
370031,couple issue file juno,RESOLVED FIXED,P3 normal
370032,go command work top level folder,RESOLVED FIXED,P3 normal
370033,improve handle bad uri par file,RESOLVED FIXED,P3 major
370034,remove temporary conversion utility old par file,NEW,P3 minor
370035,javanullpointer exception sass file,CLOSED DUPLICATE of bug 365526,P3 normal
370036,page seem break,RESOLVED FIXED,P3 normal
370037,add eclipse dialogs tutorial,RESOLVED FIXED,P3 normal
370038,remove task state commit message template mylyn project,RESOLVED FIXED,P3 trivial
370039,eclipse freeze randomly,RESOLVED WORKSFORME,P3 critical
370040,nosuchfielderror mix class file versions within one type hierarchy,VERIFIED FIXED,P3 normal
370041,,CLOSED DUPLICATE of bug 364313,P3 normal
370042,software cloud form render well,RESOLVED FIXED,P3 normal
370043,show login information title area repository settings page,RESOLVED FIXED,P3 trivial
370044,classcastexception update multiplicity association end,CLOSED FIXED,P3 critical
370045,localization miss key bind,RESOLVED FIXED,P3 normal
