id,title,status,importance
110000,preference allow assign key also preference page,ASSIGNED,P5 normal
110001,autocompletion take sec proposal,RESOLVED WORKSFORME,P3 normal
110002,rename package cause error,RESOLVED INVALID,P3 normal
110003,strange cycle behaviour,VERIFIED FIXED,P3 normal
110004,file delete failure update cause file add new,RESOLVED WORKSFORME,P3 normal
110005,shift use context menu key make menu pop wrong place,NEW,P3 normal
110006,guid algorithm hang temp directory write,CLOSED FIXED,P2 normal
110007,create ant build file aj support work,RESOLVED FIXED,P3 normal
110008,problems view preferences miss mnemonics,RESOLVED WORKSFORME,P3 normal
110009,java editor update two marker annotation model,VERIFIED FIXED,P3 normal
110010,illegalargumentexception keysequencetext,RESOLVED DUPLICATE of bug 89610,P3 normal
110011,code assist correctly exit,VERIFIED FIXED,P3 major
110012,detach editor window,RESOLVED DUPLICATE of bug 8886,P5 enhancement with 1 vote
110013,fragment manifest support dependencies fragment,RESOLVED DUPLICATE of bug 123707,P3 normal
110014,assign value action visible context menu disable,RESOLVED WONTFIX,P3 normal
110015,context menu search view show action java elements,RESOLVED FIXED,P3 minor
110016,ui watchpoints local variables cdt,NEW,P3 normal with 1 vote
110017,eclipse gtk compitable level,CLOSED INVALID,P3 critical
110018,link jsp preference page java appropriate,NEW,P3 enhancement
110019,new launch configurations break,VERIFIED FIXED,P3 normal
110020,need better format format jsps,RESOLVED FIXED,P3 normal with 1 vote
110021,java inconsistency,VERIFIED FIXED,P3 major
110022,decoration terminology change versus,VERIFIED FIXED,P3 minor
110023,sync view display outgo change,VERIFIED FIXED,P3 normal
110024,toolbars punt another line,ASSIGNED,P5 normal
110025,npe call,RESOLVED FIXED,P3 normal
110026,generate constructor field add illegal super call enum,NEW,P3 normal
110027,preview label inconsistent,VERIFIED FIXED,P3 normal
110028,show last log top instead bottom,RESOLVED FIXED,P3 enhancement
110029,finish disable exisitng ejb jar import,CLOSED FIXED,P3 major
110030,provide support null reference analysis,VERIFIED FIXED,P3 normal
110031,replacement,ASSIGNED,P3 normal
110032,run java application crash gtk,RESOLVED WORKSFORME,P3 normal
110033,parser confuse cursor,RESOLVED INVALID,P3 normal
110034,js syntax highlight change non jsp,CLOSED DUPLICATE of bug 92948,P3 normal
110035,icons scale dpi resolution,RESOLVED FIXED,P3 enhancement with 7 votes
110036,css bold highlight preference work,CLOSED DUPLICATE of bug 81437,P3 normal
110037,find reference element,NEW,P4 enhancement
110038,exception test execution,CLOSED FIXED,P3 normal
110039,kudos page,RESOLVED FIXED,P3 enhancement
110040,able put non vm arguments vm,RESOLVED WONTFIX,P3 trivial
110041,label preference page look ugly,RESOLVED FIXED,P3 normal
110042,consider limit size active search match,RESOLVED WONTFIX,P4 normal
110043,scrollbars appear open gef editor windows,RESOLVED FIXED,P2 normal
110044,trace interactions view display method,CLOSED INVALID,P3 critical
110045,multiple duplicate mnemonics problems filter dialog,RESOLVED DUPLICATE of bug 129796,P3 normal
110046,update operation,RESOLVED WONTFIX,P3 normal
110047,flash one set swt file viewer example,RESOLVED WORKSFORME,P3 normal
110048,api get list folders touch java builder clean,REOPENED,P3 enhancement
110049,label display incorrectly filter dialog,NEW,P3 normal
110050,button link resources preference page visible,NEW,P3 normal
110051,preference tab order,ASSIGNED,P5 normal
110052,annotation work funny add new task,CLOSED WONTFIX,P3 normal
110053,addition nl fragment require,RESOLVED WORKSFORME,P3 normal
110054,initial eclipse window size gtk panel,NEW,P5 normal
110055,mnemonics task preferences dialog,RESOLVED DUPLICATE of bug 110008,P3 normal
110056,request standard image structure compare tree,ASSIGNED,P3 normal
110057,crash whenever browser dispose,RESOLVED FIXED,P3 critical
110058,update manager attempt load plugin exist filesytem,VERIFIED FIXED,P3 normal
110059,strange format change enhance loop,NEW,P3 normal
110060,add support camel case search pattern,VERIFIED FIXED,P3 normal
110061,previous task history persistent,RESOLVED FIXED,P2 enhancement
110062,cannot add arguments configuration junit test,RESOLVED FIXED,P3 normal
110063,help view,RESOLVED WONTFIX,P3 normal
110064,pref change change content type jsp,NEW,P3 normal
110065,give users ability change linkage verification hook class,CLOSED FIXED,P3 normal
110066,log view record xml options,CLOSED FIXED,P3 normal
110067,switch content type proposals uppercase,RESOLVED WORKSFORME,P3 minor
110068,cannot run junit test,RESOLVED DUPLICATE of bug 110019,P3 normal
110069,external dependencies errors refresh,RESOLVED WORKSFORME,P3 normal
110070,need new wsdl validation performance test case,CLOSED FIXED,P3 enhancement
110071,add test execution contextual information test,CLOSED WONTFIX,P2 normal
