id,title,status,importance
430000,bad genmodel declarations diagnose,CLOSED FIXED,P3 normal
430001,cq tool generate actual cq entry ipzilla,CLOSED WORKSFORME,P3 normal
430002,add tooltip model elements,UNCONFIRMED,P3 enhancement
430003,allorw svn repo locations share job chain,UNCONFIRMED,P3 enhancement
430004,add swtbot launch configuration support,UNCONFIRMED,P3 enhancement
430005,project date label viewer element refresh call quick succession,NEW,P3 normal
430006,sync back change bitbucket,RESOLVED FIXED,P3 normal
430007,npe,RESOLVED FIXED,P3 normal
430008,save profile contain ocl cause exception,RESOLVED DUPLICATE of bug 430009,P3 normal
430009,cannot save model property type uml string without get exceptions,RESOLVED FIXED,P3 critical
430010,cce oclsettingdelegate,NEW,P3 normal
430011,npe converteraccessor attributeconverter without generics present,NEW,P3 normal
430012,implement contextual base text direction widgets,VERIFIED FIXED,P1 enhancement with 1 vote
430013,maven repositories project,RESOLVED FIXED,P3 normal
430014,base address case,CLOSED FIXED,P3 major
430015,npe try disassemble classfile lambda method methodparameters,RESOLVED FIXED,P3 normal
430016,filechooser create one entry extensions,CLOSED FIXED,P3 minor
430017,support proxys ntlm authentication,REOPENED,P3 normal with 1 vote
430018,document mylyn integration feature,CLOSED FIXED,P3 normal
430019,leave side panel always switch project view,RESOLVED FIXED,P3 normal
430020,validateoclviaxtext miss,RESOLVED FIXED,P3 normal
430021,relaunch work expect,RESOLVED WORKSFORME,P3 normal
430022,predicate xreturnexpressions confuse parser,VERIFIED FIXED,P3 normal
430023,papyrus shall propose different level allow development,RESOLVED FIXED,P3 enhancement
430024,minimize package explorer trigger exception css engine dark theme use,VERIFIED FIXED,P3 normal
430025,generate methodparameters table lambda methods,VERIFIED FIXED,P3 normal
430026,lambda parameter wrong parent declare type,RESOLVED FIXED,P3 normal
430027,mitigate issue due lambda model element hierarchy lack support binary,RESOLVED FIXED,P3 normal
430028,cannot execute script hudson smarthome instance,RESOLVED FIXED,P3 normal
430029,copy isthreadlocal,RESOLVED FIXED,P3 normal
430030,psfs,RESOLVED FIXED,P3 normal
430031,cannot compile orbit,VERIFIED FIXED,P3 normal
430032,version mismatch,RESOLVED FIXED,P3 normal
430033,lambda elements miss ancestry binary elements,RESOLVED FIXED,P3 normal
430034,lambda elements miss ancestry nest,NEW,P3 minor
430035,bridge methods generate reference,RESOLVED FIXED,P3 normal
430036,cannot promotion job,CLOSED FIXED,P3 normal
430037,nullpointerexception,NEW,P3 normal
430038,update pdt version number,CLOSED FIXED,P3 normal
430039,open declaration quick hierarchy lambda expression,ASSIGNED,P3 normal
430040,type type cannot convert,VERIFIED DUPLICATE of bug 429969,P3 normal
430041,send events elements dispose ieclipsecontext,VERIFIED FIXED,P3 blocker
430042,pk query parameter bind incorrect,RESOLVED FIXED,P3 normal
430043,cannot infer type arguments,VERIFIED DUPLICATE of bug 429969,P3 normal
430044,publish update site,CLOSED FIXED,P3 normal
430045,script application,CLOSED FIXED,P3 normal
430046,preference page category,RESOLVED FIXED,P3 normal
430047,always work,RESOLVED FIXED,P3 normal
430048,pass sso token transport callback,RESOLVED WONTFIX,P3 normal
430049,deprecation highlighter slow,CLOSED FIXED,P3 major
430050,outofmemoryerror open trace lot stream,ASSIGNED,P3 normal
430051,regression ctabrendering draw bottom tabs,NEW,P3 normal
430052,import rule cannot override,CLOSED DUPLICATE of bug 500402,P3 normal
430053,build white space break plugin,NEW,P3 normal
430054,request work,CLOSED INVALID,P3 normal
430055,unwanted fragment include equinox osgi framework launch configuration,RESOLVED WORKSFORME,P3 normal
430056,perform change via external subversive show actual status,RESOLVED FIXED,P3 normal
430057,format auto layout confine nest child table parent table first column width merge,RESOLVED FIXED,P3 critical with 1 vote
430058,update produce,RESOLVED FIXED,P3 normal
430059,notifications dev list break,RESOLVED FIXED,P3 normal
430060,command work properly use treeviewer viewfilter,RESOLVED WORKSFORME,P3 normal
430061,dialog small button blacklist entries,CLOSED DUPLICATE of bug 386125,P3 enhancement
430062,search form clip bottom pixels lowest row search field,CLOSED WORKSFORME,P3 normal
430063,tcf agent answer channel open hang forever,RESOLVED INVALID,P2 major with 1 vote
430064,dialog small button shortcut type filter,CLOSED DUPLICATE of bug 386125,P3 enhancement
430065,graphiti keyboard control work two diagram elements,CLOSED WORKSFORME,P3 normal
