id,title,status,importance
310000,make possible add project settings,NEW,P3 enhancement
310001,java support project settings automate javascript stub creation,NEW,P3 enhancement
310002,use workspace compliance,VERIFIED FIXED,P3 normal
310003,update configurator start properly,RESOLVED WORKSFORME,P3 normal
310004,translations sql editor templates cannot find,CLOSED FIXED,P3 normal
310005,alignment,CLOSED FIXED,P3 normal
310006,npe try uninstall update,CLOSED DUPLICATE of bug 309923,P3 normal
310007,deadlock cdt project model,RESOLVED FIXED,P3 critical
310008,failure command test,RESOLVED FIXED,P3 normal
310009,connections always release,RESOLVED FIXED,P1 blocker
310010,work,CLOSED FIXED,P1 blocker
310011,upgrade atf helios,NEW,P3 normal
310012,deadlock save file run together,RESOLVED WORKSFORME,P3 normal
310013,upgrade jetty,RESOLVED FIXED,P3 normal
310014,package explorer compress hierarchy apply filter,CLOSED DUPLICATE of bug 214823,P3 normal with 3 votes
310015,support batch write multiple table inheritance descriptors,RESOLVED FIXED,P3 normal
310016,stringindexoutofboundsexception readobject test,NEW,P3 normal
310017,group di package plugin,RESOLVED FIXED,P3 normal
310018,npe csourcenotfounddescriptionfactory,RESOLVED FIXED,P3 normal
310019,illegalargumentexception throw readobjecttests,NEW,P3 normal
310020,refactoring job aspect target file,NEW,P3 normal
310021,launch config tabs mnemonics,RESOLVED WORKSFORME,P3 normal
310022,update bugzilla test repositories latest version,RESOLVED FIXED,P3 normal
310023,cannot use focus cell render viewercolumns mode,NEW,P3 normal
310024,snippet break,NEW,P3 normal
310025,add dnd addons model compatibility executable,RESOLVED FIXED,P3 normal
310026,proxy work subversive connector discovery,RESOLVED DUPLICATE of bug 306786,P3 normal
310027,sashrenderer cause size children become uneven one child leave render,RESOLVED FIXED,P3 major
310028,unused filter problems filterable,VERIFIED FIXED,P3 normal
310029,npe use legacy,CLOSED FIXED,P3 normal
310030,problem detect new plugin project,RESOLVED WORKSFORME,P3 normal
310031,cannot install birt eclipse update manager,RESOLVED WORKSFORME,P3 major
310032,java platform documentation include eclipse help,RESOLVED INVALID,P3 enhancement
310033,avoid duplication version qualifiers,RESOLVED FIXED,P3 normal
310034,eclipse ide cpu maxes one,RESOLVED WONTFIX,P3 critical
310035,selectiondialog selection behavior differ windows mac os x,CLOSED FIXED,P3 normal
310036,polish feature base launch,RESOLVED FIXED,P3 normal
310037,transparent png palette entries render incorrectly,NEW,P3 normal
310038,export consume reference work connector,RESOLVED FIXED,P3 normal
310039,support,VERIFIED FIXED,P3 normal
310040,time analysis use mouse event trigger event notifications,CLOSED FIXED,P3 normal
310041,update wiki page director application,CLOSED FIXED,P3 normal with 1 vote
310042,variable show several time proposal list,RESOLVED FIXED,P3 normal
310043,unhelpful override message come,RESOLVED FIXED,P3 normal
310044,add search capability outline design view,CLOSED FIXED,P3 normal
310045,marketplace provide invalid urls solution image,RESOLVED DUPLICATE of bug 336960,P3 normal
310046,fly pointcut match,NEW,P3 enhancement
310047,jsdt properties file editor text font,RESOLVED FIXED,P3 normal
310048,add plugins,CLOSED WONTFIX,P3 normal
310049,project selection dialog show project,CLOSED FIXED,P3 normal
310050,compile error find daily build,CLOSED FIXED,P3 normal
310051,default null webappcontext,RESOLVED FIXED,P3 normal
310052,allow override stackframesvmnode event handle,RESOLVED FIXED,P3 normal
310053,add dependencies bugzilla feature,RESOLVED FIXED,P3 trivial
310054,alignment different language blank space mess,CLOSED WORKSFORME,P3 normal
310055,column icons misalign tableviewer scroll refresh,RESOLVED FIXED,P3 normal
310056,height measure cell increase switch order two measure chart view,NEW,P3 normal
310057,underline strikethrough line invisible label rotation,VERIFIED FIXED,P3 normal
310058,hudson send weird mail,RESOLVED FIXED,P3 normal
310059,provide button query page,RESOLVED FIXED,P3 enhancement
310060,feature navigation history,CLOSED WONTFIX,P3 normal
310061,color work pie,VERIFIED FIXED,P3 normal
310062,expandall customization,NEW,P5 enhancement
310063,automatic format apply xml template code,NEW,P3 enhancement
310064,transparent image render nicely cocoa swt,CLOSED DUPLICATE of bug 272592,P3 major
310065,restore default member sort order preference page add member type,RESOLVED FIXED,P3 normal
310066,series use pattern color invisible,VERIFIED FIXED,P3 normal
310067,use get error installation,CLOSED INVALID,P3 normal
310068,emf add ocl query wizard,NEW,P5 enhancement
310069,remove icons dialog appear dnd,VERIFIED FIXED,P3 trivial
310070,attempt beginrule match outer scope rule run,VERIFIED DUPLICATE of bug 305043,P3 normal
310071,add option disable automatic removal resources,NEW,P3 enhancement
310072,delete deprecate api,VERIFIED FIXED,P3 enhancement
310073,filteredtree set layout data,CLOSED DUPLICATE of bug 226155,P3 normal
310074,warn unnecessary boolean operations,NEW,P3 enhancement
310075,radar chart correct contain negative,VERIFIED FIXED,P3 normal
310076,remove select match work task search,RESOLVED FIXED,P2 normal
310077,etype reference ereference relative paths resolve absolute ones,NEW,P3 normal
