id,title,status,importance
90000,happy,RESOLVED FIXED,P3 normal
90001,breapoints incorrectly restore breakpoints begin session,RESOLVED WONTFIX,P3 normal
90002,breapoints incorrectly restore breakpoints begin session,RESOLVED DUPLICATE of bug 90001,P3 normal
90003,run cactus test web project,CLOSED FIXED,P3 enhancement
90004,detach windows random,NEW,P3 major
90005,create new feature result error,RESOLVED WORKSFORME,P3 normal
90006,extension element detail show deprecations,RESOLVED DUPLICATE of bug 84420,P3 normal
90007,common navigator use platform internals,CLOSED DUPLICATE of bug 90008,P3 normal
90008,common navigator use platform internals,CLOSED FIXED,P3 normal
90009,code assist lose visual selection,RESOLVED FIXED,P3 major
90010,reference fail mac os,RESOLVED NOT_ECLIPSE,P3 normal
90011,manifest verification ensure singleton true bundle contribute extensions,RESOLVED FIXED,P3 normal
90012,add tool build process find unused property string,CLOSED FIXED,P3 enhancement
90013,create new gla select update preferences page,CLOSED FIXED,P3 blocker
90014,run servlets tomcat latest integration build,CLOSED FIXED,P3 blocker
90015,content assist prefix name offset,RESOLVED FIXED,P3 normal
90016,several errors display tab set,RESOLVED FIXED,P3 normal
90017,error paste java,RESOLVED DUPLICATE of bug 90016,P3 normal
90018,native tooltips leave around ctabfolder,RESOLVED FIXED,P3 major
90019,help cannot view use eclipse remote x,RESOLVED FIXED,P3 normal
90020,cannot open different workspaces sdk longer,RESOLVED INVALID,P3 normal
90021,javadoc help show,VERIFIED DUPLICATE of bug 299384,P5 normal
90022,help package explorer action,RESOLVED FIXED,P3 normal
90023,browser content border consistent,NEW,P3 normal with 10 votes
90024,scroll code assist gp,RESOLVED WORKSFORME,P3 major
90025,classcastexception call,RESOLVED WORKSFORME,P3 normal
90026,help perspective bar action,VERIFIED FIXED,P3 normal
90027,npe start search,ASSIGNED,P5 normal
90028,help view show generic workbench help view specific help context,RESOLVED INVALID,P2 normal
90029,help marker view wrong,RESOLVED DUPLICATE of bug 70032,P3 normal
90030,copy work help view,RESOLVED FIXED,P3 normal
90031,adjust number columns memory view,VERIFIED FIXED,P3 enhancement
90032,drag file package explorer destructive,VERIFIED FIXED,P3 normal
90033,window title import wizard,CLOSED WONTFIX,P3 normal
90034,handle properties,CLOSED FIXED,P3 normal
90035,npe build workspace delete project,RESOLVED FIXED,P3 normal
90036,content namespace completion,RESOLVED FIXED,P4 normal
90037,execution flow view update new launch link viewer enable,CLOSED FIXED,P3 normal
90038,export product need smoother progress feedback,RESOLVED WONTFIX,P3 normal
90039,iproblembinding generate function enum type parameter,RESOLVED FIXED,P3 normal
90040,decoders understand,CLOSED FIXED,P3 normal
90041,decoders handle string literal beanpart,CLOSED WORKSFORME,P3 normal
90042,swt dll find product export,RESOLVED FIXED,P3 normal
90043,securityexception occur,RESOLVED FIXED,P3 normal
90044,show percentage work method detail view,CLOSED FIXED,P3 normal
90045,option availbale junit test suite,CLOSED WORKSFORME,P3 major
