id,title,status,importance
1,usability issue external editors,CLOSED FIXED,P3 normal
2,open repository resources honor type,RESOLVED FIXED,P5 normal
3,sync indicate deletion,RESOLVED FIXED,P5 normal
4,need better error message catch resource,RESOLVED FIXED,P5 normal
5,isharingmanager share api inconsistent,RESOLVED WONTFIX,P3 normal
6,api problems,RESOLVED INVALID,P5 normal
7,semantics preserve,RESOLVED WONTFIX,P5 normal with 1 vote
8,support,RESOLVED WONTFIX,P3 normal
9,vcm implementation disallow root resource pass,RESOLVED WONTFIX,P3 normal
10,api vcm event notification,VERIFIED FIXED,P3 normal
11,map vcm project workspace project,RESOLVED WONTFIX,P3 normal
12,support policies,RESOLVED WONTFIX,P3 normal
13,cc local versioning,VERIFIED FIXED,P3 normal
14,readme cannot run cvs command line client eclipse generate workspace,RESOLVED WONTFIX,P3 normal
15,ssh investigation,RESOLVED INVALID,P3 normal
16,button,RESOLVED FIXED,P5 normal
17,look gender change case,RESOLVED FIXED,P5 normal
18,implement life cycle management merge managers,RESOLVED WONTFIX,P3 normal
19,repo able pick branch catchup,RESOLVED WONTFIX,P4 normal
20,workspace file,RESOLVED FIXED,P2 normal
21,local workspace,RESOLVED WONTFIX,P5 normal
22,persist share recommendations project version reference,RESOLVED WONTFIX,P3 normal
23,scrublocalaction longer,RESOLVED INVALID,P5 normal
24,performance refresh,VERIFIED FIXED,P3 normal
25,need vcm prefs default repo connection,RESOLVED DUPLICATE of bug 28126,P3 normal
26,need able create new repo connection selection dialog,RESOLVED INVALID,P5 normal
27,declare versions create use rtag,VERIFIED FIXED,P3 normal
28,vcm properties page show author versions none,RESOLVED INVALID,P5 normal
29,internationalization,RESOLVED FIXED,P3 normal
30,server file consider client,RESOLVED WONTFIX,P5 normal with 3 votes
31,replace team stream switch repository,VERIFIED FIXED,P3 normal
32,delete properties vcm,VERIFIED FIXED,P3 normal
33,delete team stream lock vcm,VERIFIED FIXED,P3 normal
34,filter project,RESOLVED WONTFIX,P5 normal
35,cvs modification timestamps,VERIFIED FIXED,P3 normal
36,resource cvs,RESOLVED WONTFIX,P3 normal
