id,title,status,importance
360000,symbolic link delete accidentally delete try create file name,NEW,P3 major
360001,const function parameter modifier result undefined method java error,CLOSED FIXED,P1 normal
360002,npe error add jpa annotation class constructor,VERIFIED FIXED,P3 normal
360003,ui freeze indefinitely save debug file,NEW,P3 major
360004,date field display funny variables view,CLOSED FIXED,P3 normal
360005,make size themable,ASSIGNED,P4 enhancement
360006,request create tycho integration test job,RESOLVED FIXED,P3 normal
360007,wrong ecore model inference,CLOSED WONTFIX,P3 normal
360008,library const constupd decimal incorrectly produce validation errors,CLOSED FIXED,P3 normal
360009,fail test run,NEW,P3 normal
360010,decimal point separator,RESOLVED WORKSFORME,P3 minor
360011,set,CLOSED FIXED,P3 enhancement
360012,annotation process modules without break tomcat later,RESOLVED FIXED,P3 major
360013,support enums,RESOLVED FIXED,P3 normal
360014,mislead error message,CLOSED FIXED,P3 trivial
360015,npe column presentation change support list column ids,RESOLVED FIXED,P3 normal
360016,available update site list clear update,CLOSED DUPLICATE of bug 357879,P3 normal
360017,full screen mode,ASSIGNED,P3 normal
360018,deploy sql bind convert workspace uris inlined,CLOSED FIXED,P3 enhancement
360019,need way client set different default server port,NEW,P3 enhancement
360020,json bind add support,RESOLVED FIXED,P3 normal
360021,change make sql access specification attach,ASSIGNED,P3 enhancement
360022,get illegalargumentexception,NEW,P3 normal
360023,sql npe throw exit program use prepare statement,CLOSED FIXED,P3 normal
360024,maven report virgo bundlor plugin descriptor,CLOSED FIXED,P3 normal
360025,cannot enter comma breakpoint action name,NEW,P3 minor
360026,exception throw get row exist,CLOSED INVALID,P3 normal
360027,java compile error pass decimal reference variable number parameter,CLOSED FIXED,P1 normal
360028,qualifiers differ indigo repo linux tool repo,RESOLVED WONTFIX,P3 major
360029,default select statement generate sql open statement,CLOSED FIXED,P3 normal
360030,rename refactoring work file content type,NEW,P3 normal
360031,editor use sprites annotation icons,RESOLVED WONTFIX,P3 normal
360032,variations pass decimal variables number parameter,CLOSED FIXED,P1 normal
360033,use image image span,RESOLVED FIXED,P3 normal
360034,run,RESOLVED FIXED,P3 normal
360035,os x cocoa core dump switch workspaces,NEW,P3 normal
360036,choice items still traffic single image,RESOLVED FIXED,P3 normal
360037,please check compatibility jaxen,VERIFIED FIXED,P3 normal
360038,git status table image,RESOLVED WONTFIX,P3 normal
360039,facetprojectcreationdatamodelprovider null check model dispose method,RESOLVED FIXED,P3 major
360040,date print different format second,CLOSED FIXED,P3 normal
360041,tool repeatable sprite generation,RESOLVED WONTFIX,P3 normal
360042,result set close first record,CLOSED WORKSFORME,P3 normal
360043,folder deployment descriptor field display correct options two mappings contain dd,RESOLVED FIXED,P3 normal
360044,add new performance test target model load,RESOLVED FIXED,P3 normal
360045,portal talk sql server,RESOLVED FIXED,P3 blocker
360046,create task repository team repositories view prompt create query,RESOLVED FIXED,P3 minor
360047,foul scanner discovery,CLOSED WONTFIX,P3 minor
360048,linux tool repo list come aggregate,CLOSED FIXED,P3 normal
360049,work,CLOSED FIXED,P3 normal
360050,new hackergotchi andrew overholt,VERIFIED FIXED,P3 normal
360051,exclude,RESOLVED FIXED,P3 major
360052,new api monitor ui delay,VERIFIED FIXED,P3 enhancement with 1 vote
360053,,CLOSED DUPLICATE of bug 360045,P3 normal
360054,close internal browser hang eclipse ui,CLOSED DUPLICATE of bug 311192,P3 critical
360055,prompt users disable subtasks match,RESOLVED FIXED,P3 enhancement
360056,work format variable declaration,CLOSED INVALID,P3 normal
360057,update installation fail,CLOSED DUPLICATE of bug 317785,P3 major
360058,npe newclasscodegenerator attempt create file source root,RESOLVED FIXED,P3 normal
360059,behave document,NEW,P3 minor
360060,log onto portal give mysql error,CLOSED DUPLICATE of bug 360045,P3 critical
360061,deprecate params favour use configure,RESOLVED FIXED,P3 minor
360062,migrate planet eclipse cvs git,RESOLVED FIXED,P3 normal
360063,work case,RESOLVED WONTFIX,P3 normal
360064,try install android adt plugin get error,RESOLVED WORKSFORME,P3 major
360065,npe,RESOLVED WORKSFORME,P3 normal with 2 votes
360066,jsps reference elements compile,RESOLVED FIXED,P3 major
360067,support xml inclusions,ASSIGNED,P3 normal
360068,use iframe work,RESOLVED FIXED,P3 blocker
360069,windowbuilder databindings replace exist usage pojoproperties beanproperties,CLOSED FIXED,P3 normal
360070,spurious npe break source code databinding without save reload inbetween,CLOSED WORKSFORME,P3 normal
360071,commit viewer commit comment field show wrong branch,RESOLVED INVALID,P3 major
360072,evaluate operations define via oclinecore interactive console yield oclinvalid,CLOSED FIXED,P3 normal
360073,history view must filter change file commit,VERIFIED FIXED,P3 major
360074,iae rename java file,CLOSED FIXED,P3 normal
360075,invalid keybindings connections command,NEW,P3 normal
360076,iapplicationstore align isessionstore,RESOLVED FIXED,P3 enhancement
360077,github mirror repositories,CLOSED NOT_ECLIPSE,P3 normal
360078,use remote name gerrit,RESOLVED FIXED,P3 normal
360079,still work filter text field extensions page plugin editor,VERIFIED FIXED,P3 normal
360080,,RESOLVED WORKSFORME,P3 normal
360081,diagram table disappear model explorer,CLOSED FIXED,P3 normal
360082,gerrit clone fail exist,RESOLVED DUPLICATE of bug 357781,P3 normal
360083,string cells edit,NEW,P5 normal
360084,type onclicklistener cannot resolve type,RESOLVED INVALID,P3 normal
360085,valgrind always clear error markers,VERIFIED FIXED,P3 major
360086,portal serve old plan data,RESOLVED FIXED,P3 normal
360087,valid pom file appear maven configuration problem,CLOSED NOT_ECLIPSE,P3 normal
360088,requirement association work,CLOSED FIXED,P3 normal
