id,title,status,importance
210000,need stag directory create sign,RESOLVED FIXED,P3 blocker
210001,cancel open blank compare editor,ASSIGNED,P3 enhancement
210002,request change jar directory,CLOSED INVALID,P3 minor
210003,install fail database create,CLOSED WONTFIX,P3 normal
210004,update stepstone code base,RESOLVED FIXED,P1 critical
210005,gui install obscure password,CLOSED WONTFIX,P4 enhancement
210006,first pass engine cleanup,RESOLVED FIXED,P3 normal
210007,modules use time,NEW,P3 normal
210008,import package remove,NEW,P3 normal
210009,generate primary key use unsupported type bigdecimal oracle,VERIFIED FIXED,P2 normal
210010,source option ear export wizard,CLOSED INVALID,P3 normal
210011,sometimes open java file filter package explorer,RESOLVED FIXED,P2 normal
210012,validation test manifest miss dependency,CLOSED FIXED,P3 major
210013,classpath variables need preference transfer,RESOLVED WONTFIX,P3 enhancement
210014,get reentrant call viewer warn,NEW,P3 normal
210015,package parade,RESOLVED FIXED,P3 normal
210016,utility methods spyformtoolkit,ASSIGNED,P3 normal
210017,duplicate structure sync view,ASSIGNED,P3 normal
210018,improve save image functionality,RESOLVED WORKSFORME,P3 normal
210019,nest designate initializers resolve,NEW,P3 normal with 3 votes
210020,add zoom control screenshot editor,RESOLVED DUPLICATE of bug 277245,P5 enhancement
210021,combobox border disappear build,RESOLVED FIXED,P4 trivial
210022,add support populate local task editor taskselection,RESOLVED FIXED,P3 normal
210023,another npe defaultwatchexpressionmodelproxy,VERIFIED FIXED,P3 normal
210024,topic element problems construct itopic,NEW,P3 normal
210025,tomcat server cannot replace temp file publish,CLOSED FIXED,P3 major with 1 vote
210026,problem pluginmodelmanager,RESOLVED FIXED,P3 normal
210027,treemodellabelprovider cancel stale,VERIFIED FIXED,P3 major
210028,screenshot tool capture multiple display properly,RESOLVED FIXED,P4 normal
210029,text task search result cut long summaries,RESOLVED FIXED,P3 minor
210030,buildexception coreexception,NEW,P3 normal
210031,skeleton file merge scenarios,NEW,P3 normal
210032,nullpointerexception weave class switch case class member enum,RESOLVED DUPLICATE of bug 175039,P3 minor
210033,nullpointerexception modelqueryadapterfactoryforxml eclipse,RESOLVED WORKSFORME,P3 normal
210034,allow create new issue junit stack trace fail local task,RESOLVED DUPLICATE of bug 210022,P3 normal
210035,incoming indicator align correctly use group,NEW,P4 minor
210036,update jar paths use location work new db driver definition,CLOSED FIXED,P3 normal
210037,quick fix remove unnecessary,RESOLVED FIXED,P3 enhancement
210038,commit content phoenix project commit,RESOLVED FIXED,P3 normal
210039,need way reference global enablement elements,NEW,P3 enhancement
210040,activate automatic format java editor save,RESOLVED FIXED,P1 trivial
210041,retrievedocument set,CLOSED FIXED,P3 normal
210042,ebxml require classifications externalidentifiers,CLOSED FIXED,P3 normal
210043,exception occur discard change jpa xml file,NEW,P3 normal
210044,facesconfig validation erroneously flag enums case,CLOSED FIXED,P3 normal
210045,incorrect render editor task list,RESOLVED DUPLICATE of bug 204953,P3 major
210046,phantom errors editor,VERIFIED WORKSFORME,P3 normal with 1 vote
210047,grand total key appear new sort key editor,CLOSED FIXED,P3 normal
210048,support model designer,RESOLVED FIXED,P3 enhancement
210049,get schemas catalog value return database,CLOSED FIXED,P3 normal
210050,collapse virtual nod refresh user friendly,NEW,P3 major
210051,filter schema level virtual nod like tablenode need patch new feature enablement,CLOSED FIXED,P3 normal
210052,throw use remote java application mode debug web app,VERIFIED DUPLICATE of bug 186410,P3 major
210053,refresh object datasourceexplorer need user friendly,NEW,P3 normal
210054,axis label disappear select first series,CLOSED FIXED,P3 major
210055,create pie,CLOSED FIXED,P3 critical
210056,make hierarchicaldecorationcontext api,ASSIGNED,P3 enhancement with 1 vote
210057,way disable java code,RESOLVED INVALID,P3 normal
210058,selectprovideraction api,RESOLVED WONTFIX,P3 normal
210059,properly evaluate project name dynamic web project wizard,CLOSED FIXED,P3 normal
210060,preselect project jira create new task project exist,RESOLVED FIXED,P3 enhancement
210061,category data item get display,RESOLVED FIXED,P3 normal
210062,comfirmex dialog handle action,RESOLVED WORKSFORME,P3 normal
210063,xgl enable suse blur confirmex dialog long long url string,RESOLVED FIXED,P3 major
210064,exception throw preview report crosstab bind cub,CLOSED FIXED,P3 normal
210065,breakpoints ignore remote debug weblogic,RESOLVED NOT_ECLIPSE,P3 normal
210066,birt resolve wtp build,CLOSED FIXED,P3 blocker
210067,cdt sdk feature include cdt feature rather dependency,RESOLVED FIXED,P3 enhancement
210068,select one report click create report project create project three report,CLOSED FIXED,P3 normal
210069,find button menu item,RESOLVED WORKSFORME,P3 normal
210070,type hierarchy unpredictable,VERIFIED FIXED,P3 major
210071,change marker file never disappear,RESOLVED NOT_ECLIPSE,P3 normal
210072,handler,RESOLVED WONTFIX,P3 normal
210073,exception throw preview attach report design web viewer,CLOSED FIXED,P3 normal
210074,icon properties view toolbar confuse,NEW,P3 normal
210075,error pop add rule detail row,CLOSED WORKSFORME,P3 normal
210076,new property idecorationcontext alternative resource mappings,NEW,P3 normal with 1 vote
210077,build deploy package use cxf,RESOLVED FIXED,P3 normal
210078,birt web project fail set birt component project facet,CLOSED FIXED,P3 major
210079,disassembly debug work,RESOLVED WONTFIX,P3 normal
210080,engine fail initialize engine jar classpath,NEW,P3 normal
210081,provide way run engine without osgi,NEW,P3 enhancement
210082,key bind popup also show command bind prefix,NEW,P3 normal with 1 vote
210083,dialog create view part upon node expansion,RESOLVED FIXED,P3 normal
210084,lose bottom chart preview pdf,CLOSED DUPLICATE of bug 209769,P3 normal
210085,please add support itanium,RESOLVED FIXED,P3 blocker
210086,expansion multiselection work properly,RESOLVED FIXED,P3 normal
210087,switch model include change set,ASSIGNED,P5 minor
210088,ctrl click work singleton object methods,CLOSED WORKSFORME,P3 major
210089,xsdecorebuilder incorrectly set default value attribute,VERIFIED FIXED,P3 normal
210090,decode escape character correctly,VERIFIED FIXED,P3 major
210091,xsdecorebuilder incorrectly set default value attribute,VERIFIED FIXED,P3 normal
210092,npe change run debug properties rundebugpropertiespage,NEW,P3 normal
210093,always return,RESOLVED FIXED,P3 blocker
210094,create type hierarchy report progress,VERIFIED FIXED,P3 normal
210095,form api font settings,RESOLVED WONTFIX,P3 enhancement with 1 vote
210096,error mylyn new feature installation,RESOLVED WORKSFORME,P3 normal
210097,birt tutorial,RESOLVED INVALID,P3 normal
210098,label activity,VERIFIED FIXED,P3 normal
210099,ssl preference page restore default anything,RESOLVED FIXED,P3 normal
210100,copy project different location import liles location project,CLOSED INVALID,P3 major
210101,large image appear formheading,RESOLVED FIXED,P3 normal
210102,color search match show match color also select,RESOLVED WONTFIX,P3 enhancement
210103,occurrences file select current line,NEW,P3 enhancement
210104,hook registry elements activate lifecycle,NEW,P3 enhancement
210105,activityedge connector notation support,NEW,P3 normal
210106,copy folder multiple collision rename cause collision detection fail,CLOSED FIXED,P3 normal
210107,attempt use cause stack overflow,RESOLVED FIXED,P3 major
210108,outdent work code indent space,CLOSED FIXED,P1 normal with 1 vote
210109,constants ifileservice instead ifileserviceconstants,RESOLVED FIXED,P3 enhancement
210110,generate deployment descriptor stub grey,RESOLVED WORKSFORME,P3 normal
210111,mix old new style parameters,RESOLVED FIXED,P3 normal
210112,planeteclipse update blog modifications,RESOLVED WORKSFORME,P3 normal
210113,mapparameter message definition generate compile errors,RESOLVED FIXED,P3 normal
210114,assymetric treatment compiler limitations,RESOLVED FIXED,P3 minor
210115,npe getter call dispose observable,VERIFIED FIXED,P3 normal
210116,cdt spell errors,RESOLVED FIXED,P3 normal
210117,provide tptp icon,CLOSED FIXED,P1 normal
210118,please add support itanium,RESOLVED FIXED,P3 blocker
210119,formtext wrap long urls nicely,NEW,P3 normal
210120,project creation reflect project explorer,RESOLVED WORKSFORME,P3 major
210121,please add support itanium,VERIFIED FIXED,P3 enhancement
210122,selectedresourcemanager try hard enough get select resource,RESOLVED WORKSFORME,P3 normal
210123,access,RESOLVED DUPLICATE of bug 209025,P3 normal
210124,markersview listen build job,VERIFIED FIXED,P3 normal
