id,title,status,importance
500000,format indentation lambda expressions,RESOLVED FIXED,P3 major with 1 vote
500001,job platform hipp fail random errors,RESOLVED FIXED,P3 blocker
500002,invocation gdb expand variables use specify application,ASSIGNED,P3 normal with 1 vote
500003,xml catalog plugin specify entries make wrong type,NEW,P3 normal
500004,syntax error unterminated comment,RESOLVED FIXED,P3 normal
500005,delete quote cause whole file go,RESOLVED FIXED,P3 normal
500006,elementchangedevent fire consumption indexingevent break,RESOLVED FIXED,P3 normal
500007,photran indexer fail large parameter list fix form,NEW,P3 normal
500008,incorrect whitelist functionality,RESOLVED FIXED,P3 normal
500009,incorrect error message,RESOLVED FIXED,P3 normal
500010,exception throw model inferrer incorrect query file,RESOLVED FIXED,P3 normal
500011,cleanup old callisto sit,RESOLVED FIXED,P3 normal
500012,invention back jls,RESOLVED WORKSFORME,P3 minor
500013,keyboard leave right arrow key slow unresponsive,CLOSED FIXED,P3 normal with 1 vote
500014,define dependencies file,NEW,P3 enhancement
500015,unreachable repositories parent pom,CLOSED WORKSFORME,P3 blocker
500016,versioning parent pom,RESOLVED FIXED,P3 enhancement
500017,cdt install,NEW,P3 normal
500018,compiler problem pointcut parameter bind,NEW,P3 normal
500019,eclipse neon cdt syntax highlight wrong call macros reference,CLOSED DUPLICATE of bug 490415,P3 normal
500020,cdt indexer notice change header file reference project,NEW,P3 normal
500021,context sensitive help work arduino zero,NEW,P3 normal
500022,option deselect inherit methods,NEW,P3 enhancement
500023,project explore lose cannot click file open,RESOLVED WORKSFORME,P3 major with 1 vote
500024,fix glitches regard externalannotationstatus,VERIFIED FIXED,P3 normal
500025,import connections fail bpmnedge source target element,RESOLVED FIXED,P3 blocker
500026,hipp january,RESOLVED FIXED,P3 normal
500027,grant access jonahkichwacoders github account january source,RESOLVED FIXED,P3 normal
500028,blank line package cause error unknown prototcol,NEW,P3 normal
500029,add security framework gate certain script engine action,CLOSED FIXED,P3 major
500030,high power consumption,CLOSED INVALID,P3 enhancement
500031,emf download website outdated,CLOSED FIXED,P3 normal
500032,,VERIFIED WORKSFORME,P3 normal
500033,selection allow classcastexception,NEW,P3 blocker with 2 votes
500034,unhandled event loop exception,CLOSED DUPLICATE of bug 466929,P3 normal
500035,proceedingjoinpoint change order input parameters,RESOLVED FIXED,P3 major
500036,add cucumber dependency,NEW,P3 normal
500037,use project relative path system xml,NEW,P3 normal
500038,add eclipse eavp january oomph provision,NEW,P3 enhancement
