id,title,status,importance
340000,adapt rap current version,RESOLVED FIXED,P3 normal
340001,remove current solution serialize eannotations,RESOLVED FIXED,P3 major
340002,layout break,RESOLVED FIXED,P2 major
340003,refactoring dialog hang,RESOLVED FIXED,P3 normal
340004,available software sit work,RESOLVED WONTFIX,P3 normal
340005,store give value application scope,RESOLVED FIXED,P1 normal
340006,context configuration stop work webapp update,ASSIGNED,P3 normal
340007,workbench exceptionhandler session scope,RESOLVED FIXED,P1 normal
340008,consider session scope,RESOLVED FIXED,P1 normal
340009,shall start contribute plugin,RESOLVED FIXED,P3 normal
340010,editingdomainfactorylistenerregistry shall create executable extension start,RESOLVED FIXED,P3 normal
340011,compositeeditorfactory name icompositeeditorfactory,CLOSED FIXED,P3 normal
340012,label identify mplaceholder marea seem concatenate,RESOLVED FIXED,P3 minor
340013,script remove native launcher artifacts,RESOLVED FIXED,P3 normal
340014,offer quick fix install miss dependencies repositories,RESOLVED INVALID,P3 enhancement
340015,syntax highlight recognize unicode escape,CLOSED DUPLICATE of bug 3533,P3 normal
340016,conflict dependencies due wrong tag,RESOLVED FIXED,P3 critical
340017,basic package contain web package,RESOLVED FIXED,P3 normal
340018,allow save export action config,NEW,P3 enhancement
340019,client side include minification,RESOLVED WONTFIX,P3 normal
340020,hide emf facet infra menu,CLOSED FIXED,P4 minor
340021,gdb process kill cancel launch,RESOLVED FIXED,P3 normal
340022,support precise rethrow,VERIFIED FIXED,P3 enhancement
340023,infinite swt error dialog close part live editor dialog,RESOLVED FIXED,P3 blocker with 1 vote
340024,jubula welcome page still mark text,CLOSED FIXED,P3 normal
340025,stack trace compiler error use perthis annotation rcp plugin,NEW,P3 normal
340026,handlers effect tool items toolbar,RESOLVED FIXED,P3 normal
340027,xbase compiler produce illegal java,CLOSED FIXED,P3 normal
340028,switch import xcore,NEW,P3 enhancement
340029,enum constructor throw exception report confuse error message,VERIFIED FIXED,P3 normal
340030,default window need change label,CLOSED DUPLICATE of bug 372523,P3 normal
340031,npe,CLOSED FIXED,P3 normal
340032,assertion failure file,RESOLVED WORKSFORME,P3 normal
340033,content fetch multiple time due minification,RESOLVED FIXED,P2 normal
340034,inconsistent handle whitespace preceeding token start character,NEW,P5 normal
340035,step delay lose export import,CLOSED FIXED,P3 normal
340036,provide maven integration plugin,CLOSED FIXED,P3 enhancement
340037,download page layout break,CLOSED FIXED,P3 normal
340038,response command debug,NEW,P3 major with 1 vote
340039,compare text model editable,RESOLVED FIXED,P3 normal
340040,support total timeout,RESOLVED FIXED,P3 normal
340041,npe throw use context menus gem console view open,RESOLVED FIXED,P3 normal
340042,perspective tree node editor include windows,RESOLVED FIXED,P3 normal
340043,qualifier,CLOSED FIXED,P3 normal
340044,fail set java nature import,RESOLVED FIXED,P3 normal
340045,add public api set comment commitcommentarea,NEW,P3 enhancement
340046,list scrollbar thumb look break ie constellation,RESOLVED FIXED,P3 normal
340047,improve schedule support recur task,NEW,P2 enhancement with 1 vote
340048,wrong activators,CLOSED FIXED,P3 normal
340049,parameterize logcommand use file paths,RESOLVED FIXED,P3 normal
340050,need improve category common repository,NEW,P3 normal
340051,test git log,RESOLVED FIXED,P3 normal
340052,get return commit within give range,RESOLVED FIXED,P3 normal
340053,get return response contain commit content detail,RESOLVED WONTFIX,P3 enhancement
340054,swt paint problems cocoa,RESOLVED FIXED,P3 major with 4 votes
340055,exception open diagram data input associations,RESOLVED NOT_ECLIPSE,P3 normal
