id,title,status,importance
270000,api tool description osgi minimumn must update,VERIFIED FIXED,P3 normal
270001,baseline location modification always trigger build,VERIFIED FIXED,P3 normal
270002,inspect expression get update,RESOLVED INVALID,P3 normal
270003,revert artifact unrecoverable,CLOSED FIXED,P3 normal
270004,default branch limit ability work across branch,CLOSED FIXED,P3 normal
270005,please add blog planeteclipse aggregator,RESOLVED WONTFIX,P3 normal
270006,npe terminate product,RESOLVED DUPLICATE of bug 270074,P3 minor
270007,register action require use standard command,CLOSED DUPLICATE of bug 379257,P3 enhancement with 10 votes
270008,ability extend bind beyond tag,VERIFIED FIXED,P3 enhancement
270009,remote peer synchronization type image miss,RESOLVED FIXED,P3 normal
270010,small change equinox aspects,RESOLVED FIXED,P3 normal
270011,jpa mappedbyid support,RESOLVED FIXED,P2 enhancement
270012,npe report swt error,RESOLVED DUPLICATE of bug 276371,P3 normal
270013,open include action always display outline view makefile editor,RESOLVED FIXED,P3 normal
270014,wikitext feature point incubator update site,RESOLVED FIXED,P2 normal
270015,rseserver fail run,RESOLVED FIXED,P3 enhancement
270016,unresolved method error parameter extra dimension,VERIFIED FIXED,P3 normal
270017,cascade lock incompatible versioning version base class first modify object process change detection private,RESOLVED FIXED,P3 major
270018,decorators confuse bracket order even process beforehand bidi entries,NEW,P3 minor
270019,er push comparison class btg,RESOLVED FIXED,P3 enhancement
270020,project support character,RESOLVED DUPLICATE of bug 211774,P3 normal
270021,expose two log level relate runtime mbean operations parameters,RESOLVED DUPLICATE of bug 262583,P3 normal
270022,definition break run svn update,RESOLVED FIXED,P3 normal
270023,show package registry,RESOLVED DUPLICATE of bug 249087,P3 enhancement
270024,jaxb errors process default name,RESOLVED FIXED,P3 normal
270025,output two mbean operations,RESOLVED WORKSFORME,P2 normal
270026,errors generate subclasses jaxbelement,RESOLVED FIXED,P3 normal
270027,local history view offer equivalent work file,NEW,P3 normal
270028,may throw npe,RESOLVED FIXED,P3 normal
270029,provisioner need download feature part process,RESOLVED DUPLICATE of bug 235416,P3 major
270030,tigerstripe generators correctly undeployed editor,CLOSED FIXED,P3 normal
270031,filelanguagemappingpropertypage throw npe open remote resource,RESOLVED FIXED,P3 normal
270032,plugin miss provider,VERIFIED FIXED,P3 minor
270033,incremental compilation aspects incoming,RESOLVED FIXED,P3 normal
270034,patch eclipse galileo,RESOLVED FIXED,P3 normal
270035,annotate java cheat sheet use java version,VERIFIED FIXED,P3 normal
270036,ui test suite run,RESOLVED FIXED,P3 normal
270037,classcastexception use statementjdbcdelegateprovider,CLOSED FIXED,P3 normal
270038,progressive filter remote systems view,RESOLVED DUPLICATE of bug 170150,P3 enhancement
270039,accessibility issue read image embed inside label,REOPENED,P3 normal
270040,modal swt dialogs stay top,CLOSED DUPLICATE of bug 262974,P3 normal
270041,first ant target invocation build open java project build automatically turn,RESOLVED FIXED,P3 normal
270042,upgrade cnf documentation isv guide,RESOLVED DUPLICATE of bug 274089,P3 normal
270043,sometimes search start without select seem start search,CLOSED INVALID,P3 normal
270044,rename index search doesnt return hit index,CLOSED FIXED,P3 normal
