id,title,status,importance
140000,need adopt structuredviewer platform ui,NEW,P3 normal
140001,plugin name dialog update,CLOSED FIXED,P3 normal
140002,,CLOSED DUPLICATE of bug 140025,P3 critical
140003,stop metatype migrate,VERIFIED FIXED,P3 normal
140004,plugin name provider name update,CLOSED INVALID,P3 normal
140005,provide setters,NEW,P3 normal
140006,mark condition jar,RESOLVED FIXED,P3 normal
140007,update remote delete file cause npe,VERIFIED FIXED,P3 normal
140008,new junit failures,CLOSED INVALID,P2 normal
140009,preaggegation use new option allow mix old new workbenches piagents,CLOSED FIXED,P1 critical
140010,docs page reference weave,RESOLVED FIXED,P3 enhancement
140011,perform consecutive http record,CLOSED DUPLICATE of bug 136743,P3 blocker
140012,anchor osgi javadoc dead,RESOLVED FIXED,P3 normal
140013,exception thread,RESOLVED FIXED,P3 enhancement
140014,edit part error semantic events come,RESOLVED DUPLICATE of bug 135968,P3 major
140015,deflater free eagerly true,VERIFIED FIXED,P3 normal
140016,build arm tech preview,CLOSED FIXED,P3 normal
140017,longer project string resize wizard,CLOSED FIXED,P3 normal
140018,wsil explorer fail add wsdl wsdl page,CLOSED WORKSFORME,P3 normal
140019,general navigation map,CLOSED FIXED,P2 normal
140020,deadlock,RESOLVED FIXED,P3 major
140021,javacore offer method create ipackagefragmentroot external jar,NEW,P3 enhancement
140022,junit launcher code fail eclipse,CLOSED WONTFIX,P3 blocker
140023,wizard categories ejb web,CLOSED FIXED,P3 normal
140024,containment proxies resolve automatic stereotype,VERIFIED FIXED,P3 normal
140025,arabic text display properly text field,REOPENED,P5 critical
140026,export datapool refresh workspace,CLOSED FIXED,P3 normal
140027,incorrect require version jdt,CLOSED WORKSFORME,P3 critical
140028,rename operation rename part elements,CLOSED FIXED,P3 normal
140029,export datapool directory,CLOSED FIXED,P3 major
140030,wsdl select element type invoke combo box,CLOSED FIXED,P3 normal
140031,wsdl miss property sheet bind,CLOSED FIXED,P3 normal
140032,expensive could easily cache,RESOLVED WONTFIX,P3 normal
140033,split package define mandatory directives,RESOLVED FIXED,P3 normal
140034,ask command null request,RESOLVED FIXED,P1 major
140035,bad copyright statement,CLOSED FIXED,P3 normal
140036,eclipse project image miss platform feature install,RESOLVED FIXED,P3 major
140037,npe,RESOLVED FIXED,P3 major
140038,split ui package define mandatory directives,RESOLVED FIXED,P3 normal
140039,website public constructor,RESOLVED WONTFIX,P3 normal
140040,sample need pde work,NEW,P3 normal
140041,concurrentmodificationexception,VERIFIED FIXED,P3 normal
140042,update information facets project runtimes,CLOSED FIXED,P3 normal
140043,miss version number feature,RESOLVED FIXED,P2 major
140044,add ability tie extension point activity,RESOLVED WONTFIX,P3 enhancement
140045,regenerate model pickup template change,VERIFIED FIXED,P3 normal
140046,update test file,CLOSED INVALID,P3 normal
140047,ant editor reject project attribute,RESOLVED WORKSFORME,P3 minor
140048,improper validation target server new ejb project wizard,CLOSED FIXED,P3 normal
140049,deprecate imageandmessagearea,VERIFIED FIXED,P3 normal
140050,cancel browse new type dialog deactivate combobox,CLOSED DUPLICATE of bug 148832,P3 normal
140051,new circular error overlay problem decorators,ASSIGNED,P3 enhancement
140052,lose focus,VERIFIED FIXED,P3 normal
140053,unable export report pdf chart,CLOSED FIXED,P2 major
140054,loss information birt report generate linux,CLOSED WONTFIX,P3 normal
140055,sdk feature icon different,RESOLVED FIXED,P3 normal
140056,,RESOLVED FIXED,P3 normal
140057,please harden illegalaccesserror,RESOLVED FIXED,P3 critical
140058,index view require description eclipse help,RESOLVED FIXED,P3 normal
140059,incoming markers appear often task list bugzilla query category,RESOLVED FIXED,P2 normal
140060,incorrect problem marker parent package,CLOSED INVALID,P3 normal
140061,double click context help button trample dialogs,RESOLVED DUPLICATE of bug 140306,P3 major
140062,jar add connector,CLOSED DUPLICATE of bug 145460,P2 major
140063,cannot start rac user cancel attach operation iac,CLOSED FIXED,P1 major
140064,error initiate project,RESOLVED INVALID,P3 blocker
140065,open deleteresourceaction subclasses,NEW,P3 enhancement
140066,products list login require,RESOLVED FIXED,P2 normal
140067,use batik gmf xerces wtp,CLOSED FIXED,P3 normal
140068,build arm engine rac,CLOSED FIXED,P3 normal
140069,problemindicationadapter adapter generate editor traverse entire tree,VERIFIED FIXED,P3 normal
140070,emfcompositesourcepropertydescriptor class must handle feature map case,RESOLVED FIXED,P3 normal
140071,unnecessary events move mouse overtop table tree,RESOLVED WONTFIX,P3 normal
140072,problems space file path,CLOSED FIXED,P1 normal
140073,rm create content support requirements,CLOSED FIXED,P2 major
140074,uncat add deployment discipline,CLOSED WONTFIX,P4 enhancement
140075,log dialog empty correlation,CLOSED FIXED,P3 normal
140076,partial line return may cause incorrect message string formatter continue log parse,CLOSED FIXED,P2 major
140077,paint event send table columns visible,RESOLVED WORKSFORME,P3 normal
140078,,RESOLVED FIXED,P3 normal
140079,enhance,RESOLVED FIXED,P3 normal
140080,return iworkspaceroot parent,VERIFIED FIXED,P3 major
140081,launch debugger cause segmentation,RESOLVED INVALID,P3 major
140082,way generate single page editor,VERIFIED FIXED,P3 enhancement
140083,problems launch process space program argument,CLOSED FIXED,P1 major
140084,formtext control tag support width height attribute,RESOLVED FIXED,P3 enhancement
140085,work products templates separate html page,CLOSED FIXED,P3 normal
140086,miss key,CLOSED FIXED,P3 normal
140087,variables view show change incorrectly node hide,RESOLVED WONTFIX,P3 normal
140088,add preference page automatically,RESOLVED FIXED,P3 enhancement
140089,internal error scroll debug view,CLOSED DUPLICATE of bug 125868,P3 normal
140090,source page label externalize,CLOSED FIXED,P3 minor
140091,library dependency,NEW,P3 enhancement
140092,wtp file need update,CLOSED DUPLICATE of bug 140093,P3 normal
140093,update file,CLOSED FIXED,P2 normal
140094,update oda plugins,CLOSED FIXED,P3 normal
140095,part welcome display national language,RESOLVED FIXED,P1 normal
140096,update file,CLOSED DUPLICATE of bug 140093,P3 normal
140097,eclipse doesnt start,RESOLVED DUPLICATE of bug 134608,P3 trivial
140098,initial help page need paragraph keyword index,RESOLVED DUPLICATE of bug 140058,P3 normal
140099,customize dialog font apply search scope page dynamic help,RESOLVED FIXED,P3 normal
140100,provide public api support idommodel,NEW,P3 enhancement
140101,focus cannot set field properties dialog task,VERIFIED FIXED,P3 normal
140102,focus cannot set field properties dialog breakpoint,VERIFIED FIXED,P3 normal
140103,premature end file run linux,CLOSED DUPLICATE of bug 137165,P2 major
140104,nullpointerexception targetplatformpreferencepage,RESOLVED FIXED,P3 normal
140105,eclipse hang wen error log open initialize java tool,RESOLVED INVALID,P3 critical
140106,code assist provide generalization methods,RESOLVED WONTFIX,P3 normal
140107,context help java applet configuration could find,VERIFIED FIXED,P3 normal
140108,authorization infrastructure instal,RESOLVED FIXED,P3 normal with 3 votes
140109,dynamic help display work directory launch configuration arguments tab,VERIFIED FIXED,P3 normal
140110,mock miss description birt product configuration,RESOLVED DUPLICATE of bug 139382,P3 major
140111,dynamic help display junit launch configuration main tab,RESOLVED FIXED,P3 normal
140112,ecoreeditor generate new option set false,VERIFIED FIXED,P3 enhancement
140113,universal version control client,RESOLVED WONTFIX,P3 enhancement
140114,select element could narrow super type,ASSIGNED,P3 enhancement
140115,show select type,RESOLVED DUPLICATE of bug 140114,P3 enhancement
140116,show view filter noop run within ide,RESOLVED WORKSFORME,P3 normal
140117,project name block open type action,VERIFIED DUPLICATE of bug 138184,P3 normal
140118,open navigation filenotfoundexception,RESOLVED FIXED,P3 normal
140119,epf shall support clearcase version control,CLOSED FIXED,P1 enhancement with 1 vote
140120,label disable automatic update preference page,RESOLVED FIXED,P3 normal
140121,horizontal width font error message dialog small,RESOLVED FIXED,P3 normal
140122,compare view jump use mouse wheel first time,RESOLVED DUPLICATE of bug 155771,P3 normal
140123,miss callback,VERIFIED FIXED,P3 normal
140124,preview filter list enable empty rename resource,RESOLVED WORKSFORME,P3 normal
140125,polish junit view junit view cannot handle,VERIFIED FIXED,P2 normal
140126,completioncontext instanciated clients api,VERIFIED FIXED,P3 minor
140127,npe edit datapool,CLOSED FIXED,P3 normal
140128,exception catch add variable empty datapool,CLOSED FIXED,P3 normal
140129,exception catch type text,CLOSED FIXED,P3 normal
140130,page gaurd ill behaing jar apps,CLOSED FIXED,P3 major
140131,type point draw,RESOLVED FIXED,P1 normal
140132,affect line draw,RESOLVED FIXED,P3 normal
140133,support resource key dynamic entries parameter,NEW,P3 normal
140134,require register flash movie embed html browser,RESOLVED WONTFIX,P3 normal with 3 votes
140135,hard add specific plugin work set,RESOLVED FIXED,P3 enhancement
140136,update,VERIFIED FIXED,P2 normal
140137,incorrect warn add prepackaged ejb jar file ear,CLOSED DUPLICATE of bug 140964,P3 normal
140138,web library dependencies package war file,CLOSED DUPLICATE of bug 128041,P3 major
140139,wsdl code generator insert space char front part break,CLOSED FIXED,P3 normal
140140,refactor econtentadapter flexible,VERIFIED FIXED,P3 enhancement
140141,fix handle stream failure,VERIFIED FIXED,P3 minor
140142,mylar update new install failure,RESOLVED WORKSFORME,P2 normal
140143,add support apis,CLOSED FIXED,P3 normal
140144,add problem indication generator editor,VERIFIED FIXED,P3 enhancement
140145,test failure use java,RESOLVED FIXED,P3 normal
140146,manifest jar selection dialog use dialog font,RESOLVED FIXED,P3 normal
140147,many prompt search update,RESOLVED WONTFIX,P3 normal
140148,file ignore java code style formatter profile choices,RESOLVED WORKSFORME,P3 normal
140149,ctrl shift keyboard shortcut work,CLOSED WORKSFORME,P3 normal
140150,context menu,RESOLVED FIXED,P3 normal
140151,turn parenthesis close work,RESOLVED DUPLICATE of bug 113544,P3 minor
140152,show override symbol pointcuts,NEW,P3 enhancement
140153,miss one parameter call,RESOLVED INVALID,P3 normal
140154,cut search dialog delete update clipboard,RESOLVED WORKSFORME,P3 normal
140155,incorrect assumptions,RESOLVED FIXED,P3 normal
140156,invalid method handle parameterized parameters source attach,VERIFIED FIXED,P3 normal
140157,scope submenu show checkbox never select,RESOLVED WORKSFORME,P3 minor
140158,diag command report cause filter match,RESOLVED WORKSFORME,P3 normal
140159,errordetail class cannot report script errors,RESOLVED FIXED,P3 major
140160,javadoc fielddecorationregistry api specify null dec description allow,VERIFIED FIXED,P3 normal
140161,arrayoutofbounds use jaxbcontext,CLOSED INVALID,P3 normal
140162,implement test lite generator fuctionality,RESOLVED FIXED,P3 normal
140163,set focus dialogpackageexplorer show second project wizard page,RESOLVED FIXED,P3 minor
140164,build edit source folder define semantics,VERIFIED FIXED,P3 normal
140165,support,VERIFIED FIXED,P3 enhancement
140166,move necessary client access internal class public api,RESOLVED FIXED,P3 major
140167,build add source folder act funnily exist folder name choose,VERIFIED FIXED,P3 normal
140168,ambiguous failure connection varargs,CLOSED FIXED,P3 normal
140169,exception generate editor properties close,VERIFIED FIXED,P3 normal
140170,process pde unable handle relative plugin paths list,RESOLVED DUPLICATE of bug 140173,P3 major
140171,updatemanifestoperation update classpath reference project exist manifest,CLOSED WONTFIX,P3 normal
140172,code assist propose method invocation varargs,RESOLVED WONTFIX,P3 normal
140173,process pde unable handle relative plugin paths list,RESOLVED FIXED,P3 major
140174,dtp connections fail jdbc drivers,CLOSED FIXED,P3 critical
140175,add information handle simple ids,VERIFIED FIXED,P3 normal
140176,extract interface work tag interfaces,VERIFIED FIXED,P3 normal
140177,change recorder attach content resource load,VERIFIED FIXED,P3 critical
140178,call resolve semantic element,REOPENED,P3 normal
140179,name default jdk set home,VERIFIED FIXED,P2 critical
140180,load default preferences break first time call,RESOLVED WONTFIX,P3 major
140181,fastxpath engine work sun jre,CLOSED FIXED,P3 major
140182,ejbcommandextension extension point documentation incomplete,CLOSED FIXED,P3 normal
140183,extract superclass pull methods,VERIFIED FIXED,P3 normal
140184,sql query result fail load platform start,CLOSED FIXED,P1 critical
140185,swt libraries outdated rac package,CLOSED WONTFIX,P3 major
140186,xylayouteditpolicy instal editparts figure gmfgraph model,RESOLVED FIXED,P3 normal
140187,provide option download websphere application server community edition server,CLOSED FIXED,P3 enhancement
140188,jrockit crash refactoring generic method contain,RESOLVED INVALID,P3 normal
140189,patch add enablement proposal,RESOLVED FIXED,P3 normal
140190,pde packager fail feature,RESOLVED DUPLICATE of bug 137660,P3 normal
140191,npe log full cu source,VERIFIED FIXED,P3 major
140192,null pointer exception data model diagram close,REOPENED,P5 normal
140193,npe,VERIFIED FIXED,P3 normal
140194,extension resolve correctly,RESOLVED WORKSFORME,P3 major
140195,single jar remain plugins,CLOSED DUPLICATE of bug 115191,P3 normal
