id,title,status,importance
60000,provide rcp template,VERIFIED FIXED,P3 normal with 1 vote
60001,need literal instancereference,CLOSED DUPLICATE of bug 69668,P3 normal
60002,minimize error message plugins miss,RESOLVED DUPLICATE of bug 68048,P3 enhancement
60003,specify absolute path,RESOLVED FIXED,P3 enhancement
60004,option check,RESOLVED DUPLICATE of bug 169991,P3 enhancement
60005,miss object information input run config dialog,RESOLVED FIXED,P3 normal
60006,new project wizard able templates page use templates,RESOLVED INVALID,P3 minor
60007,npe build script generation feature,RESOLVED FIXED,P3 normal
60008,remove relate documentation doc plugins,CLOSED FIXED,P3 normal
60009,run arguments work directory read,RESOLVED INVALID,P3 normal
60010,auto manage view action move view menu,VERIFIED FIXED,P3 normal
60011,npe anteditor shutdown,VERIFIED FIXED,P3 normal
60012,open external file work file least,RESOLVED DUPLICATE of bug 58179,P3 major
60013,labelcreationpolicy work swt,CLOSED FIXED,P3 normal
60014,use state things,RESOLVED FIXED,P3 normal
60015,incorrect warn,RESOLVED FIXED,P2 normal
60016,run arguments work directory read,VERIFIED FIXED,P3 normal
60017,bring class give error log message widget,CLOSED FIXED,P3 normal
60018,empty makefile cause trouble,RESOLVED FIXED,P3 normal
60019,miss object information input run config dialog,RESOLVED DUPLICATE of bug 60005,P3 normal
60020,error view class members variable,RESOLVED FIXED,P3 normal
60021,miss object information input run config dialog,RESOLVED DUPLICATE of bug 60019,P3 normal
60022,feature feature editor export throw filenotfoundexception,VERIFIED FIXED,P3 normal
60023,swt reparent cause bad code generation,CLOSED FIXED,P3 major
60024,memory view code could make use debug plugin log support,VERIFIED FIXED,P3 minor
60025,display view miss icon clear action,VERIFIED FIXED,P3 normal
60026,miss object information input make project properties,RESOLVED FIXED,P2 normal
60027,refactoring framework use move inner class,RESOLVED WONTFIX,P3 enhancement
60028,palette performance poor many drawers many items inside,RESOLVED FIXED,P3 normal
60029,unexpected outgo change project,RESOLVED DUPLICATE of bug 58047,P3 normal
60030,feature much space info tabs info text field,VERIFIED FIXED,P3 normal
60031,feature classcastexception add,RESOLVED FIXED,P3 normal
60032,object reference table stack top viewer,CLOSED FIXED,P3 normal
60033,feature throw swtexception,VERIFIED FIXED,P3 normal
60034,npe dirtybuffervalidationstate,RESOLVED DUPLICATE of bug 59214,P3 normal
60035,case statements comment,RESOLVED DUPLICATE of bug 49178,P3 normal
60036,feature add require section appear tableviewer,VERIFIED FIXED,P3 normal
60037,junit preference page checkboxes list view readable,RESOLVED FIXED,P3 normal
60038,selectionsearch fail upon,RESOLVED FIXED,P3 normal
60039,return value part close,RESOLVED FIXED,P2 major
60040,verifyerror class compile run sclipse,RESOLVED DUPLICATE of bug 57743,P3 major with 1 vote
60041,feature install handler url throw malformedurlexception,VERIFIED FIXED,P3 normal
60042,monaco font osx,RESOLVED WONTFIX,P3 normal
60043,incoherent sequence method events report jvmpi,CLOSED INVALID,P3 major
60044,open editor system menu restore open,CLOSED FIXED,P3 major
60045,feature editor throw classcastexception,RESOLVED FIXED,P3 normal
60046,feature include feature section show include feature,VERIFIED FIXED,P3 normal
60047,black check box,RESOLVED DUPLICATE of bug 56638,P3 normal
60048,jvm crash eclipse startup,RESOLVED DUPLICATE of bug 34940,P3 major
60049,java breakpoint refactoring support package rename move,VERIFIED FIXED,P3 normal
60050,java breakpoint refactoring support project rename,VERIFIED FIXED,P3 normal
60051,launch ant buildfile errors,VERIFIED FIXED,P3 enhancement
60052,undo available refactoring,RESOLVED FIXED,P3 normal
60053,probe compiler must support name package,CLOSED FIXED,P3 major
60054,schema much space documentation tabs documentation text field,RESOLVED DUPLICATE of bug 60030,P3 minor
60055,schema wrong overlay reference object,RESOLVED FIXED,P3 normal
60056,schema element grammar section nothing,RESOLVED INVALID,P3 normal
60057,eclipce start instal folder whitch name contain,RESOLVED DUPLICATE of bug 3109,P3 trivial
60058,schema classcastexception paste action,RESOLVED FIXED,P3 normal
60059,return introduction,CLOSED FIXED,P3 normal
60060,site site layout parameters retain,RESOLVED INVALID,P3 normal
60061,site site layout paths allow url edit,RESOLVED FIXED,P3 normal
60062,commit change,RESOLVED DUPLICATE of bug 23765,P3 normal
60063,emacs mode also bind close,VERIFIED FIXED,P1 normal
60064,memory preference page miss mnemonic,VERIFIED FIXED,P3 trivial
60065,system color incorrect,RESOLVED WONTFIX,P3 normal
60066,context popup window resize correcly,RESOLVED DUPLICATE of bug 54943,P3 normal
60067,ant editor add marker cannot delete,VERIFIED FIXED,P2 major
60068,tablecursor crash scroll vertically empty table,RESOLVED FIXED,P3 critical
60069,npe contextinformationpopup,VERIFIED FIXED,P2 critical
60070,abstractcontrolcontentassistsubjectadapter leak cuehandler,RESOLVED FIXED,P3 major
60071,need way activate action set programmatically,RESOLVED DUPLICATE of bug 6929,P3 normal
60072,noclassdeffounderror access preference page,RESOLVED INVALID,P3 normal
60073,npe semantichighlightingpresenter,RESOLVED FIXED,P3 normal
60074,invalid thread access,RESOLVED DUPLICATE of bug 58709,P3 normal
60075,build failure plugin,CLOSED FIXED,P3 normal
60076,intro content stay even intro maximize,CLOSED FIXED,P2 minor
60077,npe javasearchtablecontentprovider,RESOLVED FIXED,P3 normal
60078,npe astconverter,VERIFIED FIXED,P3 normal
60079,drop button explicit delete button setbounds line remove,CLOSED FIXED,P3 major
60080,table line display use,CLOSED WORKSFORME,P3 major
60081,illegal target jump branch,VERIFIED FIXED,P3 normal
60082,fileport need add file,CLOSED FIXED,P3 normal
60083,package navigator refresh,RESOLVED INVALID,P3 normal
60084,indexer reduce priority run background,RESOLVED FIXED,P3 normal
60085,change compiler prefs reflect ui,RESOLVED FIXED,P3 normal
