id,title,status,importance
190000,enhancement,RESOLVED FIXED,P3 major
190001,avoid unnecessary duplicate query filter,RESOLVED FIXED,P3 normal
190002,provide way get viewer control,NEW,P3 enhancement
190003,dialogs isv doc date,VERIFIED FIXED,P3 normal
190004,test tree viewer automatically refresh,CLOSED WORKSFORME,P2 major
190005,share resource set across diagram navigators,RESOLVED DUPLICATE of bug 189974,P3 normal
190006,empty string associate element,VERIFIED FIXED,P3 normal
190007,clean stale entries master table,ASSIGNED,P3 minor
190008,plugin compile,RESOLVED DUPLICATE of bug 192728,P3 normal
190009,exceptions throw remove module ear,RESOLVED DUPLICATE of bug 195179,P3 major
190010,search terminate work,CLOSED FIXED,P3 normal
190011,comment number wrong bugzilla confured comment,RESOLVED DUPLICATE of bug 165968,P3 normal
190012,miss link password request page,CLOSED FIXED,P3 normal
190013,move file extremely slow block ui,RESOLVED FIXED,P1 critical
190014,truncations dropdown list,RESOLVED FIXED,P2 trivial
190015,remove search result take,RESOLVED FIXED,P3 normal
190016,add,RESOLVED FIXED,P3 normal
190017,need handle delete file,ASSIGNED,P3 normal
190018,add datapool support external test suite invocations,CLOSED WONTFIX,P2 major
190019,attch java process show agent vista use iac,CLOSED DUPLICATE of bug 190903,P1 critical
190020,work help panel,NEW,P3 normal
190021,products component obviously relate membership page editor component,CLOSED FIXED,P3 normal
190022,cs truncate error msg,RESOLVED WONTFIX,P3 major
190023,apostrophe miss compare local history,VERIFIED FIXED,P3 normal
190024,function button small,RESOLVED FIXED,P3 minor
190025,de truncation new highlight panel,CLOSED FIXED,P3 trivial
190026,es line available show line message,CLOSED FIXED,P3 major
190027,provider name activity diagram correct,VERIFIED FIXED,P3 blocker
190028,browser cleanup,RESOLVED FIXED,P3 normal
190029,share view reference page need reorganize,VERIFIED FIXED,P3 normal
190030,batik file need update date,RESOLVED FIXED,P3 normal
190031,xerces file need update date,RESOLVED FIXED,P3 normal
190032,lpg file need update date,RESOLVED FIXED,P3 normal
190033,add library build support,RESOLVED FIXED,P3 normal
190034,build break wse miss,CLOSED FIXED,P3 blocker
190035,plugin content change since wthout version incrementing,VERIFIED FIXED,P3 normal
190036,help cannot,RESOLVED WORKSFORME,P3 minor
190037,provide hook accessibility feature add filteredlist elementlistselectiondialog,RESOLVED WORKSFORME,P3 normal
190038,help cannot,RESOLVED WORKSFORME,P3 minor
190039,cs incorrect en string,CLOSED FIXED,P3 minor
190040,de bad line break select data panel,CLOSED FIXED,P3 minor
190041,sign zip file jarprocessor ant task result fake command,RESOLVED FIXED,P3 normal
190042,configuration icons disable include folder select,RESOLVED FIXED,P3 normal
190043,sml validator run non ui thread,CLOSED FIXED,P1 major
190044,featurevalueconversionexception type attribute,VERIFIED FIXED,P3 normal
190045,cannot create new configuration default configuration,RESOLVED FIXED,P3 normal
190046,resourceexception uninstalling facet autobuild,NEW,P3 normal
190047,dnd treeviewer work linux,RESOLVED WORKSFORME,P3 critical
190048,need equivalent public api,RESOLVED FIXED,P3 normal
190049,upgrade mozilla rhino,RESOLVED FIXED,P3 normal
190050,incorrect date,RESOLVED FIXED,P3 blocker
190051,english panel,CLOSED FIXED,P3 major
190052,incorrect date,RESOLVED FIXED,P3 blocker
190053,truncate string,CLOSED DUPLICATE of bug 190067,P3 major
190054,truncations runtime tab,CLOSED DUPLICATE of bug 190053,P3 minor
190055,incorrect date,RESOLVED FIXED,P3 normal
190056,memory leak open saveable part new window,VERIFIED FIXED,P2 major
190057,change configuration tool chain change wrong configuration,RESOLVED FIXED,P3 normal
190058,icon aggregation type data,RESOLVED FIXED,P3 enhancement
190059,example add visibility rule beforefactory,RESOLVED FIXED,P3 normal
190060,tool check tag new api,RESOLVED WORKSFORME,P3 normal
190061,update tag new api,RESOLVED FIXED,P3 normal
190062,validation perform xml java representation map class,VERIFIED FIXED,P3 major
190063,validate settings trac repository,RESOLVED WORKSFORME,P3 normal
190064,zipprocessor must use jarprocessorexecutor create step,RESOLVED WONTFIX,P3 normal
190065,trouble get rotatedlabel reportitem example work runtime,RESOLVED FIXED,P3 normal
190066,inlining autobox initialize local give illegal,RESOLVED FIXED,P3 normal
190067,string truncations preferences page,CLOSED FIXED,P2 major
190068,support chevron coolitem,RESOLVED DUPLICATE of bug 190071,P3 enhancement
190069,create new dynamic rss fee,CLOSED FIXED,P3 normal
190070,support chevron coolitem,RESOLVED DUPLICATE of bug 190071,P3 enhancement
190071,support chevron coolitem,RESOLVED FIXED,P3 normal
190072,implement chevron perspectiveswitcher,RESOLVED FIXED,P3 enhancement
190073,description enablement feature meaningful,CLOSED FIXED,P3 normal
190074,disable ipzilla reminders europa,CLOSED FIXED,P3 normal
190075,new register dd,CLOSED FIXED,P3 normal
190076,gmf feature name contain europa,RESOLVED WONTFIX,P3 normal
190077,welcome view sometimes badly lay,VERIFIED FIXED,P2 normal
190078,infinite loop text inheritance discriminator value combo,CLOSED FIXED,P3 major
190079,center alignment make text,RESOLVED FIXED,P3 major
190080,incorrect plugins include,RESOLVED FIXED,P3 normal
190081,disable action editor context,RESOLVED DUPLICATE of bug 103045,P3 normal
190082,id message match,RESOLVED FIXED,P3 normal
190083,disable perspective bar menu contributions,RESOLVED WONTFIX,P5 enhancement
190084,wpe load jsf facet instal,VERIFIED WORKSFORME,P3 major
190085,columns edit break,RESOLVED WONTFIX,P3 major
190086,jsf create invalid id attribute servlet map,RESOLVED FIXED,P2 normal
190087,static field reassign,RESOLVED WORKSFORME,P3 normal
190088,sample text box need reversable,RESOLVED INVALID,P3 major
190089,miss button,CLOSED FIXED,P3 normal
190090,default encode,RESOLVED WONTFIX,P3 normal
190091,register dmcs return basically info directly,CLOSED FIXED,P3 normal
190092,npe throw preview leave one requied column member value,CLOSED FIXED,P3 major
190093,select dialog activity variability show empty activities,CLOSED FIXED,P3 normal
190094,java outline cause eclipse,VERIFIED FIXED,P3 normal
190095,allow wildcard,NEW,P3 normal
190096,name pattern match work activity variability selection dialog,CLOSED FIXED,P3 normal
190097,wsdm improve display error message,CLOSED WONTFIX,P2 normal
190098,prompt save workbench close,RESOLVED INVALID,P3 critical
190099,specify kind filter crosstab measure value empty,CLOSED FIXED,P3 normal
190100,hide level dimension lead crosstab preview,CLOSED DUPLICATE of bug 188204,P3 critical
190101,remove fact table grandtotal selection filter condition list specify target,CLOSED WONTFIX,P3 enhancement
190102,update revision year oda copyright notice,CLOSED FIXED,P3 normal
190103,cannont delegate final methods,RESOLVED DUPLICATE of bug 149468,P3 normal
190104,cannot,RESOLVED WORKSFORME,P3 normal
190105,short cut,CLOSED INVALID,P3 normal
190106,unable run stp europa clean installation,RESOLVED FIXED,P3 normal
190107,image cannot display new preview,RESOLVED WONTFIX,P3 major
190108,page navigation work new preview,RESOLVED WONTFIX,P3 major
190109,short cut,CLOSED INVALID,P3 normal
190110,short cut,CLOSED INVALID,P3 normal
190111,preview new preview prototype save report,CLOSED FIXED,P3 normal
190112,parameter dialog issue new preview,CLOSED WONTFIX,P3 normal
190113,exception throw change parameter display type list text,CLOSED FIXED,P3 normal
190114,new style library,CLOSED FIXED,P3 major
190115,target refresh content terminate,VERIFIED FIXED,P3 normal
190116,help page require update,CLOSED FIXED,P3 normal
190117,style issue,CLOSED DUPLICATE of bug 190119,P3 normal
190118,eswt sortedlist filter character,RESOLVED FIXED,P3 normal
190119,apply custom style report item,CLOSED DUPLICATE of bug 189814,P3 normal
190120,dynamic parameter default value issue new preview,CLOSED FIXED,P3 normal
190121,word overlap ppt preview,CLOSED DUPLICATE of bug 183701,P3 normal
190122,translatability errors,CLOSED FIXED,P3 normal
190123,library work web,CLOSED FIXED,P3 normal
190124,network access fail configure proxy connection,RESOLVED WORKSFORME,P3 blocker
190125,html text elements inline style render background color correctly pdf,NEW,P3 enhancement
190126,find feature stp installable,RESOLVED FIXED,P3 blocker
190127,library refresh remove,CLOSED FIXED,P3 normal
190128,export report,CLOSED DUPLICATE of bug 190127,P3 normal
190129,page break issue word preview attach,CLOSED FIXED,P3 normal
190130,npe report new preview,RESOLVED WONTFIX,P3 major
190131,hide configurations group property page,RESOLVED FIXED,P3 normal
190132,provider info plugin miss,RESOLVED FIXED,P3 normal
190133,report library predefine style set work properly previe viewer,CLOSED FIXED,P3 major
190134,function display different result,CLOSED INVALID,P3 major
190135,npe throw click,CLOSED INVALID,P3 critical
190136,nest function display outline,ASSIGNED,P3 normal
190137,mutil master page background,CLOSED WORKSFORME,P3 normal
190138,drag data set column cube,CLOSED FIXED,P3 major
190139,feature info feature install,CLOSED FIXED,P3 normal
190140,service parameter value cannot display insert parameter,CLOSED WONTFIX,P3 normal
190141,could view img doc,CLOSED FIXED,P3 blocker
190142,require jvm versions need list manifest doc brand plugins,CLOSED FIXED,P3 normal
190143,pie chart render properly,CLOSED FIXED,P2 normal
190144,suppress warn autogenerated jsdl plugins,CLOSED FIXED,P3 normal
190145,wrong version display open platform screen,VERIFIED FIXED,P3 normal
190146,reduce flicker collapse expand nod tree viewer,RESOLVED WONTFIX,P3 enhancement
190147,require jvm versions need list manifest designer plugins,CLOSED FIXED,P3 normal
190148,html tag miss view pdf,CLOSED FIXED,P3 major
190149,bundle need service,RESOLVED FIXED,P3 normal
190150,type typeexp classifier,CLOSED FIXED,P3 normal
190151,tip trick obsolete,RESOLVED FIXED,P3 normal
190152,development problems build,RESOLVED FIXED,P3 normal
190153,,CLOSED FIXED,P3 normal
190154,potential possibilities resource leak find birt code,RESOLVED FIXED,P3 normal
190155,mbs new project wizard allow finish without ask custom page first,RESOLVED FIXED,P3 major
190156,misplace junit icons certain circumstances,RESOLVED WORKSFORME,P3 normal
190157,potential possibilities nullpointerexception find birt core,RESOLVED FIXED,P3 normal
190158,,RESOLVED DUPLICATE of bug 177682,P3 normal
190159,char always ignore word boundaries,ASSIGNED,P3 normal
190160,problems efficiency detect birt code,RESOLVED FIXED,P3 normal
190161,null default vm install,RESOLVED INVALID,P3 normal
190162,support ipagehandle multiple thread,RESOLVED FIXED,P3 normal
190163,class compile without errors find runtime,RESOLVED INVALID,P3 normal
190164,edit global ignore pattern,ASSIGNED,P5 enhancement
190165,detect equal global ignore pattern,ASSIGNED,P5 enhancement
190166,short cut key label layout,CLOSED WONTFIX,P3 normal
190167,able paste,CLOSED FIXED,P3 normal
190168,code generation mrt file fail linux,CLOSED FIXED,P1 critical
190169,ide crash plugins get disable,RESOLVED NOT_ECLIPSE,P3 normal
190170,false positive null reference boolean logical,ASSIGNED,P5 minor
190171,open declaration link twice,RESOLVED FIXED,P3 normal
190172,show variable content hover variable run debug session,RESOLVED DUPLICATE of bug 69990,P3 enhancement
190173,nullpointerecxeption newmanagedproject,RESOLVED FIXED,P3 normal
190174,ide crash plugins get disable,RESOLVED INVALID,P3 normal
190175,cache issue keep error red mark,CLOSED FIXED,P3 major
190176,toolitem honor selection runtime,RESOLVED FIXED,P3 normal
190177,call hierarchy match sort,RESOLVED INVALID,P3 enhancement
190178,datastaged file add source location provide job description wizard,CLOSED FIXED,P3 normal
190179,private public inheritance show,NEW,P3 enhancement
190180,surround work,NEW,P3 enhancement with 1 vote
190181,doubleclicking file open empty file cdt,NEW,P3 normal
190182,usability toolbar,VERIFIED FIXED,P3 normal
190183,problem close reopen multible viewpart,RESOLVED FIXED,P3 normal
190184,space open open brace method declaration,RESOLVED FIXED,P3 trivial
190185,change icon style ruine diagram,VERIFIED FIXED,P3 normal
190186,assertionerror,RESOLVED FIXED,P3 normal
190187,build include source runtime plugins,RESOLVED FIXED,P3 normal
190188,extra parentheses remove,RESOLVED FIXED,P3 normal
190189,ext point launcher explicitly mark deprecate,VERIFIED FIXED,P3 normal
190190,error dialog branch exist branch name,VERIFIED FIXED,P3 normal
190191,miss properties page test assets test,CLOSED INVALID,P1 normal
