id,title,status,importance
20000,rename package allow name space,RESOLVED WONTFIX,P3 normal
20001,debug work eclipse,RESOLVED DUPLICATE of bug 8441,P3 normal
20002,show package view methods work,RESOLVED INVALID,P3 normal
20003,editor reveal element click quick fix icon,RESOLVED WORKSFORME,P3 normal
20004,full object icon use build type hierarchy junit,RESOLVED WORKSFORME,P3 normal
20005,miss precondition check rename,RESOLVED WONTFIX,P3 normal
20006,x pointer grab release,CLOSED FIXED,P3 normal with 2 votes
20007,ole word pad cause errors due inconsistent program id,RESOLVED WONTFIX,P3 normal
20008,hardcoded string plugin registry,VERIFIED FIXED,P1 normal
20009,npe update perspective,RESOLVED FIXED,P3 normal
20010,reference libraries filter hide libraries,RESOLVED WONTFIX,P3 normal
20011,search inner class give bad search result,VERIFIED FIXED,P3 normal
20012,properties dialog miss field set execution arguments executable class,RESOLVED INVALID,P3 normal
20013,mnemonic add task edit menu,RESOLVED FIXED,P3 normal
20014,tool location accept file,VERIFIED FIXED,P2 normal
20015,wrong progress monitor move,RESOLVED DUPLICATE of bug 70046,P3 normal
20016,mnemonics show show view window,RESOLVED FIXED,P2 normal
20017,self encapsulate work correctly use refactoring,RESOLVED FIXED,P4 minor
20018,ccombo miss keyboard access,RESOLVED FIXED,P3 normal
20019,nature need better progress,RESOLVED INVALID,P3 normal
20020,coolbars draw incorrectly,RESOLVED DUPLICATE of bug 20029,P3 major
20021,import preferences lose add jres,VERIFIED FIXED,P3 enhancement
20022,cancel paste operation cause swtexception,RESOLVED WORKSFORME,P3 normal
20023,gpf use ant,RESOLVED WORKSFORME,P3 normal
20024,wrong progress monitor report copy,RESOLVED DUPLICATE of bug 79447,P3 normal
20025,breakpoints move addition new code,RESOLVED FIXED,P3 normal
20026,task miss task view,RESOLVED INVALID,P3 normal
20027,texteditor accept delete key,RESOLVED DUPLICATE of bug 19995,P2 blocker
20028,texteditor call,RESOLVED WONTFIX,P3 normal with 1 vote
20029,unhandled exception event loop emulate coolbar,RESOLVED FIXED,P3 normal
20030,instal jre store preferences,RESOLVED DUPLICATE of bug 20021,P3 normal
20031,improve feature artwork,RESOLVED FIXED,P3 normal
20032,incorrect progress report,CLOSED WONTFIX,P3 enhancement
20033,add javadoc comment type swallow line delimiter,VERIFIED FIXED,P3 critical
20034,unable get next button available update wizard,RESOLVED WONTFIX,P3 major
20035,plugin detail dialog include,RESOLVED WONTFIX,P4 enhancement
20036,namespace versioning confuse use instead replace,NEW,P3 critical with 2 votes
20037,multiple malformedinputexceptions open java file encode,RESOLVED WORKSFORME,P3 normal
20038,delete field slow large file,RESOLVED WONTFIX,P3 normal
20039,copyright searchviewsiteadapter,RESOLVED WORKSFORME,P3 normal
20040,java undo work correctly,RESOLVED FIXED,P1 critical
20041,file immediately dirty checkout,RESOLVED FIXED,P1 normal
20042,exist file delete new project create,RESOLVED DUPLICATE of bug 50836,P3 major
20043,search return multiple hit,RESOLVED WORKSFORME,P3 major
20044,unable scroll license text use keyboard,RESOLVED FIXED,P2 major
20045,walkback problem,RESOLVED INVALID,P3 normal
