id,title,status,importance
160000,convert scenarios official apis,VERIFIED FIXED,P3 normal
160001,vm crash hit backspace button select tablerow,RESOLVED DUPLICATE of bug 159999,P3 critical
160002,import statements get add automatically,RESOLVED DUPLICATE of bug 149769,P3 normal
160003,build settings tab content wrong colour style windows,RESOLVED WONTFIX,P3 minor
160004,highlight tabs main window update window,RESOLVED DUPLICATE of bug 50361,P3 minor
160005,add protection misbehave container initializer,VERIFIED FIXED,P3 normal
160006,chkpii error latest build,VERIFIED FIXED,P3 normal
160007,chkpii error latest build,RESOLVED FIXED,P3 normal
160008,chkpii error latest build,RESOLVED FIXED,P3 normal
160009,chkpii error latest build,RESOLVED FIXED,P3 normal
160010,chkpii error latest build,RESOLVED FIXED,P3 normal
160011,rule label variables properly build translatable way,CLOSED FIXED,P3 normal
160012,template engine submission cdt,RESOLVED FIXED,P3 enhancement
160013,problem migration,VERIFIED FIXED,P3 major
160014,markermanager delay startup make entire machine slow,RESOLVED DUPLICATE of bug 149014,P3 major
160015,miss warn autoboxing compatible methods,VERIFIED FIXED,P3 minor
160016,inconsistence createlaunchconfigurationaction,RESOLVED WONTFIX,P3 normal
160017,quickfix,RESOLVED FIXED,P3 enhancement
160018,result view action get disable,CLOSED FIXED,P3 normal
160019,problem dependencygraph timestamp check,CLOSED FIXED,P2 major
160020,connect windows dstore server difficult,ASSIGNED,P3 normal
160021,remove associate diagram remove correspond domain model element,NEW,P3 normal
160022,ole graphic dispose exception close wizard dialog,RESOLVED WORKSFORME,P3 major
160023,creation emf project xpdl schema throw nullpointerexception,RESOLVED WORKSFORME,P3 normal
160024,autobuild interact badly job,RESOLVED FIXED,P3 enhancement
160025,charoperation fail aioobe replace array contain char,VERIFIED FIXED,P3 normal
160026,implement use cdt breakpoint filter,CLOSED FIXED,P3 enhancement
160027,implement use cdt breakpoint,RESOLVED DUPLICATE of bug 159690,P3 enhancement
160028,different editor color access,RESOLVED DUPLICATE of bug 209228,P3 enhancement
160029,track plant location,ASSIGNED,P3 enhancement
160030,dynamic breakpoint hardware options,ASSIGNED,P3 enhancement
160031,log record visible import multiple cbe log one time,CLOSED FIXED,P1 critical
160032,filter object,ASSIGNED,P3 enhancement
160033,stringindexoutofboundsexception textdirecteditmanager,RESOLVED WORKSFORME,P3 normal
160034,status display,ASSIGNED,P3 enhancement
160035,need represent run control containers,RESOLVED WORKSFORME,P3 enhancement
160036,failure,CLOSED DUPLICATE of bug 191294,P2 major
160037,npe ddl generation,CLOSED WONTFIX,P3 normal
160038,app support,CLOSED FIXED,P3 enhancement
160039,color selection,ASSIGNED,P3 enhancement
160040,process object support,CLOSED FIXED,P3 enhancement
160041,retrieve limit stack,CLOSED FIXED,P3 enhancement
160042,displayaing suspend thread,ASSIGNED,P3 enhancement
160043,requiredpluginsinitializer implement,RESOLVED FIXED,P3 normal
160044,argument information stack frame label,ASSIGNED,P3 enhancement
160045,test failures due miss key bind sequence,RESOLVED FIXED,P3 normal
160046,implement memory,CLOSED FIXED,P3 enhancement
160047,populate memory view use memory,CLOSED FIXED,P3 enhancement
160048,redo command create unspecified type creationeditpolicy test rather,RESOLVED FIXED,P3 major
160049,prematurely click ok select service definition dialog like cancel,NEW,P3 normal
160050,simple api support set intraline space text,NEW,P3 enhancement
160051,update site build include fragment current,RESOLVED WORKSFORME,P3 normal
160052,update site build able generate site,RESOLVED DUPLICATE of bug 160059,P3 normal
160053,demo mylar website work,RESOLVED WORKSFORME,P3 normal
160054,cannot launch new server wizard,CLOSED DUPLICATE of bug 160058,P3 blocker
160055,option link navigator view project package view,RESOLVED WONTFIX,P3 enhancement
160056,trace thread view patch,CLOSED FIXED,P1 critical
160057,hbx button stop blink,RESOLVED FIXED,P3 normal
160058,cannot launch new server wizard,CLOSED FIXED,P3 critical
160059,improve overall experience build jnlp base applications,RESOLVED WONTFIX,P3 enhancement
160060,research use jsr context container,CLOSED FIXED,P3 enhancement
160061,hide log file type log navigator change title log interaction life line,CLOSED WONTFIX,P2 normal
160062,,CLOSED FIXED,P3 normal
160063,,CLOSED FIXED,P3 normal
160064,npe,RESOLVED FIXED,P3 major
160065,context container,CLOSED WONTFIX,P3 enhancement
160066,repository,CLOSED FIXED,P3 normal
160067,container event model,CLOSED WONTFIX,P3 enhancement
160068,soa,CLOSED FIXED,P3 normal
160069,general feedback general items,CLOSED DUPLICATE of bug 159323,P3 normal
160070,pm feedback pm discipline provide,CLOSED WONTFIX,P3 normal
160071,resourcemanager thread safe,NEW,P5 enhancement
160072,cm feedback provide cm relate material,CLOSED FIXED,P3 normal
160073,report designer full eclipse install archive corrupt,CLOSED WORKSFORME,P3 blocker
160074,arch feedback provide,CLOSED FIXED,P3 normal
160075,cannot bring user job foreground,RESOLVED WONTFIX,P3 enhancement
160076,export deployable,RESOLVED WORKSFORME,P3 major
160077,build problems copyright statements,CLOSED FIXED,P1 major
160078,create new web page download package monitor tech preview,CLOSED FIXED,P1 major
160079,module ids different project binary structure,CLOSED WONTFIX,P3 major
160080,concurrentmodificationexception throw analyze log,CLOSED DUPLICATE of bug 159288,P3 normal
160081,import wizard project combo box,CLOSED WONTFIX,P3 normal
160082,items section submenu require,NEW,P5 normal
160083,customize submenu alphabet order,CLOSED NOT_ECLIPSE,P3 normal
160084,rse hang eclipse slow system dramatically,RESOLVED FIXED,P1 critical
