id,title,status,importance
320000,fix ast evaluation engine follow bug,RESOLVED FIXED,P3 normal
320001,editor add hyphen front end tag script html,RESOLVED FIXED,P3 normal
320002,generation errors overload methods test,CLOSED FIXED,P3 normal
320003,high memory consumption reportengine excel report,RESOLVED WORKSFORME,P3 normal
320004,fix ast instruction compiler follow bug,RESOLVED FIXED,P3 normal
320005,issunvm return true oracle,RESOLVED FIXED,P3 normal
320006,issunvm return true oracle,RESOLVED FIXED,P3 normal
320007,tabs code block convert space generate html wiki markup,RESOLVED WORKSFORME,P2 normal
320008,perspective switcher use icon instead icon,VERIFIED FIXED,P3 normal
320009,npe creation multi association multi dependency,RESOLVED FIXED,P3 normal
320010,rerun example append rather overwrite,CLOSED DUPLICATE of bug 315007,P3 normal
320011,refactor menu load slowly selection large,RESOLVED FIXED,P2 major
320012,jet editor find content colorer,NEW,P3 normal
320013,bring synchronization project rm view service configuration view,CLOSED WONTFIX,P3 minor
320014,connection anchor return wrong position source contain within target,RESOLVED FIXED,P3 normal
320015,new look toolbar persp switcher issue,VERIFIED FIXED,P3 normal
320016,new view appear java browse perspective,RESOLVED WORKSFORME,P3 major
320017,block flash error decoration background,RESOLVED FIXED,P3 normal
320018,nullpointerexception,CLOSED DUPLICATE of bug 317226,P3 normal
320019,pick java fix stream,RESOLVED WORKSFORME,P3 normal
320020,quickaccess remember previous search match,VERIFIED FIXED,P3 normal
320021,eclipse splash screen progress bar,VERIFIED FIXED,P3 normal
320022,iinstallableunitpatch cannot change hostrequirements,NEW,P3 enhancement
320023,optimize shell layout,RESOLVED WORKSFORME,P3 normal
320024,npe try resize stack open view,RESOLVED WORKSFORME,P3 normal
320025,sometimes drag drop stop,RESOLVED WORKSFORME,P3 normal
320026,formtoolkit scroll scrolledcomposite shell activate,RESOLVED FIXED,P3 normal
320027,restart vex recognize document type,CLOSED FIXED,P3 critical
320028,control rely constant,ASSIGNED,P1 normal
320029,classcastexception inside debug code prevent test run debug mode,RESOLVED FIXED,P3 major
320030,lexer error give file location problems view,RESOLVED FIXED,P3 normal
320031,cannot add folder rule validation filter,NEW,P3 normal
320032,jpt project include jaxb component,RESOLVED FIXED,P3 normal
320033,validator reject doctype without system id,RESOLVED WONTFIX,P3 normal
320034,classcastexception open instance diagram,RESOLVED WORKSFORME,P3 major
320035,jboss redeploy scenario handle correctly sdohelpercontext,RESOLVED FIXED,P3 normal
320036,jaxb facet,VERIFIED FIXED,P3 enhancement
320037,bordercontroldecorator leave border fragment layout change,RESOLVED FIXED,P3 normal
320038,take advantage new getrule method incrementalprojectbuilder,NEW,P3 normal
320039,generic eclipselink moxy jaxb platform,VERIFIED INVALID,P3 enhancement
320040,reset perspective change order perspective switcher,RESOLVED WORKSFORME,P3 normal
320041,new jaxb project wizard,RESOLVED FIXED,P3 enhancement
320042,improve handle error unknown,RESOLVED FIXED,P2 normal
320043,cannot list directory content static web project,RESOLVED FIXED,P3 normal
320044,new breakpoints get instal dead process,RESOLVED FIXED,P2 normal
320045,please install,RESOLVED FIXED,P3 normal
320046,fail detect local variable always,VERIFIED DUPLICATE of bug 318020,P3 normal
320047,npe metadata,RESOLVED FIXED,P3 normal
320048,open project ts explorer user present redundant dialog box,RESOLVED FIXED,P3 normal
320049,form section collapse default really expand,RESOLVED FIXED,P3 minor
320050,edit button stereotype edit disable,RESOLVED FIXED,P3 normal
320051,constants enumeration editor loos selection editor save,CLOSED FIXED,P3 normal with 1 vote
320052,user edit association diagram,RESOLVED FIXED,P3 major
320053,layout stereotype page profile editor need fix,RESOLVED FIXED,P3 normal
320054,stereotype selection change profile editor save,CLOSED FIXED,P3 normal
320055,problems name valid value list attribute,CLOSED FIXED,P3 normal
320056,long description primitive type cause horizontal scroll bar,RESOLVED FIXED,P3 normal
320057,jet editor error create compilation respond editor preferences,NEW,P3 normal
320058,debugger suspend every zend framework class,CLOSED WORKSFORME,P1 major
320059,find reference use incorrect selection invoke outline view,CLOSED DUPLICATE of bug 320447,P3 major
320060,work javascript swt browser yeild different result ie windows,NEW,P3 normal
320061,add speaker agreement handle coupon code send functionality ese submission system,RESOLVED FIXED,P2 major
320062,use precede label accessible name table tree,NEW,P3 normal
320063,template method rename work,NEW,P3 normal with 1 vote
320064,styledtext ccombo also use precede clabel accessible name,RESOLVED FIXED,P3 normal
320065,search reference override method return false positives,NEW,P3 normal
320066,toolitems need accessible name,RESOLVED FIXED,P3 normal
320067,specify scope annotation,RESOLVED INVALID,P3 enhancement with 5 votes
320068,use model information annotations,CLOSED DUPLICATE of bug 359863,P3 enhancement with 4 votes
320069,enable disable set annotations,CLOSED WONTFIX,P3 enhancement with 3 votes
320070,easy discovery inconsistencies,RESOLVED FIXED,P3 enhancement with 2 votes
320071,fix different configuration file rename,CLOSED DUPLICATE of bug 281895,P3 minor
320072,modify historical raw,CLOSED FIXED,P3 normal
320073,reconcile webapp configuration,RESOLVED FIXED,P3 normal
320074,eliminate trail white space,CLOSED WONTFIX,P3 normal
320075,install iu director make path absolute,NEW,P3 normal
320076,add system property tcpacceptor listen port,CLOSED FIXED,P3 enhancement
320077,add system property tcpacceptor listen port,CLOSED FIXED,P3 enhancement
320078,product file base launch configuration crash application,CLOSED DUPLICATE of bug 278598,P3 critical
320079,xml serialization use right tag,RESOLVED FIXED,P3 normal
320080,imagebutton repaint problem,CLOSED FIXED,P3 normal
320081,add functionality insert service manually,RESOLVED FIXED,P3 enhancement
320082,build mat feature maven tycho,RESOLVED FIXED,P3 critical
320083,untracking file ignore eclipse,RESOLVED FIXED,P3 major
320084,npe hover reference within javadoc,RESOLVED FIXED,P3 normal
320085,dvt break link,CLOSED WORKSFORME,P3 trivial
320086,name go conflict debug exist name equal root folder source code debug,NEW,P3 minor
320087,make xml content available string,CLOSED FIXED,P3 enhancement
320088,unhandled event loop execution,NEW,P3 normal
320089,nullpointerexception,RESOLVED WONTFIX,P3 normal
320090,remove gmf action concern compartments,RESOLVED FIXED,P3 normal
320091,liveeditor generate invalid keybindings,RESOLVED FIXED,P3 normal
320092,tableviewer scroll horizontally drag move columns,NEW,P3 normal with 1 vote
320093,customize connection tool support double click behavior,RESOLVED FIXED,P3 normal
320094,eclipse hang open file,CLOSED DUPLICATE of bug 318695,P3 critical
320095,classcastexception apply profile,RESOLVED WORKSFORME,P2 normal
320096,close detach stack view fail,CLOSED DUPLICATE of bug 320097,P3 normal
320097,part cannot activate detach close reset perspective,RESOLVED WORKSFORME,P3 normal
320098,properties delete association class delete,RESOLVED FIXED,P3 normal
320099,import file hang ui hours,CLOSED DUPLICATE of bug 312959,P3 critical
320100,package explorer unexpectedly add debug perspective,RESOLVED FIXED,P3 normal
320101,info error save file,NEW,P3 critical
320102,unsynchronized lazy initialization xxxelementtypes,NEW,P3 normal
320103,add new label display multiplicities associations,RESOLVED FIXED,P3 normal
320104,structure menus visible others diagram,RESOLVED FIXED,P3 normal
320105,return value stereotype display form,CLOSED FIXED,P3 normal
320106,confirm removal items form editors unnecessary,CLOSED FIXED,P3 enhancement
320107,jsp metamodel characterdataelement useless,CLOSED FIXED,P3 normal
320108,cvs commit comment get populate commit template,NEW,P3 normal
320109,add column grand total example,CLOSED DUPLICATE of bug 302741,P3 enhancement
320110,navigable association create redundant property interface,RESOLVED FIXED,P3 normal
320111,editor parse revision number save,NEW,P3 normal
320112,websocket support package aggregate maven,RESOLVED FIXED,P3 minor
320113,remote service properly initialize,RESOLVED FIXED,P3 normal
320114,allow lookup subclasses eclass,CLOSED DUPLICATE of bug 273989,P3 enhancement
320115,push method lead compilation method type visible,ASSIGNED,P3 normal
320116,birt viewer work behind firewall,NEW,P3 normal
320117,three jpa test model fail websphere eclipselink,CLOSED DUPLICATE of bug 324686,P3 normal
320118,miss reference ejb client ejb project,RESOLVED WORKSFORME,P3 major
320119,use file,RESOLVED WONTFIX,P3 normal
320120,query return sum bigdecimal atrribute double,CLOSED FIXED,P3 normal
320121,forward mapper properly drop table maxdb,RESOLVED WORKSFORME,P3 minor
320122,tycho,RESOLVED FIXED,P3 normal
320123,npe cannot import project source target platform,VERIFIED FIXED,P3 normal
320124,arrayindexoutofboundsexception occur use bundle command console,RESOLVED FIXED,P3 normal
320125,allow display format,CLOSED DUPLICATE of bug 45423,P3 enhancement
320126,web service wizards fail,RESOLVED INVALID,P3 normal
320127,null pointer exception shut eclipse base,RESOLVED INVALID,P3 normal
320128,ignore resourced sometimes display team synchronization view,CLOSED DUPLICATE of bug 392750,P3 major
320129,npe,RESOLVED DUPLICATE of bug 320729,P3 normal
320130,customize php code format like java code formatter,CLOSED FIXED,P3 enhancement with 9 votes
320131,npe,RESOLVED FIXED,P3 normal
320132,crash eclipse swt code kill entire eclipse process,CLOSED WORKSFORME,P3 normal
320133,externalize string escape iso,VERIFIED FIXED,P3 normal
320134,java facet version change,RESOLVED FIXED,P3 normal
320135,whitespace option make editor slow mac,RESOLVED FIXED,P3 normal
320136,get npe bring debug launch configuration dialog start resource manager,RESOLVED FIXED,P3 normal
320137,english string show web service uddi creation wizard,CLOSED INVALID,P3 normal
320138,rogue warn work enums itds,NEW,P3 normal
320139,ca standard function like,CLOSED FIXED,P1 normal
320140,remove attribute methods diagram work expect,RESOLVED FIXED,P3 normal
320141,provide option turn resource monitor,RESOLVED FIXED,P3 trivial
320142,editors longer activate click tabs,RESOLVED FIXED,P3 major
320143,view tab colour go blue active perspectives,RESOLVED WORKSFORME,P3 normal
320144,npe,RESOLVED FIXED,P3 minor
320145,gtk combo black foreground always use white foreground hover list item,CLOSED WORKSFORME,P3 normal
320146,please extract generate file,CLOSED WONTFIX,P3 normal
320147,add update process product,CLOSED FIXED,P3 enhancement
320148,parser change target,RESOLVED FIXED,P3 normal
320149,redefine,NEW,P3 normal
320150,improve extendability sql query source writer,RESOLVED FIXED,P3 normal
320151,hudsonbuild part common group,RESOLVED WONTFIX,P3 normal
320152,valid build configuration error message mislead,CLOSED FIXED,P3 normal
320153,installation windows work eclipse locate program file folder,CLOSED DUPLICATE of bug 322929,P3 major
320154,handle enum comboview,CLOSED FIXED,P3 normal
320155,manage property order,CLOSED FIXED,P3 normal
320156,nulpointerexception debug java remote application,NEW,P3 normal
320157,indexer run forever,RESOLVED FIXED,P3 critical
320158,npes close reopen perspective,VERIFIED FIXED,P3 normal
320159,preference favorite namespaces,ASSIGNED,P3 enhancement
320160,close last editor maximize editor area unmaximize editor area,VERIFIED FIXED,P3 normal
320161,dialog show scroll need backport bug,NEW,P3 minor
320162,catch illegalargumentexception never throw,RESOLVED FIXED,P3 normal
320163,rcp mail example break run,RESOLVED FIXED,P3 normal
320164,implement text editor support file,RESOLVED WONTFIX,P3 normal
320165,contribute main menu item hide empty,RESOLVED WORKSFORME,P3 normal
320166,pumpl login,RESOLVED INVALID,P3 major
320167,work,VERIFIED FIXED,P3 blocker
320168,customer register login,RESOLVED INVALID,P3 normal
320169,code generation rqm fail use emf successful use emf,RESOLVED INVALID,P3 normal
320170,whitebox issue null analysis,VERIFIED FIXED,P3 normal
320171,use real,RESOLVED FIXED,P3 normal
320172,rest provider focus transport,RESOLVED WORKSFORME,P3 enhancement
320173,version pick quickfix import,RESOLVED FIXED,P3 normal
320174,add standard json parser rest service,RESOLVED WORKSFORME,P3 enhancement
320175,rest service constrain text type,RESOLVED FIXED,P3 enhancement
320176,rest service tie url provider,RESOLVED WONTFIX,P3 enhancement
320177,key bind subversive work php explorer,CLOSED DUPLICATE of bug 309074,P1 major
