id,title,status,importance
100000,reader unable read text manual test execution application,CLOSED FIXED,P1 blocker
100001,create help index fail seemingly incorrect message,RESOLVED FIXED,P2 normal
100002,proposal second argument substitution involve,NEW,P3 normal
100003,jmx agents,CLOSED FIXED,P3 major
100004,npe code assist anonymous type local class,RESOLVED DUPLICATE of bug 99358,P3 normal
100005,cannot set focus testcase invocation use keyboard,CLOSED FIXED,P1 critical
100006,delegate global package registry,VERIFIED FIXED,P3 normal
100007,classcastexception use array object generic type,VERIFIED FIXED,P3 blocker
100008,register global registration,VERIFIED FIXED,P3 normal
100009,content assist use generic parameter name instead real name,VERIFIED FIXED,P3 normal
100010,new module project wizard use configure servers drive default display spec version,CLOSED WORKSFORME,P4 normal
100011,preference page find,VERIFIED FIXED,P3 trivial
100012,error message get truncate,CLOSED FIXED,P3 minor
100013,delete server runtime allow add one server,CLOSED FIXED,P3 major
100014,tool reference doc,VERIFIED FIXED,P3 normal
100015,preference page search handle,RESOLVED WONTFIX,P3 normal
100016,reference html tool metadata file,NEW,P5 normal
100017,xml file leave project error,RESOLVED INVALID,P3 normal
100018,keep file open,RESOLVED FIXED,P3 normal
100019,,VERIFIED FIXED,P3 normal
100020,type error report syntax problems problems view sync,CLOSED FIXED,P3 normal
100021,syntax problems table show one type error message time,CLOSED WONTFIX,P3 normal
100022,perspective switcher use available vertical space,CLOSED WORKSFORME,P3 minor
100023,share wizard text wrong,RESOLVED FIXED,P3 normal
100024,link editor work file open embed browser,RESOLVED DUPLICATE of bug 99307,P3 normal
100025,reopen file already open embed browser create new editor,RESOLVED WONTFIX,P3 normal
100026,gif file display poorly vs older,RESOLVED DUPLICATE of bug 97170,P3 normal
100027,registeration agents inefficient,CLOSED FIXED,P3 normal
100028,datapool editor fail open new datapool name,CLOSED DUPLICATE of bug 86998,P3 normal
100029,delete probe file close editor automatically,CLOSED FIXED,P3 normal
100030,startup progress bar respect rtl,RESOLVED DUPLICATE of bug 119714,P3 normal
100031,ac use process controller,CLOSED FIXED,P3 normal
100032,ignore binary content type process text stream,RESOLVED FIXED,P3 normal
100033,open context arrow key work,RESOLVED WONTFIX,P3 normal
100034,read text match display text comboboxes within properties view,RESOLVED WORKSFORME,P3 normal
100035,eclipse lose dock icon dock restart,RESOLVED FIXED,P3 normal
100036,check project low disk space corrupt workspace,RESOLVED INVALID,P3 normal
100037,runtime selection page allow undefined target,CLOSED FIXED,P3 normal
100038,security role name validation problem,CLOSED FIXED,P3 normal
100039,concatenate select line via key bind,RESOLVED DUPLICATE of bug 41573,P3 enhancement
100040,slowdown due change imagelist,RESOLVED FIXED,P3 normal
100041,wrong position javadoc comment inside method declaration,VERIFIED FIXED,P3 normal
100042,button generic runtime server wizard never enable default value valid,CLOSED DUPLICATE of bug 100013,P3 major
100043,false compiler error ternary operator box,VERIFIED FIXED,P3 minor
100044,might use wrong rightsize value height,NEW,P3 normal
100045,change data items fragment trigger save message,CLOSED FIXED,P3 normal
100046,need extent toolbar,CLOSED WONTFIX,P3 normal
100047,change jre generic server runtime perhaps server alter jre use launch server,CLOSED FIXED,P2 normal
100048,miss tag,RESOLVED INVALID,P3 normal
100049,titlearea get trunctated,RESOLVED WONTFIX,P3 normal
100050,remove button know host tab correctly size,VERIFIED FIXED,P3 minor
100051,fail rename class core exception cannot create file buffoer,RESOLVED FIXED,P3 major
100052,receive trace call,CLOSED DUPLICATE of bug 70660,P3 major
100053,need implement print pocketpc,CLOSED WONTFIX,P3 enhancement
100054,nullpointerexception command bundle,RESOLVED DUPLICATE of bug 105779,P3 normal
100055,generic server publish logic use default property value rather configure value,CLOSED FIXED,P3 major
100056,ear import,CLOSED FIXED,P3 normal
100057,bind array qualify generic type,RESOLVED WONTFIX,P3 normal
100058,work eclipse,RESOLVED FIXED,P3 major
100059,add bug report page web site,CLOSED FIXED,P3 normal
100060,control javalinebreakpoints markers predifined,RESOLVED WORKSFORME,P3 enhancement
100061,sdo change plugins plugin,VERIFIED FIXED,P3 enhancement
100062,code formatter break test case bug,VERIFIED FIXED,P3 normal
100063,get numberformatexception run ant,RESOLVED DUPLICATE of bug 99499,P3 normal
100064,npe cancle dialog select work set,RESOLVED FIXED,P3 normal
100065,inhibit draw image,RESOLVED FIXED,P3 normal with 1 vote
100066,build fail task,RESOLVED FIXED,P3 blocker
100067,abstracttransferdroptargetlistener deprecate inheritance,RESOLVED WONTFIX,P3 trivial
100068,cce exception class prepare breakpoint,VERIFIED FIXED,P3 normal
100069,method fail step,VERIFIED FIXED,P3 major
100070,include,CLOSED FIXED,P1 critical
100071,create new work wrong explanation trail whitespace,NEW,P3 normal
100072,need grow array nodecluster,RESOLVED FIXED,P3 normal
100073,add getters sort,RESOLVED DUPLICATE of bug 72418,P3 enhancement with 1 vote
100074,classcastexception java search,RESOLVED WORKSFORME,P3 normal
100075,syntax highlight fail,RESOLVED WORKSFORME,P3 minor
100076,intro urls decode pass parameters,RESOLVED FIXED,P3 normal
100077,test launch configuration allow select multiple test,CLOSED FIXED,P1 normal
100078,insert list mac os x slowdown,RESOLVED WONTFIX,P3 major
100079,toggle endianess memory units,RESOLVED WONTFIX,P3 enhancement
100080,support load fill function table render,ASSIGNED,P3 enhancement
100081,support address space memory view,VERIFIED FIXED,P3 enhancement
100082,unpredictable behavior run web project generic server,CLOSED FIXED,P3 normal
100083,swt allow client code change drag cursor,RESOLVED DUPLICATE of bug 4433,P3 normal
100084,log import hang rac run remote machine,CLOSED FIXED,P3 normal
100085,rename bookmark throw exception log,RESOLVED WORKSFORME,P3 normal
100086,method overwrite warn rename,NEW,P3 normal
100087,remove,CLOSED FIXED,P3 major
100088,default text size big,CLOSED FIXED,P4 normal
100089,remove swt launcher,VERIFIED FIXED,P3 normal
100090,jdbc driver load either data explorer report viewer,RESOLVED FIXED,P3 major
100091,add message destinations app client getchildren provider,CLOSED FIXED,P3 normal
100092,import log file already exist,CLOSED FIXED,P3 normal
100093,method sync break methods generic signatures,VERIFIED DUPLICATE of bug 129317,P3 normal
100094,open log interaction view default log correlation,CLOSED WONTFIX,P3 normal
100095,consider make urltransfer public,RESOLVED FIXED,P3 critical with 1 vote
100096,initialize java tool dialog startup,RESOLVED WORKSFORME,P3 normal
100097,cannot use simple web project,CLOSED FIXED,P3 critical
100098,zip,VERIFIED FIXED,P3 enhancement
100099,right click selection profile eclipse application allways create new configuration,CLOSED INVALID,P3 normal
100100,normalize bind check recursive call,RESOLVED FIXED,P3 normal
100101,ant build fail display warn message,RESOLVED DUPLICATE of bug 99499,P3 major
100102,double click file synchronize view open file editor instead compare view,RESOLVED DUPLICATE of bug 95945,P3 normal
100103,link point map drive root network share root show content,RESOLVED DUPLICATE of bug 92108,P3 normal
100104,npe fail knr declarator consume much,RESOLVED FIXED,P3 major
100105,help context id fix,VERIFIED FIXED,P3 normal
100106,enterprisejavabean next button disable,CLOSED FIXED,P3 normal
100107,invalid timeout valid start generic server,CLOSED FIXED,P3 normal
100108,web service wizard fail page project,CLOSED FIXED,P3 critical
100109,sample jsps generate wrong location project preference,CLOSED FIXED,P3 critical
100110,db servers,CLOSED WONTFIX,P3 normal
100111,save password,CLOSED WONTFIX,P3 normal
100112,provide default jdbc connection info jdbc url,RESOLVED WONTFIX,P3 normal
100113,installation fail,RESOLVED FIXED,P3 normal
100114,launcher support jni libraries need build universal,RESOLVED FIXED,P3 enhancement with 1 vote
100115,npe csourcehover,RESOLVED DUPLICATE of bug 96286,P3 normal
100116,hold mouse minimize restore button restore,RESOLVED WORKSFORME,P5 normal
100117,maximize minimize restore,RESOLVED DUPLICATE of bug 97610,P3 normal
100118,npe switch field merge wizard,RESOLVED FIXED,P3 normal
100119,occasionally see npe ejb module creation,CLOSED DUPLICATE of bug 97756,P3 major
100120,dedicate subdomain,RESOLVED WORKSFORME,P3 enhancement
100121,cannot save swt source attachment,CLOSED INVALID,P3 normal
100122,plugin remove ac,CLOSED FIXED,P3 normal
100123,statistical ui agent specific components refactored plugin,CLOSED FIXED,P3 normal
100124,internal error occur,RESOLVED DUPLICATE of bug 99499,P3 normal
100125,get memory use reference function,CLOSED INVALID,P3 major
100126,unused import take javadoc account,RESOLVED DUPLICATE of bug 92821,P3 minor
100127,ui inconsistence page header,CLOSED INVALID,P3 minor
100128,stackoverflow compile gnu classpath generics branch,VERIFIED FIXED,P3 normal
100129,page height default value exist avoid element page header preview,CLOSED INVALID,P3 trivial
100130,export folder delete exisiting content,RESOLVED WONTFIX,P3 normal
100131,page default value exist avoid element page header preview,CLOSED INVALID,P3 trivial
100132,confirmation dialog terminate disconnect action,RESOLVED WONTFIX,P3 enhancement
100133,npe exist profile,VERIFIED FIXED,P1 critical
100134,jar file export plugin export wizard contain old class file,RESOLVED DUPLICATE of bug 100130,P3 normal
100135,honor insertion point choice,RESOLVED DUPLICATE of bug 122820,P3 normal with 1 vote
100136,improper validation auf new visual class wizard,NEW,P3 enhancement
