id,title,status,importance
350000,include match suggestions,RESOLVED FIXED,P3 enhancement with 2 votes
350001,install visual editor eclipse,NEW,P3 major
350002,browser crash run browserfunction swt component,CLOSED DUPLICATE of bug 343932,P3 major
350003,annotationpolymorphicsignature tag set invokeexact compile methodhandle source file,VERIFIED FIXED,P3 normal
350004,tldscanjar fail process throw strict,CLOSED FIXED,P3 normal
350005,miss entries fail build,RESOLVED FIXED,P3 enhancement
350006,pagevariable,REOPENED,P3 minor
350007,content assist work prefix end,NEW,P3 normal
350008,throw npe instead return empty array,CLOSED FIXED,P3 normal
350009,wikitext annotations item associations link class diagram,CLOSED INVALID,P3 minor
350010,test duration create tc component name higher expect,CLOSED FIXED,P3 critical
350011,materialize component specific subversion revision fail component exist head revision,RESOLVED FIXED,P3 major
350012,user ask provide git first,RESOLVED WONTFIX,P4 minor
350013,download page break,CLOSED DUPLICATE of bug 349927,P3 major
350014,intermittent timeout download artifacts forgivable,RESOLVED FIXED,P3 normal
350015,ensure emf pre prevent cdo usage,CLOSED FIXED,P3 enhancement
350016,bad focus behavior programmically give focus view break selection provider,RESOLVED FIXED,P3 normal
350017,table column headers themeable,RESOLVED INVALID,P3 enhancement
350018,miss possibility change measurement unit,CLOSED FIXED,P3 normal
350019,refresh button,RESOLVED WONTFIX,P3 normal
350020,consider parent element,RESOLVED FIXED,P3 normal
350021,ambiguous tab title git status git log page,RESOLVED FIXED,P3 minor
350022,ability copy state vairable variables view,RESOLVED WORKSFORME,P3 enhancement
350023,enough resolution,CLOSED DUPLICATE of bug 347584,P3 trivial
350024,consider sharedcolors,NEW,P3 minor
350025,ensure service handlers work work cluster configurations,RESOLVED FIXED,P3 enhancement
350026,improvements task framework consider,CLOSED WONTFIX,P2 normal
350027,fix index move leave right,CLOSED FIXED,P3 normal
350028,use case diagram actors misplace name label,RESOLVED FIXED,P3 trivial
350029,extension point visually separate use case name,CLOSED FIXED,P3 trivial
350030,indigo release miss file,CLOSED DUPLICATE of bug 347448,P3 normal
350031,indigo release contain fully qualify epp reference,RESOLVED DUPLICATE of bug 319853,P3 normal
350032,epp compositecontent site outdated miss release repository,VERIFIED INVALID,P3 normal
350033,remove isautoupload public methods,RESOLVED WONTFIX,P3 normal
350034,indigo release repository contain outdated bundle,VERIFIED INVALID,P3 normal
350035,handle swt dialogs style flag way,RESOLVED FIXED,P3 normal
350036,convert clob string sqlqueryhandler,CLOSED FIXED,P3 enhancement
350037,recognize getter setter methods,RESOLVED INVALID,P4 normal
350038,convert repos maintenance branch quite right,RESOLVED FIXED,P3 normal
350039,resolve imethodbinding method reference,VERIFIED FIXED,P3 normal
350040,osgi facet generate correct persistent bundle,CLOSED FIXED,P3 normal
350041,styledcelllabelprovider ignore fontstyle parameter stylerange,NEW,P3 normal
350042,standalone help terminate embed browser available,NEW,P3 enhancement
350043,extra separator menu activation history empty,RESOLVED FIXED,P3 minor
350044,javadoc promise,NEW,P3 normal
350045,mylyn如何使用,RESOLVED INVALID,P3 normal
350046,problem shorten,CLOSED WONTFIX,P3 normal
350047,handle boolean signatures,RESOLVED INVALID,P3 normal
350048,cdt editor respect space preference,CLOSED DUPLICATE of bug 206776,P3 normal
350049,independentunit priorityunit subunits execute,RESOLVED WONTFIX,P3 minor
350050,view strange separator,RESOLVED WORKSFORME,P3 normal
350051,stylesheets miss new noteworthy document,RESOLVED FIXED,P3 trivial
350052,help support easy markup hyperlinks point outside,NEW,P3 enhancement
350053,content proposal behave differently rap,RESOLVED FIXED,P3 normal
350054,test failures cause removal,RESOLVED FIXED,P3 normal
350055,abstractlaunchconfigurationtab ilaunchconfiguration compare map attribute correctly,NEW,P3 normal
350056,problem pin synchronization callbehavior calloperation,CLOSED FIXED,P3 major
350057,paste clipboard sometimes mess indentation,CLOSED DUPLICATE of bug 279358,P3 normal
350058,typo method name,RESOLVED FIXED,P3 normal
350059,mylyn bugzilla connector unable submit change bug report,RESOLVED WORKSFORME,P3 major
350060,add discovery url mylyn update site,RESOLVED FIXED,P3 normal
350061,warn disappear source file change,NEW,P3 normal with 2 votes
350062,correct link,CLOSED FIXED,P3 normal
350063,work cvs server,RESOLVED FIXED,P3 major
350064,unable paste manifest editor,NEW,P3 normal
350065,create python egg,CLOSED FIXED,P3 normal
350066,create ruby gem,CLOSED FIXED,P3 normal
350067,cannot shutdown mylyn due npe,RESOLVED FIXED,P3 critical
350068,demo movies web site require flash,CLOSED FIXED,P1 minor
350069,compile sample fail,CLOSED FIXED,P3 normal
350070,investigate implement pde editors host web applications,RESOLVED WONTFIX,P3 normal
350071,make navigationview fastview,RESOLVED FIXED,P3 enhancement
350072,changelog merge function,RESOLVED FIXED,P3 normal
350073,bundle class folder disk add classpath,RESOLVED WORKSFORME,P3 normal
350074,regenerate generator settings source file change,CLOSED FIXED,P3 enhancement
350075,interrupt exit thread give feedback,NEW,P3 normal
350076,jar,CLOSED DUPLICATE of bug 348095,P3 normal
350077,illegalargumentexception abstractactionoperation,RESOLVED FIXED,P3 normal
350078,toolbarmanager update perspective activate,RESOLVED WORKSFORME,P3 normal
350079,egit include java package,RESOLVED FIXED,P1 minor
350080,jubula need run eclipse,NEW,P3 normal
350081,support,CLOSED NOT_ECLIPSE,P3 normal
350082,text perspective come blank,VERIFIED FIXED,P3 major
350083,acknowledgements page encode issue,NEW,P3 normal
350084,join provide validation job,CLOSED FIXED,P3 normal
350085,relationscomposite allow permit relations add,RESOLVED FIXED,P3 normal
350086,make nav view build block presentation name unique,NEW,P3 minor
350087,javaelementlabelcomposer problems render reference methods,VERIFIED FIXED,P3 normal
350088,produce patch match specific feature version number,RESOLVED FIXED,P3 blocker
350089,mpep context activation effect menu,VERIFIED FIXED,P3 normal
350090,icon view tool item,RESOLVED FIXED,P3 normal
350091,maven override eclipse java compile,CLOSED WONTFIX,P3 enhancement
350092,static variables environment may cause problems,CLOSED FIXED,P3 normal
350093,erroneous name clash error methods,CLOSED DUPLICATE of bug 350133,P3 normal
350094,work copy compiler push current projectirenvironment environment stack,CLOSED FIXED,P3 normal
350095,enum constant null,VERIFIED FIXED,P3 critical
350096,update land page,RESOLVED FIXED,P3 normal
350097,remove database schema,RESOLVED FIXED,P3 normal
350098,work indigo,RESOLVED FIXED,P3 normal
350099,ensure helgrind test pass tycho,RESOLVED FIXED,P3 normal
350100,backport helgrind junit test,RESOLVED FIXED,P3 normal
350101,,RESOLVED INVALID,P3 normal
350102,update launcher releng script support move git,RESOLVED FIXED,P3 normal
350103,remove extension point lucenesearchparticipants,VERIFIED FIXED,P3 normal
350104,stop use,CLOSED DUPLICATE of bug 349931,P3 normal
350105,remove php support project,NEW,P3 normal
350106,deleteonexit create leak jvm osgi platform run long time,RESOLVED FIXED,P3 major with 1 vote
350107,exception throw uninstalling plugin,CLOSED DUPLICATE of bug 348941,P3 normal
350108,project source repositories mention svn,RESOLVED FIXED,P3 major
350109,config string embed escape result uncompilable generate,ASSIGNED,P3 normal
350110,remove build script,RESOLVED FIXED,P3 normal
350111,export zip ellipsis,RESOLVED FIXED,P3 trivial
350112,warn well use specific committer map task rewrite,NEW,P3 minor
350113,assertion due race condition kill reconciler,NEW,P3 normal
350114,change build script use specific id sign,NEW,P3 normal
350115,atf overwrite mozilla,RESOLVED FIXED,P3 normal
350116,make soap bind transport uri overridable,RESOLVED FIXED,P3 normal
350117,filter crosstab group level result runtime exception,RESOLVED FIXED,P3 normal
350118,automate conversion,NEW,P3 normal
350119,cannot create hudson build server build view,RESOLVED FIXED,P3 normal
350120,transition transient event become conflict state,ASSIGNED,P3 normal
350121,fix warn build page wtp,CLOSED FIXED,P3 normal
350122,,CLOSED DUPLICATE of bug 350902,P3 normal
350123,codan understand typedefed structure,RESOLVED INVALID,P3 major
350124,uninstall feature actually delete locally instal plugin file,CLOSED DUPLICATE of bug 232356,P3 normal
350125,rootclassextends set make code generation die without notice,RESOLVED FIXED,P3 major
350126,wrong version put changelog,NEW,P3 normal
350127,build view sometimes miss column,RESOLVED FIXED,P3 normal
350128,add annotation method declarations necessary,RESOLVED WONTFIX,P5 enhancement
350129,maven want able specify active profile eclipse workspace,CLOSED DUPLICATE of bug 334471,P3 normal
350130,error fetch source,CLOSED DUPLICATE of bug 350210,P3 critical
350131,create target platform definition configurator application,RESOLVED FIXED,P3 normal
350132,include bundle configurator target,RESOLVED FIXED,P3 normal
350133,check update suggest object team patch jdt,RESOLVED FIXED,P3 normal with 11 votes
350134,delete local palette definition,RESOLVED FIXED,P3 normal
350135,high cpu usage indigo,RESOLVED NOT_ECLIPSE,P3 critical
350136,dependency add wrong pom,RESOLVED FIXED,P3 minor
350137,exception persist echar attribute default value,CLOSED FIXED,P3 normal
350138,reconcile,RESOLVED FIXED,P3 normal
350139,cannot type html code inside php code block lead file,CLOSED FIXED,P1 critical with 4 votes
350140,make build take longer,CLOSED WONTFIX,P3 normal
350141,incorrect use valuegroup cause arrayindexoutofboundsexception tokenizer,CLOSED FIXED,P3 normal
350142,feature requirements respect instal patch,ASSIGNED,P3 normal
350143,mess order,RESOLVED FIXED,P3 enhancement
350144,suppress break end problem regexp,RESOLVED FIXED,P3 normal
350145,sort name column erase value,CLOSED FIXED,P3 normal
350146,make protocol timeout cdo server configurable,ASSIGNED,P3 enhancement
350147,unable drag drop valuespecificationaction readselfaction,RESOLVED FIXED,P3 normal
350148,isv docs break html errors jsdocs,RESOLVED FIXED,P3 normal
350149,fix treeitem decoration property,CLOSED FIXED,P3 normal
350150,include part package,RESOLVED FIXED,P3 enhancement with 7 votes
350151,target platform content allow select much,RESOLVED WONTFIX,P3 normal
350152,block definition incorrect tool id declaration lead incorrect element creation custom palettes,RESOLVED FIXED,P3 critical
350153,linux developer package show cdt,ASSIGNED,P3 normal
350154,session persistence mechanism trigger virgo restart,CLOSED FIXED,P3 normal
350155,indexer fail,RESOLVED INVALID,P3 normal
350156,package name import cause compile error,CLOSED FIXED,P3 normal
350157,sometimes clean much,RESOLVED FIXED,P3 normal
350158,clearplaceholderjob cause parent node collapse,RESOLVED FIXED,P3 normal
350159,nullpointer try enable maven project,CLOSED DUPLICATE of bug 347602,P3 normal
350160,invoke key assist editor,RESOLVED INVALID,P3 normal
350161,open parent pom editor corrupt repository file,RESOLVED FIXED,P2 critical
350162,scrollbar visible license dialog,CLOSED FIXED,P3 normal
350163,define configurator interface,RESOLVED FIXED,P3 normal
350164,better runtime validation error handle require,CLOSED WONTFIX,P3 normal
350165,content assist work mouse,RESOLVED FIXED,P3 normal
350166,provide configurator interface osgi service,RESOLVED FIXED,P3 normal
350167,npe validation,CLOSED FIXED,P3 normal
