id,title,status,importance
300000,rename incubator project,RESOLVED WONTFIX,P3 normal
300001,event race initialize compare editor garble connect line,NEW,P3 normal
300002,pmc makeup description least,RESOLVED FIXED,P3 normal
300003,add gcov feature automate build,RESOLVED FIXED,P3 normal
300004,difference mark local remote,CLOSED INVALID,P3 blocker with 1 vote
300005,backport jar file directory paste another system properly,RESOLVED FIXED,P3 normal
300006,project leadership selection process confuse,RESOLVED FIXED,P3 normal
300007,nullpointerexception import project set,RESOLVED FIXED,P3 normal
300008,priority match engine schema mark,CLOSED FIXED,P3 normal
300009,new project immediately visible explorer,RESOLVED WORKSFORME,P3 normal
300010,pick sensible default name add new target platform,NEW,P3 enhancement
300011,xlc compiler property offer file folder property,NEW,P3 normal
300012,cnf test improvements,RESOLVED FIXED,P3 enhancement
300013,default editor psf open photoshop,NEW,P3 trivial
300014,itreeridget add api refresh single element,RESOLVED FIXED,P3 normal
300015,tweek templated jaxws build,RESOLVED FIXED,P3 normal
300016,junit wrong benchmark,RESOLVED FIXED,P3 normal
300017,fix warn,RESOLVED FIXED,P3 normal
300018,edit form show table available items,RESOLVED WORKSFORME,P3 major
300019,wrong representation use declarations target declarations,RESOLVED FIXED,P3 major
300020,develop,NEW,P3 enhancement
300021,object member type partly infer,RESOLVED WORKSFORME,P3 normal
300022,chkpii error,VERIFIED FIXED,P3 normal
300023,code assistant propose class field declare,CLOSED DUPLICATE of bug 103857,P3 normal
300024,async signal message available palette,RESOLVED FIXED,P3 normal
300025,compounddirectedgraph layout properly,NEW,P3 major
300026,interactionoperand containment messageoccurencespecification,RESOLVED FIXED,P3 normal
300027,interactionoperand own element update move,RESOLVED FIXED,P3 normal
300028,wrong codecompletion add new import,RESOLVED WORKSFORME,P3 normal
300029,link editor point different project file library open,NEW,P1 minor
300030,unhandled event loop exception eclipse startup,RESOLVED FIXED,P3 normal
300031,deprecation warn type include package name,VERIFIED FIXED,P3 normal
300032,npe,CLOSED FIXED,P3 normal
300033,miss,RESOLVED INVALID,P3 minor
300034,wrong message format browser console,RESOLVED FIXED,P3 normal
300035,refactor xml data set ui relate,RESOLVED FIXED,P3 normal
300036,npe render creation,VERIFIED FIXED,P3 normal
300037,npe import sdk,RESOLVED FIXED,P3 normal
300038,cause warn message qooxdoo console,RESOLVED FIXED,P3 normal
300039,undefined stereotype appear explorer diagram,RESOLVED FIXED,P3 normal
300040,type expect key class,CLOSED NOT_ECLIPSE,P3 normal
300041,explorer update,CLOSED FIXED,P3 normal
300042,suggest display outline view package explorer default,RESOLVED WORKSFORME,P3 trivial
300043,need better support bind collections complex type,ASSIGNED,P3 enhancement
300044,sdd runtime,NEW,P3 enhancement
300045,selection exist revision always report revision,RESOLVED FIXED,P3 normal
300046,importtypedialog lack javadoc,VERIFIED FIXED,P3 normal
300047,stubborn new incoming task icon go away,RESOLVED WORKSFORME,P3 normal with 1 vote
300048,move extra plugins appropriate directory,RESOLVED FIXED,P1 blocker
300049,project link instead,RESOLVED FIXED,P3 normal
300050,share install test failure,RESOLVED FIXED,P3 normal
300051,mappedsuperclass embeddedid,RESOLVED FIXED,P2 major with 4 votes
300052,api tool verification report build show errors look wrong,VERIFIED FIXED,P3 normal
300053,insert additional breakpoint marker dsf disassembly view,RESOLVED FIXED,P3 enhancement
300054,unexpected dialog appear copy change right leave,VERIFIED FIXED,P3 major
300055,patch fix incorrect metadata bundle,CLOSED FIXED,P3 normal
300056,screw layouts,RESOLVED FIXED,P3 critical
300057,stop constructor,NEW,P3 normal
300058,sslhandshakeexception pkix path build fail connect jira,RESOLVED NOT_ECLIPSE,P2 major
300059,better error call native sql query,RESOLVED WORKSFORME,P3 trivial
300060,call persist derive encode set,RESOLVED DUPLICATE of bug 207510,P3 major
300061,improve performance javaextensionstatement,CLOSED FIXED,P3 enhancement
300062,performance improvement virtualcomponent cache,RESOLVED FIXED,P3 normal
300063,bold text dynamic help tooltip overlap readable,RESOLVED WORKSFORME,P3 major
300064,mentor need new tool subproject remus,RESOLVED FIXED,P3 normal
300065,provide method access task editor preferences,RESOLVED FIXED,P3 enhancement
300066,ui allow report illegal api use,VERIFIED FIXED,P3 normal
300067,pull refactoring break pull method concrete class interface,CLOSED DUPLICATE of bug 188595,P3 normal
300068,breakpoints work result appear web browser end,CLOSED INVALID,P3 major
300069,versions truncate use scan report,VERIFIED FIXED,P3 normal
300070,compiler warn,RESOLVED FIXED,P3 normal
300071,delete tag cvs,RESOLVED INVALID,P3 normal
300072,scope honor various report scenarios,VERIFIED FIXED,P3 normal
300073,outline refresh delete last element node,RESOLVED FIXED,P3 normal
300074,projectcomponent avoid workspace find,RESOLVED WONTFIX,P3 normal
300075,jira workflow transition support,RESOLVED WONTFIX,P3 major
300076,papyrus shall provide documentation,CLOSED FIXED,P3 normal
300077,papyrus shall improve reuse diagram editor,NEW,P3 enhancement
300078,support instal multiple feature per entry,RESOLVED FIXED,P3 enhancement
300079,need support array primitive type,CLOSED INVALID,P3 enhancement
300080,possible thread safety issue,ASSIGNED,P3 normal
300081,provide hook filter entries,RESOLVED FIXED,P3 enhancement
300082,project jdk cannot match java facet,RESOLVED INVALID,P3 minor
300083,delete command always disable menu outline view,RESOLVED FIXED,P3 normal
300084,index lock,CLOSED FIXED,P3 normal
300085,separate persist version information version label translation xlc ui,RESOLVED FIXED,P1 critical
300086,filesystemresourcemanager make second call efs provider exception due cancel,RESOLVED FIXED,P3 normal
300087,update article republish,RESOLVED WONTFIX,P3 normal
300088,egit mess symlinks,RESOLVED FIXED,P3 normal with 1 vote
300089,map ui support,NEW,P3 enhancement
300090,jpa schemas miss xml catalog,CLOSED FIXED,P3 major
300091,metamodel generation support map,VERIFIED FIXED,P3 normal
300092,need support attribute type enumeration multiplicity,CLOSED INVALID,P3 enhancement
300093,dialog miss repository offer remove button,NEW,P3 enhancement
300094,use copyonwritearrayset descriptor config,REOPENED,P2 normal
300095,move dynamic web onto project configure context menu,RESOLVED FIXED,P3 enhancement
300096,dsf miss certain debug action context menu,RESOLVED FIXED,P3 enhancement
300097,support jql search page jira issue,RESOLVED NOT_ECLIPSE,P3 enhancement
300098,lib checkbox ignore jar dependency add ear,RESOLVED FIXED,P3 normal
300099,developers expect discover inject,RESOLVED INVALID,P3 enhancement
300100,notification need project get open,RESOLVED FIXED,P3 normal
300101,line style fully respect print,RESOLVED FIXED,P3 normal
300102,version increment sse ui,RESOLVED FIXED,P3 normal
300103,work,RESOLVED FIXED,P3 normal
300104,inconsistent feature patch application,CLOSED WORKSFORME,P3 normal
300105,ecore editor able resolve urls plugins target platform,CLOSED DUPLICATE of bug 220218,P3 enhancement
300106,swtbotgefeditor setfocus implement,RESOLVED FIXED,P3 normal
300107,need support annotations contain ereference multiplicity,CLOSED INVALID,P3 enhancement
300108,change reference detach object cause detach insert,RESOLVED FIXED,P2 normal
300109,sse protect exceptions foreign code,RESOLVED FIXED,P3 normal
300110,cq show dali automate ip log,RESOLVED FIXED,P3 normal
300111,platform specify default sequence table,CLOSED FIXED,P3 normal
300112,select site lose work section page change,VERIFIED FIXED,P3 normal
