id,title,status,importance
30000,error clean entries bootstrap class,VERIFIED FIXED,P2 enhancement
30001,fs import keep permissions,RESOLVED DUPLICATE of bug 25387,P3 normal
30002,support show,RESOLVED FIXED,P3 normal
30003,run test remote mode result fail autentication,RESOLVED FIXED,P3 normal
30004,mini new folder dialog room warn message,RESOLVED FIXED,P3 normal
30005,create link source folder new java project wizard,RESOLVED FIXED,P3 normal
30006,java eclipse freeze change,RESOLVED WORKSFORME,P2 major
30007,hit next new java project wizard,RESOLVED FIXED,P3 normal
30008,java model date delete parent source folder,RESOLVED DUPLICATE of bug 24045,P2 major
30009,new project wizard help create locations relative path variables,RESOLVED WONTFIX,P3 enhancement
30010,implement properly macos x,RESOLVED WORKSFORME,P3 normal with 1 vote
30011,npe pde junit,RESOLVED WORKSFORME,P2 normal
30012,members visible package explorer,RESOLVED DUPLICATE of bug 23227,P3 normal
30013,project compiler set workspace project persist,VERIFIED FIXED,P3 normal
30014,npe send file,RESOLVED DUPLICATE of bug 30016,P3 critical
30015,restore project whose location relative path variable,RESOLVED FIXED,P3 critical
30016,npe send file,RESOLVED FIXED,P3 critical
30017,remove default font definitions,CLOSED FIXED,P3 normal
30018,resourcelistselectiondialog folder list update,VERIFIED FIXED,P3 normal
30019,debug motif,VERIFIED FIXED,P2 critical
30020,hang attempt edit xml file hang splash,RESOLVED WORKSFORME,P3 normal
30021,font color dialogs hang jvm,RESOLVED FIXED,P3 major
30022,swt need component model layer,NEW,P3 enhancement
30023,npe perform surround multiple line,RESOLVED DUPLICATE of bug 29151,P3 normal
30024,variable dialog option,RESOLVED FIXED,P2 normal
30025,import code fail,RESOLVED FIXED,P2 critical
30026,nullpointerexception compile,RESOLVED FIXED,P3 minor
30027,exception table cursor table,RESOLVED DUPLICATE of bug 24798,P3 normal with 1 vote
30028,java snippet navigate action work keybindings,VERIFIED FIXED,P3 normal
30029,notification failure action,VERIFIED FIXED,P4 enhancement
30030,debugview menu shrink active debug sessions,CLOSED WONTFIX,P4 enhancement
30031,unable restore editor,RESOLVED DUPLICATE of bug 21988,P3 normal
30032,compile instal version eclipse support link,RESOLVED FIXED,P3 enhancement
30033,text selection draw propely,RESOLVED WORKSFORME,P3 normal
30034,task view support expandable message pde error,RESOLVED WONTFIX,P3 enhancement
30035,npe run build file external project,VERIFIED FIXED,P2 normal
30036,cannot copy selection class file editor,RESOLVED DUPLICATE of bug 21904,P3 normal
30037,use platform support breakpoint persistence,VERIFIED FIXED,P2 enhancement
30038,character deletion unexpected result javadoc,RESOLVED WONTFIX,P3 normal
30039,view toolbars,CLOSED WORKSFORME,P3 normal
30040,start eclipse red hat linux sun,RESOLVED INVALID,P3 critical
