891	890
97	420,418
516	515
495	494
860	712,659,1198,509,198,860,590,192,1074,1036,162,734,805,492,11,6,690,335,668,804,412,818,143,1145,715,31,280,344,156,1066,727,523,30,919,446,413,1208,375,602,1170,683,578,435,205,457,445,204,158,138,878,281,37,175,161,1118,918,720,119,575,230,1149,362,16,1191,1111,568,101,381,1038,897,808,196,188,283,414,1128,160,1013
890	891
1113	538
909	843,1091,437,243,788,342,713,553,402,909,758,1004,284,321,631,252,249,597
766	649,540,52,352,123,762,312,285,1119,257,783,866,688,1082,25,265,1195,1103,924,403,739,295,134,1015,46,76,318,1064,1050,1030,81,624,186,1085,779,551,268,177,1017,181,179,351,1095,529,1161,1179,1002,368,1187,546,315,524,1142,1188,42,310,190,645,660,496,654,637,1076,323,530,513,803,780,116,813,609,222,642,141,1055,867,608,1071,882,1110,207,364,904,331,427,729,306,594,1007,507,1143,1106,593,722,562,165,1202,550,286,1124,861,13,329,484,652,53,623,607,3,1184,820,872,187,1171,144,88,442,29,651,411,1152,202,24,289,1141,462,1029,493,271,1012,708,169,605,456,786,114,129,616,365,763,439,499,33,363,901,63,1165,672,447,769,591,806,1027,482,277,213,1014,841,270,343,337,619,122,875,856,328,146,55,489,748,626,398,733,881,248,520,302,38,691,378,151,900,854,784,416,406,360,313,47,233,1006,1156,1185,816,835,711,130,744,273,745,1117,865,827,429,387,1120,778,544,200,67,487,716,473,471,993,225,217,750,465,390,996,549,428,569,404,566,742,736,596,472,719,422,1199,450,80,838,131,726,214,476,885,646,511,1168,922,256,236,93,441,218,1088,59,35,45,1087,1096,298,685,391,703,893,238,180,1115,311,125,844,917,821,504,419,1093,895,1097,1073,768,65,832,1107,666,650,638,410,350,346,345,1018,533,361,759,333,241,1200,859,907,86,670,774,51,34,408,1011,817,287,12,790,621,663,231,147,1053,802,695,669,39,164,44,405,223,89,1135,794,604,678,777,707,172,1160,526,1173,586,554,228,382,453,157,525,503,399,698,212,110,1105,1100,43,662,880,491,464,1211,906,791,267,572,28,627,112,664,40,117,137,1163,84,349,347,746,614,353,628,528,598,454,1035,314,90,370,799,21,293,77,552,532,514,512,766,617,400,348,920,369,1181,846,822,710,1083,48,886,751,64,73,634,481,421,1183,448,85,96,855,632,340,1067,1021,486,497,811,505,1155,839,800,1061,755,773,18,754,426,219,557,1190,699,675,573,425,585,355,1028,559,862,5,389,864,1058,888,451,883,693,724,480,444,234,636,477,1078,1037,1052,689,69,610,561,244,1079,327,1134,1070,643,1032,771,376,1025,896,807,191,916,639,580,1182,108,397,684,304,330,613,258,874,852,697,595,468,1094,850,1049,531,1132,1034,1126,452,793,383,235,630,386,1201,1178,760,424,224,571,300,756,474,1151,276,372,282,819,1057,814,103,640,374,184,269,401,1162,560,519,240,155,124,118,680,317,539,1000,1131,423,574,290,194,433,912,728,876,87,718,824,853,309,618,211,661,299,245,1140,776,910,705,111,1023,210,902,798,1108,725,62,601,702,1192,1186,775,61,1031,1059,227,521,510,709,534,842,449,1158,1075,1026,415,388,167,56,812,294,1101,469,1164,1020,555,94,704,498,255,253,914,787,674,485,432,1080,1009,840,324,176,868,154,1016,877,995,741,127,263,682,338,517,998,322,152,395,57,1010,475,1194,671,1144,508,579,837,215,149,1109,743,1086,1060,1003,436,105,656,2,1116,168,770,706,1172,440,288,1125,749,4,15,297,1081,460,730,809,461,193
494	495
515	516
999	97,54,296,732,921,1203,308,220,91,767,104,301,292,1084,357,307,1147,869,135,232,506,339,810,905,92,913,66,851,49,648,470,1154,849,1153,379,120,887,577,367,1008,438,206,836,752,545,392,1123,409,163,600,548,417,14,226,833,589,536,126,354,647,792,334,279,1174,373,535,316,1138,7,183,1193,1024,75,911,789,262,246,1167,479,380,1089,1139,41,1069,1130,100,221,366,898,592,115,1104,102,1001,291,247,899,871,667,815,203,274,98,74,673,458,879,82,384,677,847,687,455,1177,140,106,620,676,1112,9,1207,583,488,1159,173,107,431,547,170,889,121,1157,1092,582,393,332,588,275,58,644,185,679,884,830,556,195,1204,1099,136,1196,251,99,518,148,132,396,174,1136,1054,166,1102,250,1098,845,801,1019,1005,1146,999,723,359,1133,501,764,478,336,326,570,611,576,305,1063,70,261,229,153,145,603,22,915,565,587,543,32,1148,71,563,541,1033,795,356,781,925,394,10,700,694,19,133,772,483,50,272,1197,1062,197,761,692,558,139,8,717,259,1068,714,785,358,1129
538	1113
994	467,319,1205,567,735,142,527,612,599,1122,209,635,892,1176,1206,189,747,848,696,466,1048,239,923,834,615,27,113,201,606,83,78,1169,857,825,765,1090,665,459,17,1210,782,1072,831,873,341,1121,237,216,407,95,537,564,894,757,79,686,254,242,430,701,740,584,1065,1077,622,796,208,625,829,581,1022,264,858,128,1180,490,797,266,159,823,278,171,908,753,1150,1056,903,182,542,1166,443,1189,870,1114,109,737,863,681,303,738,994,1051,178,325,655,260,522,320,828,826,72,653
