894	686,43,17,782,426
87	718,1023,227,34,839,814
813	627,1109,410,477,560,382,1183,751,766,481
464	465
465	464,88
833	603,549,506,39,1133,392,535,1082,139,1069
156	536,19,161
351	394,80,628,337
854	388,1015,662,372,186,295,108,827,855,256
39	195
394	351
898	308,258,264,296,273
118	752,240,12
170	545,1197
687	1037
918	1013,143,917,188
367	299,1139,366,298,1017
698	200,533,1134
771	711
219	149,154
995	771,207,309,58,297,171,906,146,452,1011,1010,155,729,1006,374
776	742
149	219
909	788,713,553,402,284,597,1091,843,437,252,249,243
916	758,363,546,540,514,1007,748,53,52,512,1122,717,634,112
1020	1144
1170	804
742	776,127,669
919	362,659,330,1103,257,555,840
804	1170
496	1169,212,604,856
575	579
764	772
897	1185,124,125
402	321,1004
848	45,1061,48,832
756	193,767,327
390	877,389
584	858
598	1194,191,739
326	795,174,824,103
250	647,726
173	166
663	1078,1156,1125
325	770
801	183,583
398	123,164
42	1140,511
738	547,384
922	678,105,572,15,892,209
356	357
697	130,842,400
520	141
861	773
788	526
772	677,1112
253	311
335	334
753	239
38	724,62,507
913	347,447
627	333
10	14
556	1159
707	235
639	552
509	703
864	332,405
924	1070,198,774,1193,727
376	373
728	768
76	324,282,862
615	653
534	539
878	1081
711	215
117	116
81	656,783
91	92
7	8
650	338,831,601,501,899
95	439
328	794
336	488
743	162,996,607
637	1128,896
85	93
487	791
1180	606
129	1195
79	78
870	459
490	1172
692	587
660	1178
47	49
393	879
403	589
291	292
136	133
319	636
132	74
1104	1157
55	90
261	920
538	1113
655	885
718	618
467	615
858	584,1180,994
877	376,883,411,33
1194	598
586	1020,448,523,11,1036,585,380
166	173
212	496
1181	177
669	1083,626
917	918
673	667
685	1200,649
1140	42,211
733	1026,440,912
357	356
564	95,797,466,352
841	1130
844	1161,228,348
887	1129
745	69,810,1012
770	755
334	335
797	564,1099,189,1101
100	320,431,358
140	82
578	568,683
1173	289
82	140,577
289	1173
1054	1033
358	100
884	750,370
168	169
169	168
307	435
808	381,690,492
1033	1054
654	194
1116	1117
1117	1116
229	841,693,873,612
624	349,491
893	317
1138	316
13	822,1028
316	1138
1028	13
690	808
190	682,671
435	307
515	516
516	515
826	828
436	359
850	849
410	802
921	51,46
645	1135,147,643,759,138,646,1094
44	1123
312	247
817	871,807,24
205	204
381	1111,54
792	851
480	476
448	1066
550	684
1150	562
872	35
430	537
716	923
142	908
722	570
254	266,128
41	22
566	245
750	868,1024
37	818
857	811,522,303
569	689,217,910
483	740
96	998,525,1160
632	900
626	638,310
64	65
59	57,270
623	621
875	876
1073	301
765	779
474	475
736	746
881	753,763,687,40,469,483,422,1124,905,271
62	38,5,580,114,785
704	1114,701,1077
34	87
865	268,1057,654,510,290,152,907,1164,1199
895	534,444,725,661,498,571,300
366	367,368,884,1203,1204
83	1100,823
14	10
347	913
798	1031,1009,674,573,313,574,1110
455	556,563
1197	170
240	118,241,813,1151,318,415
767	115,756,1174,179,1062,593,592
235	707
73	520,591,705,1086
164	398
591	1060,73
58	995,56,620,676
313	314
842	697,89
851	909,1131,792,163,66
754	919
703	509
552	639,342,355,135
1036	1186
97	248,887,789,815,644,1155,1177,619
768	728
914	236,866
94	238,192,1059,364,651,799,181
98	234,576,845,180
51	197,203
828	826
863	467,681
849	850
1123	44
911	202
769	1052,874,836
72	672,796
732	436,272,744
228	844
649	685,614,1141,709
153	229,159,747
204	205
1021	544,218,702,1142,1014
382	322
399	224
476	480
684	550
577	1166
871	817,582,1053
324	375
781	741,345
681	863,914
701	704
859	399,806,691
159	153
275	911,274
302	595
53	565
595	302
806	859
510	1145
532	187,350,1002
386	754,790,397,630,369
1143	1201,1184
192	94
890	891
891	890
453	18,688,213
1192	493
220	221
102	99
640	461
521	383,679
1063	379
617	708
489	812
265	631
486	6
145	120
793	558,1162,901
1107	518
904	869,331
494	495
462	786
541	365
573	1182
160	590,1171
867	902
482	425
107	106
560	762
994	848,325,1065,903,407,208,1206,599,443,237,109,1022,635,542,278,757,625,1048,201,242,1210,113,665
873	737,67,413,497,1176,1005,670
533	698,1192
757	567,1090
389	390
93	253,85,485,904,749,1163,1167
908	1072,142,391,581,527,182
92	91,50,1092,886
405	864,714
8	7,339,624,450,9
338	650
574	551,1181,821,798
535	250,833,267,1115,104
22	226,41,32
71	1196,517,921,70,1190
912	559,819,484,775,306,1188,29,557
585	820,586,312,1097,84
794	328
488	336
860	281,1208,158,1056,341,260,1121
996	743,225,777,167,1132
702	778,428
791	487,1050,77
993	712,223,451,427,719,1096,165,888
529	126,528
1195	129
998	784,610,472,561,277,605,1067,1018,387
896	637,460
630	244,852
695	699
446	412,280,445
459	870
923	924,716,1205,288
689	117,893,315,111,285,1003,609
1172	490
839	734
644	692
790	454,664,361,1032,110,616,780,395
749	131
15	922
1178	660
78	79
811	857
128	254
825	1189
900	632,596,176
148	722
643	645
245	566,344
296	1027
683	578
818	37
720	190,119,30,735
688	1136,453,1093,1085
397	733,386
66	430,157,151
525	96
708	378
831	602,21
89	134,710
65	63,64
661	652,895
925	835,97,889
57	59
120	121,145
1156	1025
796	72
274	275
221	220,438
99	102,809
350	532
563	455
196	175,706
1108	1143,1080,1076,1071,1088,1075
812	489,294
6	486
852	617,441
631	265
276	524,1030
518	1107
570	279
834	401,323
414	1038
495	494
27	1051,263
1149	283
1001	246
283	1149,343
907	1079
1074	1118
1118	1074,805
246	1001
473	1126
1064	1087
1087	1064
178	269
424	429
429	424
445	446
470	830,458
458	470
880	846
137	255,433
255	137
846	880
269	178
304	680
305	75
2	3
1008	1154
346	548
411	666
636	319,61
782	894,834
49	47,543
