495	495
798	64
97	232,54,97,789,248,417,587,420,644,692,887,418,373
494	494
877	666
94	799,651,1059
446	734
899	741
924	668
999	305,1133,1007,563,74,480,47,864,91,370,647,173,166,884,259,1008,163,1193,877,442,543,549,404,570,275,1084,1033,899,1068,247,850,841,58,195,569,883,367,847,694,620,359,882,911,781,999,8,785,206,1069,881,624,272,1204,1136,346,1153,332,872,197,761,650,38,338,203,889,250,1098,1063,1054,817,672,541,921,795,673,645,1135,671,1024,700,679,535,1154,1139,1062,609,276,226,22,714,121,99,588,9,648,339,845,752,732,583,41,296,148,1174,1019,461,107,1011,849,1173,905,801,380,379,132,126,910,640,1147,214,722,71,1196,717,1104,519,1186,676,558,1138,40,871,556,396,183,1001,368,518,184,316,1146,879,75,582,565,51,501,392,262,139,488,925,687,354,229,170,1203,1197,1157,317,837,793,436,106,913,172,600,102,1129,7,506,49,393,274,723,667,1089,286,145,388,730,306,62,603,115,820,1092,1167,898,545,246,185,1159,44,1123,50,261,129,611,409,289,336,98,767,455,394,366,326,1107,547,915,833,70,592,350,308,174,104,536,810,792,749,1115,1030,267
813	1201,914,69,1178,2,333,141,745,1184,1078,866,1163,660,236,507,241
916	540,421,661,652,299,646,52,916,391,481,682,512,345,112,108,636,61,1183,124,155,53,514,477,762,383,634,310,235
808	548,808,690,492
515	515
891	891
817	24
99	803
535	301,136,292,133,291
476	476
93	215
1108	253,1132,743,187,1211,755,473,103,93,474,225,167,230,85,211,475,337,996,408,912,42,1126,707,1087,1064,80,5,901,777,471,1140,231
356	356
905	557,251,554,1119,539,493,607,256,1207,498,257
689	116
586	1148,764,279,478,772,677,1112,1102,479
538	538
994	577,216,140,1077,825,791,287,21,79,857,834,114,1114,1072,1172,780,838,189,737,681,303,27,142,352,458,1187,653,331,863,848,159,1051,201,1166,546,903,826,72,696,522,1065,63,483,171,311,469,459,1100,1165,269,1034,735,426,319,237,1150,770,829,105,1162,576,384,704,182,1189,490,4,740,1195,751,701,584,581,341,266,1205,1048,202,572,680,923,765,527,466,153,1056,1005,1180,1144,830,537,43,823,739,467,113,263,665,428,716,908,894,873,82,622,407,320,271,1169,358,1122,56,892,994,83,782,747,625,567,1176,1022,433,904,330,28,363,858,796,753,686,564,443,325,1206,109,77,95,870,430,314,885,401,178,860,208,1052,831,670,606,254,242,1090,513,738,655,29,828,797,615,260,487,17,1070,78,599,542,278,579,1188,209,757,239,128,1210,1121,431,562,635,470,1099,264,15,612,1152
73	193,748,73,639,1086
87	234,618
92	92
1157	1130
1113	1113
161	137,32,861,255
860	811,715,521,162,143,1170,412,438,457,375,30,1191,445,1066,220,585,160,1128,65,924,343,659,602,446,1035,814,510,31,283,119,1145,413,566,1161,590,509,435,414,381,204,816,1151,824,324,1105,334,1118,555,1038,1058,81,703,1111,712,221,918,805,192,1110,362,809,1081,720,281,1208,11,307,16,1025,818,689,1036,273,727,318,586,1156,175,156,1013,897,804,878,19,853,344,196,744,783,313,245,188,161,158,100,122,323,304,683,568,37,1095,774,361,335,578,190,138,1037,125,656,523,1149,1074,1020,575,280,35,511,351,205,1198,448,919,6,120,101,198,315
909	249,293,851,597,265,836,713,698,553,1131,1116,589,1004,843,252,758,342,282,485,243,1117,372,788,1190,329,909,437,1091,526,402,284,321,552,66,631
766	1141,852,561,520,1000,705,497,835,447,710,859,798,96,742,697,626,591,525,177,1071,846,880,327,593,571,619,773,454,374,127,165,118,1053,746,736,708,614,441,406,244,702,398,117,663,94,395,258,364,1194,771,491,213,902,867,855,630,617,574,504,46,290,222,152,1076,149,776,462,1028,684,832,895,862,1120,164,1101,179,1094,169,813,807,784,595,386,353,277,219,1060,1029,1073,528,1015,465,123,768,298,594,1017,610,596,468,419,397,378,302,1181,1016,754,405,390,601,508,423,874,827,769,675,416,340,194,1018,719,154,1097,628,505,550,544,440,688,900,787,632,456,322,1108,55,822,181,598,532,453,1200,1023,998,733,695,621,432,429,268,224,1106,896,1061,1160,130,517,45,309,110,486,176,729,840,907,1009,608,482,472,424,399,387,218,1088,778,355,135,529,839,67,1134,444,728,180,34,415,806,669,503,425,1067,1199,533,1192,724,238,464,376,786,223,460,240,1085,920,760,623,186,3,886,1171,134,87,18,531,1168,685,678,573,551,151,111,1143,1012,144,439,89,1202,1185,12,1079,580,1014,893,842,821,802,766,699,674,654,638,560,449,1158,1093,1026,524,664,706,616,25,756,233,649,168,1021,922,854,605,382,349,1080,157,790,1002,534,88,627,1049,1082,76,662,1155,718,200,691,637,360,210,496,1003,709,90,450,642,33,693,39,13,288,484,1103,191,779,400,917,865,86,499,410,369,285,1109,1075,131,613,389,411,1027,227
357	357
854	295,365,84,559,775,815,1177,14,10
890	890
993	452,451,1096,427,59,1142,270,993,57,888
516	516
487	1050
865	1083,348,1125,1124,750,794,759,1182,1032,876,1055,869,643,868,604,422,328,800,347,217,1179,1057,856,403,212,1006,763,1164,819,1031,875,312,844,530,228,147
995	1010,294,207,726,146,711,906,812,297,489,48,995
833	725,300
