515	515
97	692,587,417,418,420
494	494
495	495
1108	230,231
1113	1113
890	890
766	854,403,1083,1031,819,214,131,118,776,39,1103,756,728,697,238,184,1185,813,639,69,660,117,390,711,127,312,844,141,623,736,642,1202,1194,218,1073,614,540,477,1106,866,544,223,872,1061,13,347,306,285,462,617,52,340,164,1183,1067,48,497,116,18,725,710,295,157,868,800,574,1124,1032,1002,730,688,473,907,255,638,441,304,167,1126,695,429,846,729,491,1096,389,832,1011,293,176,557,636,217,1182,706,691,1168,1017,621,862,680,408,112,920,86,646,46,329,1134,270,670,1152,1000,177,1144,1187,1023,1015,743,551,663,534,454,268,784,699,55,241,1109,87,376,505,549,464,770,1027,484,212,169,877,474,186,664,608,456,225,893,716,1078,550,64,850,191,640,337,865,573,290,147,1097,1003,240,684,649,1192,754,768,235,482,1093,562,507,1184,580,513,401,1120,146,35,533,856,137,812,2,689,498,661,29,996,1211,1108,1087,749,900,512,424,411,57,896,405,1010,739,1199,1179,901,746,613,165,902,787,12,1163,327,24,838,816,374,460,1094,1020,763,496,1029,520,1200,742,922,149,330,598,778,517,472,398,244,193,45,1161,654,1181,733,626,289,96,596,561,514,406,267,1116,773,1016,678,228,1055,748,769,232,53,595,302,895,531,419,399,94,187,1080,1071,1007,476,524,73,591,360,179,912,585,383,794,643,397,839,213,702,122,708,353,1079,880,1155,298,529,508,1156,65,1195,108,759,348,1125,180,1085,1053,786,766,395,1101,90,874,675,387,345,310,3,1012,807,271,1171,571,300,666,618,559,351,328,1057,1060,440,637,627,995,76,698,309,861,88,444,487,594,234,755,168,1052,317,628,1009,1028,80,154,652,410,378,349,322,277,194,123,745,1131,1117,227,315,1151,134,211,258,798,422,386,806,453,1021,111,605,560,486,382,318,355,333,1201,452,427,724,215,906,461,273,790,1178,840,630,1064,493,609,525,155,151,124,89,1142,25,827,365,876,433,475,1049,1014,210,1075,855,762,760,634,481,468,442,369,1086,343,256,1190,294,233,288,809,85,471,42,219,707,5,253,1026,916,610,299,207,718,236,200,771,314,67,465,875,750,645,530,669,63,391,40,257,685,44,722,662,632,503,130,1140,480,917,821,682,674,421,224,569,59,499,822,835,1141,604,152,62,532,859,777,1143,1076,867,842,802,34,914,693,793,364,450,572,428,439,222,361,93,423,1132,1082,415,593,504,432,416,998,852,1158,1018,751,993,1058,814,719,1006,33,709,400,779,616,449,425,110,1088,705,619,528,331,601,181
999	367,308,10,820,248,1129,354,132,1104,1098,291,183,1054,647,1138,357,795,121,14,97,455,1174,1159,1139,1019,370,438,851,1107,350,174,1062,1001,221,761,607,518,263,679,404,49,824,1167,1148,388,687,38,556,801,667,1186,7,91,261,1033,883,789,694,262,1115,792,726,677,803,732,1135,373,153,98,871,1146,849,58,1099,1123,543,297,56,296,644,379,853,135,1112,346,274,8,28,323,785,717,74,380,1193,1154,589,139,620,1024,1069,1102,77,384,898,226,752,394,336,250,536,1147,393,356,672,887,884,229,104,100,1173,921,166,140,541,583,1063,279,1084,145,71,925,148,276,203,830,1164,714,886,1177,676,999,847,259,447,133,106,286,671,519,501,206,103,913,545,170,136,1153,1130,1133,864,624,673,648,1203,1136,841,915,82,358,202,815,431,741,359,247,102,1197,107,489,582,577,332,554,781,99,272,54,723,535,246,305,1035,66,92,15,1188,70,889,9,899,1068,292,251,910,1119,1030,1207,195,1034,326,115,833,650,129,368,47,1196,603,506,50,173,772,126,764,882,197,436,316,1089,19,41,817,32,339,547,366,881,51,163,767,700,396,565,220,392,552,810,275,1092,911,563,488,338,1008,22,120,144,558,570,470,458,600,1162,611,75,879,409,905,845,592,185,1204,1157,1160,301,837,172,479,478,588,548
909	485,342,249,243,284,282,788,713,553,402,526,758,909,372,597,631,836,843,252,321,265,1004,1091,437
538	538
891	891
916	61
516	516
994	490,567,1114,696,1166,72,704,83,443,653,27,908,581,1056,823,341,21,612,4,209,829,780,686,1065,870,469,142,765,254,635,828,216,1077,264,171,651,923,831,625,1048,78,189,606,885,522,747,182,1176,114,1121,352,665,655,1169,737,584,319,738,95,79,1180,363,467,903,857,826,797,320,208,105,599,311,681,576,873,834,527,128,459,269,201,1122,791,1050,466,303,113,753,894,1072,287,1100,564,407,1189,701,239,863,159,109,1022,1059,537,904,1172,740,825,796,757,1205,735,622,242,1210,615,325,848,579,1090,546,483,1150,858,1206,430,1165,237,278,542,994,266,1051,43,178,17,869,782,426,1005,892
860	924,918,281,1208,1013,897,509,362,919,335,878,448,307,334,775,175,324,1111,656,683,555,727,31,125,412,734,690,205,1025,1095,160,1070,1038,1128,6,783,457,81,156,1198,668,808,568,523,190,143,119,521,313,344,192,245,196,198,720,283,1074,446,744,590,161,774,715,1037,659,575,566,158,37,413,204,1145,11,1066,1081,16,414,1110,818,811,30,162,84,138,1105,804,712,1170,586,381,511,492,375,578,435,602,280,510,703,1036,539,860,1149,1118,445,101,799,805,260,188,1191
993	451,888
